season,date,team1,team2,true_home_team_result,simulated_home_team_result
2019,2020-05-26,LEVK,WOB,-1,0
2019,2020-05-26,WERB,M'G,0,-1
2019,2020-05-24,SCH,AUG,-1,-1
2019,2020-05-24,MAI,RBL,-1,-1
2019,2020-05-24,KOL,FORD,0,0
2019,2020-05-23,FRE,WERB,-1,-1
2019,2020-05-23,M'G,LEVK,-1,1
2019,2020-05-23,PAD,HOF,0,0
2019,2020-05-23,WOB,DOR,-1,1
2019,2020-05-23,BAY,EINF,1,1
2019,2020-05-22,HERT,UNI,1,1
2019,2020-05-18,WERB,LEVK,-1,-1
2019,2020-05-17,KOL,MAI,0,1
2019,2020-05-17,UNI,BAY,-1,-1
2019,2020-05-16,AUG,WOB,-1,-1
2019,2020-05-16,DOR,SCH,1,0
2019,2020-05-16,FORD,PAD,0,0
2019,2020-05-16,HOF,HERT,-1,0
2019,2020-05-16,RBL,FRE,0,-1
2019,2020-05-16,EINF,M'G,-1,0
2019,2020-03-11,M'G,KOL,1,-1
2019,2020-03-08,BAY,AUG,1,0
2019,2020-03-08,MAI,FORD,0,-1
2019,2020-03-07,FRE,UNI,1,0
2019,2020-03-07,HERT,WERB,0,-1
2019,2020-03-07,LEVK,EINF,1,0
2019,2020-03-07,SCH,HOF,0,-1
2019,2020-03-07,WOB,RBL,0,0
2019,2020-03-07,M'G,DOR,-1,0
2019,2020-03-06,PAD,KOL,-1,0
2019,2020-03-01,UNI,WOB,0,1
2019,2020-03-01,RBL,LEVK,0,1
2019,2020-02-29,AUG,M'G,-1,-1
2019,2020-02-29,DOR,FRE,1,-1
2019,2020-02-29,HOF,BAY,-1,-1
2019,2020-02-29,MAI,PAD,1,0
2019,2020-02-29,KOL,SCH,1,0
2019,2020-02-28,FORD,HERT,0,1
2019,2020-02-24,EINF,UNI,-1,1
2019,2020-02-23,LEVK,AUG,1,1
2019,2020-02-23,WOB,MAI,1,-1
2019,2020-02-22,FRE,FORD,-1,1
2019,2020-02-22,HERT,KOL,-1,1
2019,2020-02-22,M'G,HOF,0,-1
2019,2020-02-22,WERB,DOR,-1,1
2019,2020-02-22,SCH,RBL,-1,1
2019,2020-02-21,BAY,PAD,1,-1
2019,2020-02-16,KOL,BAY,-1,-1
2019,2020-02-16,MAI,SCH,0,0
2019,2020-02-15,AUG,FRE,0,0
2019,2020-02-15,HOF,WOB,-1,1
2019,2020-02-15,PAD,HERT,-1,1
2019,2020-02-15,RBL,WERB,1,1
2019,2020-02-15,UNI,LEVK,-1,-1
2019,2020-02-15,FORD,M'G,-1,0
2019,2020-02-14,DOR,EINF,1,-1
2019,2020-02-09,BAY,RBL,0,0
2019,2020-02-08,FRE,HOF,1,1
2019,2020-02-08,HERT,MAI,-1,0
2019,2020-02-08,SCH,PAD,0,1
2019,2020-02-08,WERB,UNI,-1,1
2019,2020-02-08,WOB,FORD,0,-1
2019,2020-02-08,LEVK,DOR,1,1
2019,2020-02-07,EINF,AUG,1,0
2019,2020-02-02,KOL,FRE,1,1
2019,2020-02-02,PAD,WOB,-1,-1
2019,2020-02-01,AUG,WERB,1,-1
2019,2020-02-01,DOR,UNI,1,-1
2019,2020-02-01,FORD,EINF,0,1
2019,2020-02-01,HOF,LEVK,1,0
2019,2020-02-01,MAI,BAY,-1,-1
2019,2020-02-01,RBL,M'G,0,0
2019,2020-01-31,HERT,SCH,0,1
2019,2020-01-26,WERB,HOF,-1,-1
2019,2020-01-26,LEVK,FORD,1,1
2019,2020-01-25,EINF,RBL,1,0
2019,2020-01-25,FRE,PAD,-1,-1
2019,2020-01-25,M'G,MAI,1,1
2019,2020-01-25,UNI,AUG,1,1
2019,2020-01-25,WOB,HERT,-1,1
2019,2020-01-25,BAY,SCH,1,-1
2019,2020-01-24,DOR,KOL,1,-1
2019,2020-01-19,HERT,BAY,-1,-1
2019,2020-01-19,PAD,LEVK,-1,-1
2019,2020-01-18,AUG,DOR,-1,1
2019,2020-01-18,KOL,WOB,1,1
2019,2020-01-18,FORD,WERB,-1,-1
2019,2020-01-18,HOF,EINF,-1,1
2019,2020-01-18,MAI,FRE,-1,-1
2019,2020-01-18,RBL,UNI,1,0
2019,2020-01-17,SCH,M'G,1,0
2019,2019-12-22,FORD,UNI,1,-1
2019,2019-12-22,PAD,EINF,1,0
2019,2019-12-21,BAY,WOB,1,-1
2019,2019-12-21,KOL,WERB,1,-1
2019,2019-12-21,MAI,LEVK,-1,1
2019,2019-12-21,RBL,AUG,1,-1
2019,2019-12-21,SCH,FRE,0,0
2019,2019-12-21,HERT,M'G,0,0
2019,2019-12-20,HOF,DOR,1,-1
2019,2019-12-18,LEVK,HERT,-1,0
2019,2019-12-18,EINF,KOL,-1,1
2019,2019-12-18,FRE,BAY,-1,0
2019,2019-12-18,M'G,PAD,1,-1
2019,2019-12-18,WOB,SCH,0,1
2019,2019-12-17,WERB,MAI,-1,1
2019,2019-12-17,AUG,FORD,1,0
2019,2019-12-17,DOR,RBL,0,0
2019,2019-12-17,UNI,HOF,-1,1
2019,2019-12-15,WOB,M'G,1,1
2019,2019-12-15,SCH,EINF,1,1
2019,2019-12-14,BAY,WERB,1,-1
2019,2019-12-14,KOL,LEVK,1,1
2019,2019-12-14,HERT,FRE,1,1
2019,2019-12-14,MAI,DOR,-1,1
2019,2019-12-14,PAD,UNI,0,0
2019,2019-12-14,FORD,RBL,-1,-1
2019,2019-12-13,HOF,AUG,-1,-1
2019,2019-12-08,UNI,KOL,1,-1
2019,2019-12-08,WERB,PAD,-1,0
2019,2019-12-07,AUG,MAI,1,0
2019,2019-12-07,DOR,FORD,1,0
2019,2019-12-07,FRE,WOB,1,1
2019,2019-12-07,M'G,BAY,1,1
2019,2019-12-07,RBL,HOF,1,0
2019,2019-12-07,LEVK,SCH,1,1
2019,2019-12-06,EINF,HERT,0,1
2019,2019-12-02,MAI,EINF,1,0
2019,2019-12-01,M'G,FRE,1,1
2019,2019-12-01,WOB,WERB,-1,0
2019,2019-11-30,KOL,AUG,0,0
2019,2019-11-30,HERT,DOR,-1,1
2019,2019-11-30,HOF,FORD,0,1
2019,2019-11-30,PAD,RBL,-1,1
2019,2019-11-30,BAY,LEVK,-1,0
2019,2019-11-29,SCH,UNI,1,0
2019,2019-11-24,AUG,HERT,1,0
2019,2019-11-24,HOF,MAI,-1,-1
2019,2019-11-23,EINF,WOB,-1,-1
2019,2019-11-23,FORD,BAY,-1,1
2019,2019-11-23,LEVK,FRE,0,-1
2019,2019-11-23,UNI,M'G,1,0
2019,2019-11-23,WERB,SCH,-1,1
2019,2019-11-23,RBL,KOL,1,0
2019,2019-11-22,DOR,PAD,0,0
2019,2019-11-10,M'G,WERB,1,1
2019,2019-11-10,WOB,LEVK,-1,0
2019,2019-11-10,FRE,EINF,1,0
2019,2019-11-09,HERT,RBL,-1,1
2019,2019-11-09,MAI,UNI,-1,-1
2019,2019-11-09,PAD,AUG,-1,1
2019,2019-11-09,SCH,FORD,0,0
2019,2019-11-09,BAY,DOR,1,1
2019,2019-11-08,KOL,HOF,-1,1
2019,2019-11-03,FORD,KOL,1,-1
2019,2019-11-03,AUG,SCH,-1,1
2019,2019-11-02,DOR,WOB,1,-1
2019,2019-11-02,EINF,BAY,1,0
2019,2019-11-02,LEVK,M'G,-1,1
2019,2019-11-02,RBL,MAI,1,0
2019,2019-11-02,WERB,FRE,0,-1
2019,2019-11-02,UNI,HERT,1,1
2019,2019-11-01,HOF,PAD,1,-1
2019,2019-10-27,WOB,AUG,0,1
2019,2019-10-27,M'G,EINF,1,-1
2019,2019-10-26,BAY,UNI,1,1
2019,2019-10-26,FRE,RBL,1,1
2019,2019-10-26,HERT,HOF,-1,0
2019,2019-10-26,PAD,FORD,1,-1
2019,2019-10-26,SCH,DOR,0,-1
2019,2019-10-26,LEVK,WERB,0,0
2019,2019-10-25,MAI,KOL,1,-1
2019,2019-10-20,KOL,PAD,1,0
2019,2019-10-20,HOF,SCH,1,1
2019,2019-10-19,AUG,BAY,0,1
2019,2019-10-19,FORD,MAI,1,1
2019,2019-10-19,RBL,WOB,0,0
2019,2019-10-19,UNI,FRE,1,-1
2019,2019-10-19,WERB,HERT,0,-1
2019,2019-10-19,DOR,M'G,1,-1
2019,2019-10-18,EINF,LEVK,1,-1
2019,2019-10-06,M'G,AUG,1,1
2019,2019-10-06,WOB,UNI,1,1
2019,2019-10-06,EINF,WERB,0,1
2019,2019-10-05,BAY,HOF,-1,-1
2019,2019-10-05,FRE,DOR,0,-1
2019,2019-10-05,LEVK,RBL,0,1
2019,2019-10-05,PAD,MAI,-1,0
2019,2019-10-05,SCH,KOL,0,-1
2019,2019-10-04,HERT,FORD,1,1
2019,2019-09-29,FORD,FRE,-1,0
2019,2019-09-29,KOL,HERT,-1,0
2019,2019-09-28,AUG,LEVK,-1,-1
2019,2019-09-28,HOF,M'G,-1,-1
2019,2019-09-28,MAI,WOB,-1,-1
2019,2019-09-28,PAD,BAY,-1,-1
2019,2019-09-28,RBL,SCH,-1,1
2019,2019-09-28,DOR,WERB,0,1
2019,2019-09-27,UNI,EINF,-1,-1
2019,2019-09-23,WOB,HOF,0,-1
2019,2019-09-22,M'G,FORD,1,-1
2019,2019-09-22,EINF,DOR,0,-1
2019,2019-09-21,BAY,KOL,1,0
2019,2019-09-21,FRE,AUG,0,1
2019,2019-09-21,HERT,PAD,1,-1
2019,2019-09-21,LEVK,UNI,1,0
2019,2019-09-21,WERB,RBL,-1,-1
2019,2019-09-20,SCH,MAI,1,1
2019,2019-09-15,HOF,FRE,-1,0
2019,2019-09-15,PAD,SCH,-1,-1
2019,2019-09-14,AUG,EINF,1,1
2019,2019-09-14,DOR,LEVK,1,-1
2019,2019-09-14,KOL,M'G,-1,-1
2019,2019-09-14,MAI,HERT,1,0
2019,2019-09-14,UNI,WERB,-1,1
2019,2019-09-14,RBL,BAY,0,-1
2019,2019-09-13,FORD,WOB,0,-1
2019,2019-09-01,WERB,AUG,1,1
2019,2019-09-01,EINF,FORD,1,-1
2019,2019-08-31,BAY,MAI,1,0
2019,2019-08-31,FRE,KOL,-1,0
2019,2019-08-31,LEVK,HOF,0,-1
2019,2019-08-31,SCH,HERT,1,1
2019,2019-08-31,WOB,PAD,0,1
2019,2019-08-31,UNI,DOR,1,0
2019,2019-08-30,M'G,RBL,-1,0
2019,2019-08-25,RBL,EINF,1,1
2019,2019-08-25,HERT,WOB,-1,0
2019,2019-08-24,AUG,UNI,0,0
2019,2019-08-24,FORD,LEVK,-1,1
2019,2019-08-24,HOF,WERB,1,1
2019,2019-08-24,MAI,M'G,-1,0
2019,2019-08-24,PAD,FRE,-1,0
2019,2019-08-24,SCH,BAY,-1,-1
2019,2019-08-23,KOL,DOR,-1,1
2019,2019-08-18,EINF,HOF,1,1
2019,2019-08-18,UNI,RBL,-1,1
2019,2019-08-17,DOR,AUG,1,-1
2019,2019-08-17,FRE,MAI,1,0
2019,2019-08-17,LEVK,PAD,1,-1
2019,2019-08-17,WERB,FORD,-1,0
2019,2019-08-17,WOB,KOL,1,-1
2019,2019-08-17,M'G,SCH,0,-1
2019,2019-08-16,BAY,HERT,0,-1
2018,2019-05-18,BAY,EINF,1,1
2018,2019-05-18,FORD,HAN,1,-1
2018,2019-05-18,FRE,NUR,1,1
2018,2019-05-18,HERT,LEVK,-1,0
2018,2019-05-18,MAI,HOF,1,1
2018,2019-05-18,M'G,DOR,-1,1
2018,2019-05-18,SCH,STU,0,0
2018,2019-05-18,WERB,RBL,1,-1
2018,2019-05-18,WOB,AUG,1,1
2018,2019-05-12,EINF,MAI,-1,-1
2018,2019-05-11,AUG,HERT,-1,1
2018,2019-05-11,DOR,FORD,1,1
2018,2019-05-11,HAN,FRE,1,-1
2018,2019-05-11,HOF,WERB,-1,0
2018,2019-05-11,LEVK,SCH,0,-1
2018,2019-05-11,NUR,M'G,-1,0
2018,2019-05-11,RBL,BAY,0,0
2018,2019-05-11,STU,WOB,1,1
2018,2019-05-05,FRE,FORD,0,0
2018,2019-05-05,LEVK,EINF,1,-1
2018,2019-05-05,SCH,AUG,0,1
2018,2019-05-04,BAY,HAN,1,1
2018,2019-05-04,HERT,STU,1,-1
2018,2019-05-04,M'G,HOF,0,-1
2018,2019-05-04,WERB,DOR,0,-1
2018,2019-05-04,WOB,NUR,1,0
2018,2019-05-03,MAI,RBL,0,1
2018,2019-04-28,HOF,WOB,-1,1
2018,2019-04-28,NUR,BAY,0,1
2018,2019-04-27,DOR,SCH,-1,1
2018,2019-04-27,EINF,HERT,0,1
2018,2019-04-27,FORD,WERB,1,0
2018,2019-04-27,HAN,MAI,1,-1
2018,2019-04-27,RBL,FRE,1,1
2018,2019-04-27,STU,M'G,1,1
2018,2019-04-26,AUG,LEVK,-1,1
2018,2019-04-22,WOB,EINF,0,-1
2018,2019-04-21,FRE,DOR,-1,-1
2018,2019-04-21,HERT,HAN,0,1
2018,2019-04-20,AUG,STU,1,-1
2018,2019-04-20,BAY,WERB,1,0
2018,2019-04-20,LEVK,NUR,1,0
2018,2019-04-20,MAI,FORD,1,0
2018,2019-04-20,M'G,RBL,-1,-1
2018,2019-04-20,SCH,HOF,-1,-1
2018,2019-04-14,EINF,AUG,-1,1
2018,2019-04-14,FORD,BAY,-1,1
2018,2019-04-14,HOF,HERT,1,-1
2018,2019-04-13,DOR,MAI,1,1
2018,2019-04-13,HAN,M'G,-1,-1
2018,2019-04-13,RBL,WOB,1,0
2018,2019-04-13,STU,LEVK,-1,0
2018,2019-04-13,WERB,FRE,1,-1
2018,2019-04-12,NUR,SCH,0,0
2018,2019-04-07,AUG,HOF,-1,1
2018,2019-04-07,M'G,WERB,0,0
2018,2019-04-06,BAY,DOR,1,-1
2018,2019-04-06,HERT,FORD,-1,-1
2018,2019-04-06,LEVK,RBL,-1,1
2018,2019-04-06,SCH,EINF,-1,-1
2018,2019-04-06,STU,NUR,0,-1
2018,2019-04-06,WOB,HAN,1,0
2018,2019-04-05,MAI,FRE,1,-1
2018,2019-03-31,EINF,STU,1,-1
2018,2019-03-31,HAN,SCH,-1,1
2018,2019-03-30,DOR,WOB,1,0
2018,2019-03-30,FORD,M'G,1,0
2018,2019-03-30,FRE,BAY,0,1
2018,2019-03-30,NUR,AUG,1,1
2018,2019-03-30,RBL,HERT,1,0
2018,2019-03-30,WERB,MAI,1,-1
2018,2019-03-29,HOF,LEVK,1,-1
2018,2019-03-17,BAY,MAI,1,1
2018,2019-03-17,EINF,NUR,1,-1
2018,2019-03-17,LEVK,WERB,-1,1
2018,2019-03-16,AUG,HAN,1,-1
2018,2019-03-16,HERT,DOR,-1,-1
2018,2019-03-16,SCH,RBL,-1,0
2018,2019-03-16,STU,HOF,0,-1
2018,2019-03-16,WOB,FORD,1,0
2018,2019-03-15,M'G,FRE,0,0
2018,2019-03-11,FORD,EINF,-1,0
2018,2019-03-10,HAN,LEVK,-1,0
2018,2019-03-10,HOF,NUR,1,0
2018,2019-03-09,BAY,WOB,1,1
2018,2019-03-09,DOR,STU,1,0
2018,2019-03-09,FRE,HERT,1,-1
2018,2019-03-09,MAI,M'G,-1,1
2018,2019-03-09,RBL,AUG,0,0
2018,2019-03-08,WERB,SCH,1,1
2018,2019-03-03,STU,HAN,1,-1
2018,2019-03-03,WOB,WERB,0,0
2018,2019-03-02,EINF,HOF,1,1
2018,2019-03-02,HERT,MAI,1,1
2018,2019-03-02,LEVK,FRE,1,0
2018,2019-03-02,M'G,BAY,-1,1
2018,2019-03-02,NUR,RBL,-1,1
2018,2019-03-02,SCH,FORD,-1,1
2018,2019-03-01,AUG,DOR,1,-1
2018,2019-02-25,RBL,HOF,0,1
2018,2019-02-24,DOR,LEVK,1,0
2018,2019-02-24,HAN,EINF,-1,0
2018,2019-02-23,BAY,HERT,1,-1
2018,2019-02-23,FORD,NUR,1,-1
2018,2019-02-23,FRE,AUG,1,0
2018,2019-02-23,MAI,SCH,1,-1
2018,2019-02-23,M'G,WOB,-1,1
2018,2019-02-22,WERB,STU,0,1
2018,2019-02-18,NUR,DOR,0,1
2018,2019-02-17,EINF,M'G,0,0
2018,2019-02-17,LEVK,FORD,1,-1
2018,2019-02-16,HERT,WERB,0,0
2018,2019-02-16,HOF,HAN,1,0
2018,2019-02-16,SCH,FRE,0,0
2018,2019-02-16,STU,RBL,-1,-1
2018,2019-02-16,WOB,MAI,1,0
2018,2019-02-15,AUG,BAY,-1,1
2018,2019-02-10,FORD,STU,1,0
2018,2019-02-10,WERB,AUG,1,0
2018,2019-02-09,BAY,SCH,1,1
2018,2019-02-09,DOR,HOF,0,-1
2018,2019-02-09,FRE,WOB,0,-1
2018,2019-02-09,HAN,NUR,1,1
2018,2019-02-09,M'G,HERT,-1,-1
2018,2019-02-09,RBL,EINF,0,-1
2018,2019-02-08,MAI,LEVK,-1,-1
2018,2019-02-03,AUG,MAI,1,-1
2018,2019-02-03,STU,FRE,0,0
2018,2019-02-02,EINF,DOR,0,0
2018,2019-02-02,HERT,WOB,-1,1
2018,2019-02-02,HOF,FORD,0,-1
2018,2019-02-02,LEVK,BAY,1,-1
2018,2019-02-02,NUR,WERB,0,1
2018,2019-02-02,SCH,M'G,-1,-1
2018,2019-02-01,HAN,RBL,-1,0
2018,2019-01-27,BAY,STU,1,-1
2018,2019-01-27,FORD,RBL,-1,-1
2018,2019-01-26,DOR,HAN,1,1
2018,2019-01-26,FRE,HOF,-1,1
2018,2019-01-26,MAI,NUR,1,0
2018,2019-01-26,M'G,AUG,1,0
2018,2019-01-26,WERB,EINF,0,1
2018,2019-01-26,WOB,LEVK,-1,0
2018,2019-01-25,HERT,SCH,0,1
2018,2019-01-20,NUR,HERT,-1,-1
2018,2019-01-20,SCH,WOB,1,-1
2018,2019-01-19,AUG,FORD,-1,1
2018,2019-01-19,EINF,FRE,1,1
2018,2019-01-19,HAN,WERB,-1,0
2018,2019-01-19,LEVK,M'G,-1,1
2018,2019-01-19,RBL,DOR,-1,-1
2018,2019-01-19,STU,MAI,-1,1
2018,2019-01-18,HOF,BAY,-1,-1
2018,2018-12-23,AUG,WOB,-1,0
2018,2018-12-23,HOF,MAI,0,-1
2018,2018-12-22,EINF,BAY,-1,1
2018,2018-12-22,HAN,FORD,-1,1
2018,2018-12-22,LEVK,HERT,1,0
2018,2018-12-22,NUR,FRE,-1,1
2018,2018-12-22,RBL,WERB,1,0
2018,2018-12-22,STU,SCH,-1,-1
2018,2018-12-21,DOR,M'G,1,0
2018,2018-12-19,BAY,RBL,1,1
2018,2018-12-19,FRE,HAN,0,1
2018,2018-12-19,MAI,EINF,0,0
2018,2018-12-19,SCH,LEVK,-1,-1
2018,2018-12-19,WERB,HOF,0,-1
2018,2018-12-18,FORD,DOR,1,1
2018,2018-12-18,HERT,AUG,0,0
2018,2018-12-18,M'G,NUR,1,-1
2018,2018-12-18,WOB,STU,1,-1
2018,2018-12-16,EINF,LEVK,1,1
2018,2018-12-16,RBL,MAI,1,0
2018,2018-12-15,AUG,SCH,0,0
2018,2018-12-15,DOR,WERB,1,-1
2018,2018-12-15,FORD,FRE,1,0
2018,2018-12-15,HAN,BAY,-1,1
2018,2018-12-15,HOF,M'G,0,0
2018,2018-12-15,STU,HERT,1,1
2018,2018-12-14,NUR,WOB,-1,0
2018,2018-12-09,MAI,HAN,0,-1
2018,2018-12-09,M'G,STU,1,0
2018,2018-12-08,BAY,NUR,1,1
2018,2018-12-08,FRE,RBL,1,1
2018,2018-12-08,HERT,EINF,1,0
2018,2018-12-08,LEVK,AUG,1,0
2018,2018-12-08,SCH,DOR,-1,0
2018,2018-12-08,WOB,HOF,0,1
2018,2018-12-07,WERB,FORD,1,0
2018,2018-12-03,NUR,LEVK,0,-1
2018,2018-12-02,EINF,WOB,-1,1
2018,2018-12-02,RBL,M'G,1,-1
2018,2018-12-01,DOR,FRE,1,-1
2018,2018-12-01,HAN,HERT,-1,0
2018,2018-12-01,HOF,SCH,0,-1
2018,2018-12-01,STU,AUG,1,0
2018,2018-12-01,WERB,BAY,-1,1
2018,2018-11-30,FORD,MAI,-1,0
2018,2018-11-25,FRE,WERB,0,1
2018,2018-11-25,M'G,HAN,1,1
2018,2018-11-24,AUG,EINF,-1,1
2018,2018-11-24,BAY,FORD,0,0
2018,2018-11-24,HERT,HOF,0,1
2018,2018-11-24,MAI,DOR,-1,1
2018,2018-11-24,SCH,NUR,1,0
2018,2018-11-24,WOB,RBL,1,1
2018,2018-11-23,LEVK,STU,1,1
2018,2018-11-11,EINF,SCH,1,0
2018,2018-11-11,RBL,LEVK,1,1
2018,2018-11-10,DOR,BAY,1,-1
2018,2018-11-10,FORD,HERT,1,0
2018,2018-11-10,FRE,MAI,-1,0
2018,2018-11-10,HOF,AUG,1,-1
2018,2018-11-10,NUR,STU,-1,1
2018,2018-11-10,WERB,M'G,-1,-1
2018,2018-11-09,HAN,WOB,1,1
2018,2018-11-04,MAI,WERB,1,0
2018,2018-11-04,M'G,FORD,1,-1
2018,2018-11-03,AUG,NUR,0,-1
2018,2018-11-03,BAY,FRE,0,-1
2018,2018-11-03,HERT,RBL,-1,0
2018,2018-11-03,LEVK,HOF,-1,0
2018,2018-11-03,SCH,HAN,1,0
2018,2018-11-03,WOB,DOR,-1,0
2018,2018-11-02,STU,EINF,-1,1
2018,2018-10-28,NUR,EINF,0,-1
2018,2018-10-28,RBL,SCH,0,-1
2018,2018-10-28,WERB,LEVK,-1,0
2018,2018-10-27,DOR,HERT,0,-1
2018,2018-10-27,FORD,WOB,-1,0
2018,2018-10-27,HAN,AUG,-1,1
2018,2018-10-27,HOF,STU,1,-1
2018,2018-10-27,MAI,BAY,-1,-1
2018,2018-10-26,FRE,M'G,1,0
2018,2018-10-21,HERT,FRE,0,0
2018,2018-10-21,M'G,MAI,1,1
2018,2018-10-20,AUG,RBL,0,0
2018,2018-10-20,LEVK,HAN,0,-1
2018,2018-10-20,NUR,HOF,-1,1
2018,2018-10-20,SCH,WERB,-1,1
2018,2018-10-20,STU,DOR,-1,-1
2018,2018-10-20,WOB,BAY,-1,-1
2018,2018-10-19,EINF,FORD,1,1
2018,2018-10-07,FRE,LEVK,0,-1
2018,2018-10-07,HOF,EINF,-1,-1
2018,2018-10-07,RBL,NUR,1,1
2018,2018-10-06,BAY,M'G,-1,1
2018,2018-10-06,DOR,AUG,1,1
2018,2018-10-06,FORD,SCH,-1,0
2018,2018-10-06,HAN,STU,1,0
2018,2018-10-06,MAI,HERT,0,0
2018,2018-10-05,WERB,WOB,1,1
2018,2018-09-30,AUG,FRE,1,0
2018,2018-09-30,EINF,HAN,1,1
2018,2018-09-29,HOF,RBL,-1,0
2018,2018-09-29,LEVK,DOR,-1,0
2018,2018-09-29,NUR,FORD,1,0
2018,2018-09-29,SCH,MAI,1,1
2018,2018-09-29,STU,WERB,1,0
2018,2018-09-29,WOB,M'G,0,1
2018,2018-09-28,HERT,BAY,1,1
2018,2018-09-26,DOR,NUR,1,-1
2018,2018-09-26,FORD,LEVK,-1,0
2018,2018-09-26,MAI,WOB,0,0
2018,2018-09-26,M'G,EINF,1,1
2018,2018-09-26,RBL,STU,1,1
2018,2018-09-25,BAY,AUG,0,1
2018,2018-09-25,FRE,SCH,1,1
2018,2018-09-25,HAN,HOF,-1,0
2018,2018-09-25,WERB,HERT,1,0
2018,2018-09-23,EINF,RBL,0,1
2018,2018-09-23,LEVK,MAI,1,0
2018,2018-09-22,AUG,WERB,-1,1
2018,2018-09-22,HERT,M'G,1,1
2018,2018-09-22,HOF,DOR,0,1
2018,2018-09-22,NUR,HAN,1,-1
2018,2018-09-22,SCH,BAY,-1,1
2018,2018-09-22,WOB,FRE,-1,-1
2018,2018-09-21,STU,FORD,0,0
2018,2018-09-16,FRE,STU,0,-1
2018,2018-09-16,WERB,NUR,0,0
2018,2018-09-15,BAY,LEVK,1,0
2018,2018-09-15,FORD,HOF,1,1
2018,2018-09-15,MAI,AUG,1,0
2018,2018-09-15,M'G,SCH,1,1
2018,2018-09-15,RBL,HAN,1,-1
2018,2018-09-15,WOB,HERT,0,1
2018,2018-09-14,DOR,EINF,1,-1
2018,2018-09-02,RBL,FORD,0,1
2018,2018-09-02,SCH,HERT,-1,0
2018,2018-09-01,AUG,M'G,0,0
2018,2018-09-01,EINF,WERB,-1,-1
2018,2018-09-01,HOF,FRE,1,-1
2018,2018-09-01,LEVK,WOB,-1,1
2018,2018-09-01,NUR,MAI,0,-1
2018,2018-09-01,STU,BAY,-1,-1
2018,2018-08-31,HAN,DOR,0,1
2018,2018-08-26,DOR,RBL,1,-1
2018,2018-08-26,MAI,STU,1,0
2018,2018-08-25,FORD,AUG,-1,0
2018,2018-08-25,FRE,EINF,-1,-1
2018,2018-08-25,HERT,NUR,1,1
2018,2018-08-25,M'G,LEVK,1,1
2018,2018-08-25,WERB,HAN,0,-1
2018,2018-08-25,WOB,SCH,1,-1
2018,2018-08-24,BAY,HOF,1,-1
2017,2018-05-12,BAY,STU,-1,0
2017,2018-05-12,FRE,AUG,1,-1
2017,2018-05-12,HAM,M'G,1,1
2017,2018-05-12,HERT,RBL,-1,-1
2017,2018-05-12,HOF,DOR,1,0
2017,2018-05-12,LEVK,HAN,1,-1
2017,2018-05-12,MAI,WERB,-1,0
2017,2018-05-12,SCH,EINF,1,1
2017,2018-05-12,WOB,KOL,1,1
2017,2018-05-05,AUG,SCH,-1,0
2017,2018-05-05,DOR,MAI,-1,1
2017,2018-05-05,EINF,HAM,1,0
2017,2018-05-05,KOL,BAY,-1,0
2017,2018-05-05,HAN,HERT,1,1
2017,2018-05-05,M'G,FRE,1,-1
2017,2018-05-05,RBL,WOB,1,-1
2017,2018-05-05,STU,HOF,1,0
2017,2018-05-05,WERB,LEVK,0,-1
2017,2018-04-29,MAI,RBL,1,1
2017,2018-04-29,WERB,DOR,0,-1
2017,2018-04-28,BAY,EINF,1,1
2017,2018-04-28,FRE,KOL,1,0
2017,2018-04-28,HERT,AUG,0,-1
2017,2018-04-28,LEVK,STU,-1,1
2017,2018-04-28,SCH,M'G,0,0
2017,2018-04-28,WOB,HAM,-1,1
2017,2018-04-27,HOF,HAN,1,0
2017,2018-04-22,AUG,MAI,1,0
2017,2018-04-22,KOL,SCH,0,0
2017,2018-04-21,DOR,LEVK,1,-1
2017,2018-04-21,EINF,HERT,-1,1
2017,2018-04-21,HAM,FRE,1,0
2017,2018-04-21,HAN,BAY,-1,0
2017,2018-04-21,RBL,HOF,-1,0
2017,2018-04-21,STU,WERB,1,0
2017,2018-04-20,M'G,WOB,1,0
2017,2018-04-16,MAI,FRE,1,-1
2017,2018-04-15,SCH,DOR,1,-1
2017,2018-04-15,WERB,RBL,0,-1
2017,2018-04-14,BAY,M'G,1,0
2017,2018-04-14,HERT,KOL,1,1
2017,2018-04-14,HOF,HAM,1,-1
2017,2018-04-14,LEVK,EINF,1,0
2017,2018-04-14,STU,HAN,0,0
2017,2018-04-13,WOB,AUG,0,1
2017,2018-04-09,RBL,LEVK,-1,0
2017,2018-04-08,DOR,STU,1,1
2017,2018-04-08,EINF,HOF,0,-1
2017,2018-04-07,AUG,BAY,-1,1
2017,2018-04-07,KOL,MAI,0,1
2017,2018-04-07,FRE,WOB,-1,1
2017,2018-04-07,HAM,SCH,1,0
2017,2018-04-07,M'G,HERT,1,0
2017,2018-04-06,HAN,WERB,1,0
2017,2018-04-01,MAI,M'G,0,0
2017,2018-04-01,WERB,EINF,1,-1
2017,2018-03-31,BAY,DOR,1,-1
2017,2018-03-31,HAN,RBL,-1,0
2017,2018-03-31,HERT,WOB,0,-1
2017,2018-03-31,HOF,KOL,1,0
2017,2018-03-31,LEVK,AUG,0,1
2017,2018-03-31,SCH,FRE,1,1
2017,2018-03-31,STU,HAM,0,1
2017,2018-03-18,DOR,HAN,1,-1
2017,2018-03-18,KOL,LEVK,1,0
