season,date,team1,team2,true_home_team_result,simulated_home_team_result
2019,2019-11-02,RMA,BET,0,0
2019,2019-10-31,EIB,VIL,1,-1
2019,2019-10-31,MALL,OSA,0,1
2019,2019-10-31,GET,GRA,1,0
2019,2019-10-30,RSO,LEVA,-1,0
2019,2019-10-30,VLC,SEV,0,0
2019,2019-10-30,ATHB,ESP,1,0
2019,2019-10-30,BET,CEL,1,0
2019,2019-10-30,RMA,LEG,1,-1
2019,2019-10-29,ALA,ATHM,0,-1
2019,2019-10-29,BARC,VLLD,1,-1
2019,2019-10-27,CEL,RSO,-1,0
2019,2019-10-27,GRA,BET,1,1
2019,2019-10-27,LEVA,ESP,-1,-1
2019,2019-10-27,SEV,GET,1,0
2019,2019-10-27,OSA,VLC,1,0
2019,2019-10-26,LEG,MALL,1,1
2019,2019-10-26,VLLD,EIB,1,0
2019,2019-10-26,ATHM,ATHB,1,1
2019,2019-10-25,VIL,ALA,1,-1
2019,2019-10-20,ALA,CEL,1,1
2019,2019-10-20,RSO,BET,1,1
2019,2019-10-20,ESP,VIL,-1,1
2019,2019-10-20,ATHB,VLLD,0,0
2019,2019-10-20,SEV,LEVA,1,0
2019,2019-10-19,EIB,BARC,-1,0
2019,2019-10-19,ATHM,VLC,0,0
2019,2019-10-19,GET,LEG,1,-1
2019,2019-10-19,MALL,RMA,1,-1
2019,2019-10-18,GRA,OSA,1,0
2019,2019-10-06,MALL,ESP,1,-1
2019,2019-10-06,CEL,ATHB,1,0
2019,2019-10-06,VLLD,ATHM,0,1
2019,2019-10-06,RSO,GET,-1,1
2019,2019-10-06,BARC,SEV,1,1
2019,2019-10-05,LEG,LEVA,-1,-1
2019,2019-10-05,RMA,GRA,1,0
2019,2019-10-05,VLC,ALA,1,0
2019,2019-10-05,OSA,VIL,1,-1
2019,2019-10-04,BET,EIB,0,1
2019,2019-09-29,ESP,VLLD,-1,0
2019,2019-09-29,EIB,CEL,1,1
2019,2019-09-29,ALA,MALL,1,1
2019,2019-09-29,LEVA,OSA,0,1
2019,2019-09-29,SEV,RSO,1,0
2019,2019-09-28,ATHB,VLC,-1,0
2019,2019-09-28,GET,BARC,-1,-1
2019,2019-09-28,GRA,LEG,1,0
2019,2019-09-28,ATHM,RMA,0,-1
2019,2019-09-27,VIL,BET,1,-1
2019,2019-09-26,EIB,SEV,1,0
2019,2019-09-26,CEL,ESP,0,0
2019,2019-09-26,RSO,ALA,1,0
2019,2019-09-25,LEG,ATHB,0,-1
2019,2019-09-25,MALL,ATHM,-1,0
2019,2019-09-25,VLC,GET,0,-1
2019,2019-09-25,RMA,OSA,1,0
2019,2019-09-24,VLLD,GRA,0,1
2019,2019-09-24,BET,LEVA,1,-1
2019,2019-09-24,BARC,VIL,1,-1
2019,2019-09-22,GET,MALL,1,1
2019,2019-09-22,ESP,RSO,-1,0
2019,2019-09-22,VLC,LEG,0,-1
2019,2019-09-22,ATHB,ALA,1,1
2019,2019-09-22,SEV,RMA,-1,1
2019,2019-09-21,VIL,VLLD,1,1
2019,2019-09-21,LEVA,EIB,0,-1
2019,2019-09-21,ATHM,CEL,0,-1
2019,2019-09-21,GRA,BARC,1,-1
2019,2019-09-20,OSA,BET,0,1
2019,2019-09-15,EIB,ESP,-1,0
2019,2019-09-15,ALA,SEV,-1,0
2019,2019-09-15,CEL,GRA,-1,-1
2019,2019-09-15,VLLD,OSA,0,0
2019,2019-09-15,BET,GET,0,1
2019,2019-09-14,RMA,LEVA,1,1
2019,2019-09-14,LEG,VIL,-1,-1
2019,2019-09-14,RSO,ATHM,1,-1
2019,2019-09-14,BARC,VLC,1,0
2019,2019-09-13,MALL,ATHB,0,-1
2019,2019-09-01,VLC,MALL,1,1
2019,2019-09-01,ATHM,EIB,1,0
2019,2019-09-01,ESP,GRA,-1,1
2019,2019-09-01,VIL,RMA,0,0
2019,2019-08-31,OSA,BARC,0,-1
2019,2019-08-31,GET,ALA,0,1
2019,2019-08-31,LEVA,VLLD,1,0
2019,2019-08-31,BET,LEG,1,1
2019,2019-08-30,SEV,CEL,0,-1
2019,2019-08-30,ATHB,RSO,1,-1
2019,2019-08-25,ALA,ESP,0,0
2019,2019-08-25,MALL,RSO,-1,1
2019,2019-08-25,LEG,ATHM,-1,0
2019,2019-08-25,BARC,BET,1,0
2019,2019-08-24,OSA,EIB,0,1
2019,2019-08-24,RMA,VLLD,0,1
2019,2019-08-24,CEL,VLC,1,1
2019,2019-08-24,GET,ATHB,0,0
2019,2019-08-23,GRA,SEV,-1,0
2019,2019-08-23,LEVA,VIL,1,1
2019,2019-08-18,ALA,LEVA,1,-1
2019,2019-08-18,ESP,SEV,-1,1
2019,2019-08-18,BET,VLLD,-1,0
2019,2019-08-18,ATHM,GET,1,-1
2019,2019-08-17,CEL,RMA,-1,0
2019,2019-08-17,VLC,RSO,0,-1
2019,2019-08-17,MALL,EIB,1,-1
2019,2019-08-17,LEG,OSA,-1,1
2019,2019-08-17,VIL,GRA,0,1
2019,2019-08-16,ATHB,BARC,1,0
2018,2019-05-19,EIB,BARC,0,0
2018,2019-05-19,RMA,BET,-1,-1
2018,2019-05-18,ALA,GIR,1,1
2018,2019-05-18,CEL,RAYO,0,1
2018,2019-05-18,ESP,RSO,1,-1
2018,2019-05-18,GET,VIL,0,-1
2018,2019-05-18,HUE,LEG,1,0
2018,2019-05-18,LEVA,ATHM,0,-1
2018,2019-05-18,SEV,ATHB,1,1
2018,2019-05-18,VLLD,VLC,-1,-1
2018,2019-05-12,ATHB,CEL,1,0
2018,2019-05-12,ATHM,SEV,0,1
2018,2019-05-12,BARC,GET,1,-1
2018,2019-05-12,BET,HUE,1,-1
2018,2019-05-12,GIR,LEVA,-1,1
2018,2019-05-12,LEG,ESP,-1,-1
2018,2019-05-12,RSO,RMA,1,1
2018,2019-05-12,VLC,ALA,1,1
2018,2019-05-12,RAYO,VLLD,-1,0
2018,2019-05-12,VIL,EIB,1,1
2018,2019-05-05,EIB,BET,1,1
2018,2019-05-05,GET,GIR,1,-1
2018,2019-05-05,HUE,VLC,-1,0
2018,2019-05-05,RMA,VIL,1,-1
2018,2019-05-05,VLLD,ATHB,1,-1
2018,2019-05-04,ALA,RSO,-1,0
2018,2019-05-04,CEL,BARC,1,1
2018,2019-05-04,ESP,ATHM,1,1
2018,2019-05-04,LEVA,RAYO,1,0
2018,2019-05-03,SEV,LEG,-1,0
2018,2019-04-29,BET,ESP,0,-1
2018,2019-04-28,GIR,SEV,1,1
2018,2019-04-28,RSO,GET,1,0
2018,2019-04-28,VLC,EIB,-1,0
2018,2019-04-28,RAYO,RMA,1,1
2018,2019-04-28,VIL,HUE,0,-1
2018,2019-04-27,ATHB,ALA,0,0
2018,2019-04-27,ATHM,VLLD,1,1
2018,2019-04-27,BARC,LEVA,1,1
2018,2019-04-27,LEG,CEL,0,0
2018,2019-04-25,GET,RMA,0,0
2018,2019-04-25,SEV,RAYO,1,-1
2018,2019-04-25,RSO,VIL,-1,1
2018,2019-04-24,ATHM,VLC,1,0
2018,2019-04-24,ESP,CEL,0,-1
2018,2019-04-24,LEG,ATHB,-1,1
2018,2019-04-24,LEVA,BET,1,0
2018,2019-04-23,ALA,BARC,-1,1
2018,2019-04-23,HUE,EIB,1,-1
2018,2019-04-23,VLLD,GIR,1,0
2018,2019-04-21,BET,VLC,-1,0
2018,2019-04-21,GET,SEV,1,0
2018,2019-04-21,LEVA,ESP,0,-1
2018,2019-04-21,RMA,ATHB,1,0
2018,2019-04-21,VIL,LEG,1,1
2018,2019-04-20,BARC,RSO,1,0
2018,2019-04-20,CEL,GIR,1,0
2018,2019-04-20,EIB,ATHM,-1,0
2018,2019-04-20,RAYO,HUE,0,0
2018,2019-04-19,ALA,VLLD,0,-1
2018,2019-04-15,LEG,RMA,0,1
2018,2019-04-14,ATHB,RAYO,1,0
2018,2019-04-14,GIR,VIL,-1,-1
2018,2019-04-14,RSO,EIB,0,-1
2018,2019-04-14,VLC,LEVA,1,1
2018,2019-04-14,VLLD,GET,0,0
2018,2019-04-13,ATHM,CEL,1,1
2018,2019-04-13,ESP,ALA,1,-1
2018,2019-04-13,HUE,BARC,0,1
2018,2019-04-13,SEV,BET,1,-1
2018,2019-04-07,ALA,LEG,0,-1
2018,2019-04-07,BET,VIL,1,1
2018,2019-04-07,CEL,RSO,1,0
2018,2019-04-07,GET,ATHB,1,1
2018,2019-04-07,LEVA,HUE,0,0
2018,2019-04-07,VLLD,SEV,-1,0
2018,2019-04-06,BARC,ATHM,1,0
2018,2019-04-06,GIR,ESP,-1,-1
2018,2019-04-06,RMA,EIB,1,1
2018,2019-04-06,RAYO,VLC,1,0
2018,2019-04-04,LEG,VLLD,1,0
2018,2019-04-04,SEV,ALA,1,-1
2018,2019-04-04,RSO,BET,1,0
2018,2019-04-03,ATHB,LEVA,1,1
2018,2019-04-03,EIB,RAYO,1,-1
2018,2019-04-03,HUE,CEL,0,0
2018,2019-04-03,VLC,RMA,1,1
2018,2019-04-02,ATHM,GIR,1,-1
2018,2019-04-02,ESP,GET,0,0
2018,2019-04-02,VIL,BARC,0,0
2018,2019-03-31,LEVA,EIB,0,1
2018,2019-03-31,RMA,HUE,1,0
2018,2019-03-31,SEV,VLC,-1,0
2018,2019-03-31,VLLD,RSO,0,1
2018,2019-03-31,RAYO,BET,0,0
2018,2019-03-30,ALA,ATHM,-1,-1
2018,2019-03-30,BARC,ESP,1,0
2018,2019-03-30,CEL,VIL,1,1
2018,2019-03-30,GET,LEG,-1,1
2018,2019-03-29,GIR,ATHB,-1,1
2018,2019-03-17,BET,BARC,-1,-1
2018,2019-03-17,EIB,VLLD,-1,1
2018,2019-03-17,ESP,SEV,-1,1
2018,2019-03-17,VLC,GET,0,-1
2018,2019-03-17,VIL,RAYO,1,-1
2018,2019-03-16,ATHB,ATHM,1,0
2018,2019-03-16,HUE,ALA,-1,1
2018,2019-03-16,LEG,GIR,-1,1
2018,2019-03-16,RMA,CEL,1,0
2018,2019-03-15,RSO,LEVA,0,1
2018,2019-03-10,CEL,BET,-1,-1
2018,2019-03-10,GIR,VLC,-1,1
2018,2019-03-10,LEVA,VIL,-1,-1
2018,2019-03-10,SEV,RSO,1,-1
2018,2019-03-10,VLLD,RMA,-1,0
2018,2019-03-09,ALA,EIB,0,-1
2018,2019-03-09,ATHM,LEG,1,0
2018,2019-03-09,BARC,RAYO,1,-1
2018,2019-03-09,GET,HUE,1,-1
2018,2019-03-08,ATHB,ESP,0,1
2018,2019-03-04,LEG,LEVA,1,-1
2018,2019-03-03,BET,GET,-1,0
2018,2019-03-03,EIB,CEL,1,-1
2018,2019-03-03,RSO,ATHM,-1,1
2018,2019-03-03,VLC,ATHB,1,0
2018,2019-03-02,ESP,VLLD,1,1
2018,2019-03-02,HUE,SEV,1,0
2018,2019-03-02,RMA,BARC,-1,1
2018,2019-03-02,VIL,ALA,-1,1
2018,2019-03-01,RAYO,GIR,-1,1
2018,2019-02-25,GIR,RSO,0,1
2018,2019-02-24,ATHM,VIL,1,-1
2018,2019-02-24,LEG,VLC,0,-1
2018,2019-02-24,LEVA,RMA,-1,0
2018,2019-02-24,VLLD,BET,-1,1
2018,2019-02-23,ALA,CEL,0,1
2018,2019-02-23,ATHB,EIB,1,0
2018,2019-02-23,GET,RAYO,1,0
2018,2019-02-23,SEV,BARC,-1,0
2018,2019-02-22,ESP,HUE,0,-1
2018,2019-02-18,HUE,ATHB,-1,1
2018,2019-02-17,BET,ALA,0,1
2018,2019-02-17,RMA,GIR,-1,0
2018,2019-02-17,VLC,ESP,0,1
2018,2019-02-17,VIL,SEV,1,0
2018,2019-02-16,BARC,VLLD,1,1
2018,2019-02-16,CEL,LEVA,-1,-1
2018,2019-02-16,RSO,LEG,1,1
2018,2019-02-16,RAYO,ATHM,-1,-1
2018,2019-02-15,EIB,GET,0,0
2018,2019-02-11,ALA,LEVA,1,-1
2018,2019-02-10,ATHB,BARC,0,1
2018,2019-02-10,LEG,BET,1,1
2018,2019-02-10,SEV,EIB,0,0
2018,2019-02-10,VLC,RSO,0,1
2018,2019-02-09,ATHM,RMA,-1,0
2018,2019-02-09,ESP,RAYO,1,1
2018,2019-02-09,GET,CEL,1,0
2018,2019-02-09,GIR,HUE,-1,-1
2018,2019-02-08,VLLD,VIL,0,0
2018,2019-02-04,RAYO,LEG,-1,-1
2018,2019-02-03,BET,ATHM,1,0
2018,2019-02-03,EIB,GIR,1,1
2018,2019-02-03,RMA,ALA,1,-1
2018,2019-02-03,VIL,ESP,0,1
2018,2019-02-02,BARC,VLC,0,-1
2018,2019-02-02,CEL,SEV,1,1
2018,2019-02-02,LEVA,GET,0,0
2018,2019-02-02,RSO,ATHB,1,1
2018,2019-02-01,HUE,VLLD,1,0
2018,2019-01-28,ALA,RAYO,-1,-1
2018,2019-01-27,ATHB,BET,1,-1
2018,2019-01-27,ESP,RMA,-1,0
2018,2019-01-27,GIR,BARC,-1,0
2018,2019-01-27,RSO,HUE,0,-1
2018,2019-01-27,VLLD,CEL,1,0
2018,2019-01-26,ATHM,GET,1,1
2018,2019-01-26,LEG,EIB,0,-1
2018,2019-01-26,SEV,LEVA,1,-1
2018,2019-01-26,VLC,VIL,1,1
2018,2019-01-21,EIB,ESP,1,0
2018,2019-01-20,BARC,LEG,1,-1
2018,2019-01-20,BET,GIR,1,-1
2018,2019-01-20,LEVA,VLLD,1,-1
2018,2019-01-20,RAYO,RSO,0,-1
2018,2019-01-20,VIL,ATHB,0,1
2018,2019-01-19,CEL,VLC,-1,0
2018,2019-01-19,HUE,ATHM,-1,-1
2018,2019-01-19,RMA,SEV,1,1
2018,2019-01-18,GET,ALA,1,1
2018,2019-01-14,RSO,ESP,1,1
2018,2019-01-13,ATHB,SEV,1,-1
2018,2019-01-13,ATHM,LEVA,1,1
2018,2019-01-13,BARC,EIB,1,-1
2018,2019-01-13,BET,RMA,-1,-1
2018,2019-01-12,GIR,ALA,0,1
2018,2019-01-12,LEG,HUE,1,-1
2018,2019-01-12,VLC,VLLD,0,0
2018,2019-01-12,VIL,GET,-1,1
2018,2019-01-11,RAYO,CEL,1,-1
2018,2019-01-07,CEL,ATHB,-1,1
2018,2019-01-06,EIB,VIL,0,-1
2018,2019-01-06,GET,BARC,-1,0
2018,2019-01-06,RMA,RSO,-1,0
2018,2019-01-06,SEV,ATHM,0,-1
2018,2019-01-05,ALA,VLC,1,1
2018,2019-01-05,HUE,BET,1,1
2018,2019-01-05,VLLD,RAYO,-1,0
2018,2019-01-04,ESP,LEG,1,0
2018,2019-01-04,LEVA,GIR,0,1
2018,2019-01-03,VIL,RMA,0,1
2018,2018-12-23,LEG,SEV,0,0
2018,2018-12-23,VLC,HUE,1,0
2018,2018-12-23,RAYO,LEVA,1,1
2018,2018-12-22,ATHB,VLLD,0,0
2018,2018-12-22,ATHM,ESP,1,-1
2018,2018-12-22,BARC,CEL,1,-1
2018,2018-12-22,BET,EIB,0,-1
2018,2018-12-21,GIR,GET,0,1
2018,2018-12-21,RSO,ALA,-1,1
2018,2018-12-17,ALA,ATHB,0,0
2018,2018-12-16,ESP,BET,-1,1
2018,2018-12-16,HUE,VIL,0,0
2018,2018-12-16,LEVA,BARC,-1,1
2018,2018-12-16,SEV,GIR,1,0
2018,2018-12-15,EIB,VLC,0,-1
2018,2018-12-15,GET,RSO,1,-1
2018,2018-12-15,RMA,RAYO,1,-1
2018,2018-12-15,VLLD,ATHM,-1,0
2018,2018-12-14,CEL,LEG,0,-1
2018,2018-12-10,ATHB,GIR,1,-1
2018,2018-12-09,BET,RAYO,1,0
2018,2018-12-09,EIB,LEVA,0,0
2018,2018-12-09,HUE,RMA,-1,0
2018,2018-12-09,RSO,VLLD,-1,0
2018,2018-12-08,ATHM,ALA,1,-1
2018,2018-12-08,ESP,BARC,-1,0
2018,2018-12-08,VLC,SEV,0,-1
2018,2018-12-08,VIL,CEL,-1,-1
2018,2018-12-07,LEG,GET,0,0
2018,2018-12-03,LEVA,ATHB,1,-1
2018,2018-12-02,ALA,SEV,0,-1
2018,2018-12-02,BARC,VIL,1,-1
2018,2018-12-02,BET,RSO,1,-1
2018,2018-12-02,GIR,ATHM,0,1
2018,2018-12-01,CEL,HUE,1,1
2018,2018-12-01,GET,ESP,1,-1
2018,2018-12-01,RMA,VLC,1,0
2018,2018-12-01,VLLD,LEG,-1,1
2018,2018-11-30,RAYO,EIB,1,-1
2018,2018-11-26,RSO,CEL,1,0
2018,2018-11-25,ATHB,GET,0,1
2018,2018-11-25,ESP,GIR,-1,-1
2018,2018-11-25,SEV,VLLD,1,-1
2018,2018-11-25,VIL,BET,1,1
2018,2018-11-24,ATHM,BARC,0,1
2018,2018-11-24,EIB,RMA,1,-1
2018,2018-11-24,HUE,LEVA,0,1
2018,2018-11-24,VLC,RAYO,1,-1
2018,2018-11-23,LEG,ALA,1,1
2018,2018-11-11,ALA,HUE,1,0
2018,2018-11-11,BARC,BET,-1,-1
2018,2018-11-11,CEL,RMA,-1,0
2018,2018-11-11,SEV,ESP,1,0
2018,2018-11-11,RAYO,VIL,0,0
2018,2018-11-10,ATHM,ATHB,1,1
2018,2018-11-10,GET,VLC,-1,-1
2018,2018-11-10,GIR,LEG,0,1
2018,2018-11-10,VLLD,EIB,0,-1
2018,2018-11-09,LEVA,RSO,-1,-1
2018,2018-11-05,ESP,ATHB,1,1
2018,2018-11-04,BET,CEL,0,1
2018,2018-11-04,EIB,ALA,1,-1
2018,2018-11-04,HUE,GET,0,-1
2018,2018-11-04,RSO,SEV,0,1
2018,2018-11-04,VIL,LEVA,0,1
2018,2018-11-03,LEG,ATHM,0,1
2018,2018-11-03,RMA,VLLD,1,1
2018,2018-11-03,VLC,GIR,-1,1
2018,2018-11-03,RAYO,BARC,-1,1
2018,2018-10-28,ALA,VIL,1,0
2018,2018-10-28,BARC,RMA,1,-1
2018,2018-10-28,GET,BET,1,-1
2018,2018-10-28,SEV,HUE,1,1
2018,2018-10-27,ATHB,VLC,0,0
2018,2018-10-27,ATHM,RSO,1,-1
2018,2018-10-27,CEL,EIB,1,-1
2018,2018-10-27,GIR,RAYO,1,1
2018,2018-10-27,LEVA,LEG,1,1
2018,2018-10-26,VLLD,ESP,0,1
2018,2018-10-24,RAYO,ATHB,0,0
2018,2018-10-22,RSO,GIR,0,1
2018,2018-10-21,BET,VLLD,-1,1
2018,2018-10-21,EIB,ATHB,0,1
2018,2018-10-21,HUE,ESP,-1,1
2018,2018-10-21,RAYO,GET,-1,0
2018,2018-10-20,BARC,SEV,1,1
2018,2018-10-20,RMA,LEVA,-1,0
2018,2018-10-20,VLC,LEG,0,0
2018,2018-10-20,VIL,ATHM,0,0
2018,2018-10-19,CEL,ALA,-1,1
2018,2018-10-07,ATHM,BET,1,1
2018,2018-10-07,ESP,VIL,1,0
2018,2018-10-07,SEV,CEL,1,1
2018,2018-10-07,VLC,BARC,0,1
2018,2018-10-07,VLLD,HUE,1,-1
2018,2018-10-06,ALA,RMA,1,1
2018,2018-10-06,GET,LEVA,-1,1
2018,2018-10-06,GIR,EIB,-1,-1
2018,2018-10-06,LEG,RAYO,1,0
2018,2018-10-05,ATHB,RSO,-1,-1
2018,2018-10-01,CEL,GET,0,1
2018,2018-09-30,BET,LEG,1,1
2018,2018-09-30,HUE,GIR,0,-1
2018,2018-09-30,LEVA,ALA,1,-1
2018,2018-09-30,VIL,VLLD,-1,-1
2018,2018-09-29,BARC,ATHB,0,-1
2018,2018-09-29,EIB,SEV,-1,1
2018,2018-09-29,RMA,ATHM,0,-1
2018,2018-09-29,RSO,VLC,-1,1
2018,2018-09-28,RAYO,ESP,0,0
2018,2018-09-27,ALA,GET,0,0
2018,2018-09-27,GIR,BET,-1,1
2018,2018-09-27,VLLD,LEVA,1,0
2018,2018-09-26,ATHB,VIL,-1,1
2018,2018-09-26,LEG,BARC,1,0
2018,2018-09-26,SEV,RMA,1,0
2018,2018-09-26,VLC,CEL,0,0
2018,2018-09-25,ATHM,HUE,1,0
2018,2018-09-25,ESP,EIB,1,1
2018,2018-09-25,RSO,RAYO,0,0
2018,2018-09-23,BARC,GIR,0,1
2018,2018-09-23,BET,ATHB,0,0
2018,2018-09-23,LEVA,SEV,-1,0
2018,2018-09-23,VIL,VLC,0,-1
2018,2018-09-22,CEL,VLLD,0,-1
2018,2018-09-22,EIB,LEG,1,-1
2018,2018-09-22,GET,ATHM,-1,-1
2018,2018-09-22,RMA,ESP,1,1
2018,2018-09-22,RAYO,ALA,-1,0
2018,2018-09-21,HUE,RSO,-1,0
2018,2018-09-17,GIR,CEL,1,0
2018,2018-09-16,ESP,LEVA,1,0
2018,2018-09-16,LEG,VIL,-1,-1
2018,2018-09-16,SEV,GET,-1,0
2018,2018-09-16,VLLD,ALA,-1,-1
2018,2018-09-15,ATHB,RMA,0,-1
2018,2018-09-15,ATHM,EIB,0,0
2018,2018-09-15,RSO,BARC,-1,1
2018,2018-09-15,VLC,BET,0,0
2018,2018-09-14,HUE,RAYO,-1,1
2018,2018-09-02,ALA,ESP,1,1
2018,2018-09-02,BARC,HUE,1,-1
2018,2018-09-02,BET,SEV,1,-1
2018,2018-09-02,LEVA,VLC,0,-1
2018,2018-09-01,CEL,ATHM,1,1
2018,2018-09-01,RMA,LEG,1,0
2018,2018-08-31,EIB,RSO,1,-1
2018,2018-08-31,GET,VLLD,0,1
2018,2018-08-31,VIL,GIR,-1,1
2018,2018-08-27,ATHB,HUE,0,-1
2018,2018-08-27,LEVA,CEL,-1,-1
2018,2018-08-26,ESP,VLC,1,-1
2018,2018-08-26,GIR,RMA,-1,0
2018,2018-08-26,SEV,VIL,0,0
2018,2018-08-25,ALA,BET,0,-1
2018,2018-08-25,ATHM,RAYO,1,-1
2018,2018-08-25,VLLD,BARC,-1,0
2018,2018-08-24,GET,EIB,1,0
2018,2018-08-24,LEG,RSO,0,-1
2018,2018-08-20,ATHB,LEG,1,-1
2018,2018-08-20,VLC,ATHM,0,0
2018,2018-08-19,EIB,HUE,-1,1
2018,2018-08-19,RMA,GET,1,1
2018,2018-08-19,RAYO,SEV,-1,1
2018,2018-08-18,BARC,ALA,1,1
2018,2018-08-18,CEL,ESP,0,0
2018,2018-08-18,VIL,RSO,-1,0
2018,2018-08-17,BET,LEVA,-1,1
2018,2018-08-17,GIR,VLLD,0,1
2017,2018-05-20,ATHB,ESP,-1,0
2017,2018-05-20,ATHM,EIB,0,-1
2017,2018-05-20,BARC,RSO,1,-1
2017,2018-05-20,VLC,LAC,1,-1
2017,2018-05-19,CEL,LEVA,1,0
2017,2018-05-19,LASP,GIR,-1,1
2017,2018-05-19,LEG,BET,1,-1
2017,2018-05-19,MLG,GET,-1,-1
2017,2018-05-19,SEV,ALA,1,-1
2017,2018-05-19,VIL,RMA,0,0
2017,2018-05-13,ESP,MLG,1,1
2017,2018-05-13,LEVA,BARC,1,1
2017,2018-05-12,ALA,ATHB,1,-1
2017,2018-05-12,BET,SEV,0,1
2017,2018-05-12,EIB,LASP,1,0
2017,2018-05-12,GET,ATHM,-1,1
2017,2018-05-12,GIR,VLC,-1,0
2017,2018-05-12,LAC,VIL,-1,0
2017,2018-05-12,RMA,CEL,1,1
2017,2018-05-12,RSO,LEG,1,0
2017,2018-05-09,BARC,VIL,1,1
2017,2018-05-09,SEV,RMA,1,1
2017,2018-05-07,LEG,LEVA,-1,-1
2017,2018-05-06,ATHM,ESP,-1,-1
2017,2018-05-06,BARC,RMA,0,1
2017,2018-05-06,LASP,GET,-1,1
2017,2018-05-06,MLG,ALA,-1,1
2017,2018-05-05,ATHB,BET,1,1
2017,2018-05-05,CEL,LAC,0,1
2017,2018-05-05,GIR,EIB,-1,1
2017,2018-05-05,VIL,VLC,1,-1
2017,2018-05-04,SEV,RSO,1,0
2017,2018-04-30,BET,MLG,1,1
2017,2018-04-29,ALA,ATHM,-1,-1
2017,2018-04-29,GET,GIR,0,-1
2017,2018-04-29,LAC,BARC,-1,0
2017,2018-04-29,VLC,EIB,0,0
2017,2018-04-28,ESP,LASP,0,0
2017,2018-04-28,RMA,LEG,1,0
2017,2018-04-28,RSO,ATHB,1,-1
2017,2018-04-28,VIL,CEL,1,-1
2017,2018-04-27,LEVA,SEV,1,-1
2017,2018-04-23,ATHB,LEVA,-1,0
2017,2018-04-22,ATHM,BET,0,-1
2017,2018-04-22,GIR,ESP,-1,1
2017,2018-04-22,LASP,ALA,-1,-1
2017,2018-04-22,MLG,RSO,1,0
2017,2018-04-21,CEL,VLC,0,-1
2017,2018-04-21,EIB,GET,-1,-1
2017,2018-04-20,LEG,LAC,0,-1
2017,2018-04-19,ALA,GIR,-1,-1
2017,2018-04-19,BET,LASP,1,0
2017,2018-04-19,LEVA,MLG,1,1
2017,2018-04-19,RSO,ATHM,1,1
2017,2018-04-18,ESP,EIB,-1,-1
2017,2018-04-18,RMA,ATHB,0,0
2017,2018-04-18,VLC,GET,-1,0
2017,2018-04-17,CEL,BARC,0,-1
2017,2018-04-17,LAC,SEV,0,0
2017,2018-04-17,VIL,LEG,1,0
2017,2018-04-15,ATHM,LEVA,1,-1
2017,2018-04-15,EIB,ALA,-1,0
2017,2018-04-15,GET,ESP,1,1
2017,2018-04-15,MLG,RMA,-1,-1
2017,2018-04-14,ATHB,LAC,-1,-1
2017,2018-04-14,BARC,VLC,1,0
2017,2018-04-14,LASP,RSO,-1,0
2017,2018-04-14,LEG,CEL,1,0
2017,2018-04-14,SEV,VIL,0,1
2017,2018-04-13,GIR,BET,-1,0
2017,2018-04-09,VIL,ATHB,-1,-1
2017,2018-04-08,LEVA,LASP,1,0
2017,2018-04-08,RMA,ATHM,0,0
2017,2018-04-08,RSO,GIR,1,1
2017,2018-04-08,VLC,ESP,1,0
2017,2018-04-07,ALA,GET,1,1
2017,2018-04-07,BARC,LEG,1,0
2017,2018-04-07,BET,EIB,1,1
2017,2018-04-07,CEL,SEV,1,1
2017,2018-04-06,LAC,MLG,1,0
2017,2018-04-02,GET,BET,-1,-1
2017,2018-04-01,ATHM,LAC,1,0
2017,2018-04-01,EIB,RSO,0,1
2017,2018-04-01,ESP,ALA,0,1
2017,2018-04-01,LEG,VLC,-1,-1
2017,2018-04-01,MLG,VIL,1,-1
2017,2018-03-31,ATHB,CEL,0,-1
2017,2018-03-31,GIR,LEVA,0,1
2017,2018-03-31,LASP,RMA,-1,-1
2017,2018-03-31,SEV,BARC,0,1
2017,2018-03-18,BARC,ATHB,1,0
2017,2018-03-18,CEL,MLG,0,1
2017,2018-03-18,LEG,SEV,1,1
2017,2018-03-18,RMA,GIR,1,-1
2017,2018-03-18,VIL,ATHM,1,1
2017,2018-03-17,BET,ESP,1,-1
2017,2018-03-17,LAC,LASP,0,1
2017,2018-03-17,RSO,GET,-1,1
2017,2018-03-17,VLC,ALA,1,0
2017,2018-03-16,LEVA,EIB,1,-1
2017,2018-03-12,ALA,BET,-1,-1
2017,2018-03-11,ATHB,LEG,1,-1
2017,2018-03-11,ATHM,CEL,1,1
2017,2018-03-11,ESP,RSO,1,-1
2017,2018-03-11,LASP,VIL,-1,-1
2017,2018-03-10,EIB,RMA,-1,-1
2017,2018-03-10,GET,LEVA,-1,-1
2017,2018-03-10,MLG,BARC,-1,-1
2017,2018-03-10,SEV,VLC,-1,1
2017,2018-03-09,GIR,LAC,1,0
2017,2018-03-05,CEL,LASP,1,0
2017,2018-03-04,BARC,ATHM,1,-1
2017,2018-03-04,LEVA,ESP,0,-1
2017,2018-03-04,RSO,ALA,1,-1
2017,2018-03-04,VLC,BET,1,0
2017,2018-03-03,LAC,EIB,0,1
2017,2018-03-03,LEG,MLG,1,-1
2017,2018-03-03,RMA,GET,1,-1
2017,2018-03-03,SEV,ATHB,1,-1
2017,2018-03-03,VIL,GIR,-1,-1
2017,2018-03-01,ALA,LEVA,1,1
