league,season,date,home_team,away_team,actual_home_team_result,skilled_league_home_team_result
La Liga,2012,2013-01-20,ATHM,LEVA,1,1
La Liga,2012,2013-01-20,OSA,LAC,1,1
La Liga,2012,2013-01-20,VLC,RMA,-1,-1
La Liga,2012,2013-01-20,VLLD,ZAR,1,1
La Liga,2012,2013-01-21,BET,ATHB,0,1
La Liga,2012,2013-01-26,CEL,RSO,0,-1
La Liga,2012,2013-01-26,LAC,VLC,-1,-1
La Liga,2012,2013-01-26,LEVA,VLLD,1,1
La Liga,2012,2013-01-26,ZAR,ESP,0,-1
La Liga,2012,2013-01-27,ATHB,ATHM,1,-1
La Liga,2012,2013-01-27,BARC,OSA,1,1
La Liga,2012,2013-01-27,MALL,MLG,-1,-1
La Liga,2012,2013-01-27,RAYO,BET,1,-1
La Liga,2012,2013-01-27,RMA,GET,1,1
La Liga,2012,2013-01-28,SEV,GRA,1,1
La Liga,2012,2013-02-01,VLLD,ATHB,0,-1
La Liga,2012,2013-02-02,ESP,LEVA,1,-1
La Liga,2012,2013-02-02,GET,LAC,1,1
La Liga,2012,2013-02-02,GRA,RMA,1,-1
La Liga,2012,2013-02-02,OSA,CEL,1,1
La Liga,2012,2013-02-03,ATHM,BET,1,1
La Liga,2012,2013-02-03,MLG,ZAR,0,1
La Liga,2012,2013-02-03,RSO,MALL,1,1
La Liga,2012,2013-02-03,SEV,RAYO,1,-1
La Liga,2012,2013-02-03,VLC,BARC,0,-1
La Liga,2012,2013-02-09,CEL,VLC,-1,-1
La Liga,2012,2013-02-09,LAC,GRA,-1,-1
La Liga,2012,2013-02-09,LEVA,MLG,-1,-1
La Liga,2012,2013-02-09,MALL,OSA,0,-1
La Liga,2012,2013-02-09,RMA,SEV,1,1
La Liga,2012,2013-02-10,ATHB,ESP,-1,1
La Liga,2012,2013-02-10,BARC,GET,1,1
La Liga,2012,2013-02-10,RAYO,ATHM,1,-1
La Liga,2012,2013-02-10,ZAR,RSO,-1,-1
La Liga,2012,2013-02-11,BET,VLLD,0,1
La Liga,2012,2013-02-15,SEV,LAC,1,1
La Liga,2012,2013-02-16,GET,CEL,1,1
La Liga,2012,2013-02-16,GRA,BARC,-1,-1
La Liga,2012,2013-02-16,MLG,ATHB,1,1
La Liga,2012,2013-02-16,OSA,ZAR,1,1
La Liga,2012,2013-02-17,ESP,BET,1,-1
La Liga,2012,2013-02-17,RMA,RAYO,1,1
La Liga,2012,2013-02-17,RSO,LEVA,0,1
La Liga,2012,2013-02-17,VLC,MALL,1,1
La Liga,2012,2013-02-17,VLLD,ATHM,-1,-1
La Liga,2012,2013-02-22,ATHB,RSO,-1,-1
La Liga,2012,2013-02-23,BARC,SEV,1,1
La Liga,2012,2013-02-23,LAC,RMA,-1,-1
La Liga,2012,2013-02-23,MALL,GET,-1,-1
La Liga,2012,2013-02-23,ZAR,VLC,0,-1
La Liga,2012,2013-02-24,ATHM,ESP,1,1
La Liga,2012,2013-02-24,BET,MLG,1,-1
La Liga,2012,2013-02-24,CEL,GRA,1,-1
La Liga,2012,2013-02-24,RAYO,VLLD,-1,1
La Liga,2012,2013-02-25,LEVA,OSA,-1,1
La Liga,2012,2013-03-01,GET,ZAR,1,1
La Liga,2012,2013-03-02,LAC,RAYO,0,-1
La Liga,2012,2013-03-02,OSA,ATHB,-1,-1
La Liga,2012,2013-03-02,RMA,BARC,1,-1
La Liga,2012,2013-03-02,VLC,LEVA,0,1
La Liga,2012,2013-03-03,ESP,VLLD,0,1
La Liga,2012,2013-03-03,GRA,MALL,-1,1
La Liga,2012,2013-03-03,MLG,ATHM,0,-1
La Liga,2012,2013-03-03,RSO,BET,0,1
La Liga,2012,2013-03-04,SEV,CEL,1,1
La Liga,2012,2013-03-08,BET,OSA,1,1
La Liga,2012,2013-03-09,BARC,LAC,1,1
La Liga,2012,2013-03-09,MALL,SEV,1,-1
La Liga,2012,2013-03-09,RAYO,ESP,1,1
La Liga,2012,2013-03-09,VLLD,MLG,0,-1
La Liga,2012,2013-03-10,ATHB,VLC,1,-1
La Liga,2012,2013-03-10,ATHM,RSO,-1,1
La Liga,2012,2013-03-10,CEL,RMA,-1,-1
La Liga,2012,2013-03-10,LEVA,GET,0,-1
La Liga,2012,2013-03-11,ZAR,GRA,0,-1
La Liga,2012,2013-03-15,LAC,CEL,1,-1
La Liga,2012,2013-03-16,GET,ATHB,1,1
La Liga,2012,2013-03-16,RMA,MALL,1,1
La Liga,2012,2013-03-16,RSO,VLLD,1,1
La Liga,2012,2013-03-16,VLC,BET,1,1
La Liga,2012,2013-03-17,BARC,RAYO,1,1
La Liga,2012,2013-03-17,GRA,LEVA,0,-1
La Liga,2012,2013-03-17,MLG,ESP,-1,1
La Liga,2012,2013-03-17,OSA,ATHM,-1,-1
La Liga,2012,2013-03-17,SEV,ZAR,1,1
La Liga,2012,2013-03-30,CEL,BARC,0,-1
La Liga,2012,2013-03-30,LEVA,SEV,1,-1
La Liga,2012,2013-03-30,RAYO,MLG,-1,-1
La Liga,2012,2013-03-30,ZAR,RMA,0,-1
La Liga,2012,2013-03-31,ATHM,VLC,0,1
La Liga,2012,2013-03-31,ESP,RSO,0,-1
La Liga,2012,2013-03-31,MALL,LAC,-1,1
La Liga,2012,2013-03-31,VLLD,OSA,-1,1
La Liga,2012,2013-04-01,ATHB,GRA,1,1
La Liga,2012,2013-04-01,BET,GET,0,1
La Liga,2012,2013-04-05,GRA,BET,-1,-1
La Liga,2012,2013-04-06,BARC,MALL,1,1
La Liga,2012,2013-04-06,LAC,ZAR,1,1
La Liga,2012,2013-04-06,RMA,LEVA,1,1
La Liga,2012,2013-04-06,RSO,MLG,1,1
La Liga,2012,2013-04-07,CEL,RAYO,-1,-1
La Liga,2012,2013-04-07,GET,ATHM,0,-1
La Liga,2012,2013-04-07,OSA,ESP,-1,-1
La Liga,2012,2013-04-07,VLC,VLLD,1,1
La Liga,2012,2013-04-08,SEV,ATHB,1,1
La Liga,2012,2013-04-12,BET,SEV,0,1
La Liga,2012,2013-04-13,ESP,VLC,0,-1
La Liga,2012,2013-04-13,LEVA,LAC,-1,1
La Liga,2012,2013-04-13,MLG,OSA,1,1
La Liga,2012,2013-04-13,VLLD,GET,1,-1
La Liga,2012,2013-04-14,ATHB,RMA,-1,-1
La Liga,2012,2013-04-14,ATHM,GRA,1,1
La Liga,2012,2013-04-14,RAYO,RSO,-1,-1
La Liga,2012,2013-04-14,ZAR,BARC,-1,-1
La Liga,2012,2013-04-15,MALL,CEL,1,-1
La Liga,2012,2013-04-19,MALL,RAYO,0,-1
La Liga,2012,2013-04-20,BARC,LEVA,1,1
La Liga,2012,2013-04-20,GRA,VLLD,0,-1
La Liga,2012,2013-04-20,RMA,BET,1,1
La Liga,2012,2013-04-20,VLC,MLG,1,1
La Liga,2012,2013-04-21,GET,ESP,-1,1
La Liga,2012,2013-04-21,LAC,ATHB,0,-1
La Liga,2012,2013-04-21,OSA,RSO,0,-1
La Liga,2012,2013-04-21,SEV,ATHM,-1,-1
La Liga,2012,2013-04-22,CEL,ZAR,1,1
La Liga,2012,2013-04-26,RAYO,OSA,0,1
La Liga,2012,2013-04-27,ATHB,BARC,0,-1
La Liga,2012,2013-04-27,ATHM,RMA,-1,-1
La Liga,2012,2013-04-27,LEVA,CEL,-1,1
La Liga,2012,2013-04-27,ZAR,MALL,1,-1
La Liga,2012,2013-04-28,ESP,GRA,-1,1
La Liga,2012,2013-04-28,MLG,GET,1,1
La Liga,2012,2013-04-28,RSO,VLC,1,1
La Liga,2012,2013-04-28,VLLD,SEV,0,-1
La Liga,2012,2013-04-29,BET,LAC,0,1
La Liga,2012,2013-05-03,CEL,ATHB,0,-1
La Liga,2012,2013-05-04,GRA,MLG,1,-1
La Liga,2012,2013-05-04,LAC,ATHM,0,-1
La Liga,2012,2013-05-04,RMA,VLLD,1,1
La Liga,2012,2013-05-04,VLC,OSA,1,1
La Liga,2012,2013-05-05,BARC,BET,1,1
La Liga,2012,2013-05-05,MALL,LEVA,0,-1
La Liga,2012,2013-05-05,SEV,ESP,1,1
La Liga,2012,2013-05-05,ZAR,RAYO,1,-1
La Liga,2012,2013-05-06,GET,RSO,1,-1
La Liga,2012,2013-05-08,CEL,ATHM,-1,-1
La Liga,2012,2013-05-08,RMA,MLG,1,1
La Liga,2012,2013-05-10,LEVA,ZAR,0,1
La Liga,2012,2013-05-11,ATHB,MALL,1,1
La Liga,2012,2013-05-11,ESP,RMA,0,-1
La Liga,2012,2013-05-11,OSA,GET,1,-1
La Liga,2012,2013-05-11,VLLD,LAC,1,1
La Liga,2012,2013-05-12,ATHM,BARC,-1,-1
La Liga,2012,2013-05-12,BET,CEL,1,1
La Liga,2012,2013-05-12,MLG,SEV,0,1
La Liga,2012,2013-05-12,RAYO,VLC,-1,-1
La Liga,2012,2013-05-13,RSO,GRA,0,1
La Liga,2012,2013-05-18,GET,VLC,-1,-1
La Liga,2012,2013-05-18,GRA,OSA,1,1
La Liga,2012,2013-05-18,SEV,RSO,-1,-1
La Liga,2012,2013-05-19,BARC,VLLD,1,1
La Liga,2012,2013-05-19,LAC,ESP,1,-1
La Liga,2012,2013-05-19,LEVA,RAYO,-1,-1
La Liga,2012,2013-05-19,ZAR,ATHB,-1,-1
La Liga,2012,2013-05-20,MALL,BET,1,-1
La Liga,2012,2013-05-26,ATHB,LEVA,-1,-1
La Liga,2012,2013-05-26,ATHM,MALL,0,1
La Liga,2012,2013-05-26,BET,ZAR,1,1
La Liga,2012,2013-05-26,ESP,BARC,-1,-1
La Liga,2012,2013-05-26,GET,RAYO,-1,-1
La Liga,2012,2013-05-26,MLG,LAC,1,1
La Liga,2012,2013-05-26,OSA,SEV,1,-1
La Liga,2012,2013-05-26,RSO,RMA,0,-1
La Liga,2012,2013-05-26,VLC,GRA,1,1
La Liga,2012,2013-05-26,VLLD,CEL,-1,1
La Liga,2012,2013-06-01,BARC,MLG,1,1
La Liga,2012,2013-06-01,CEL,ESP,1,-1
La Liga,2012,2013-06-01,GRA,GET,1,-1
La Liga,2012,2013-06-01,LAC,RSO,-1,-1
La Liga,2012,2013-06-01,LEVA,BET,0,-1
La Liga,2012,2013-06-01,MALL,VLLD,1,-1
La Liga,2012,2013-06-01,RAYO,ATHB,0,1
La Liga,2012,2013-06-01,RMA,OSA,1,1
La Liga,2012,2013-06-01,SEV,VLC,1,-1
La Liga,2012,2013-06-01,ZAR,ATHM,-1,-1
La Liga,2013,2013-08-17,RSO,GET,1,1
La Liga,2013,2013-08-17,VLC,MLG,1,1
La Liga,2013,2013-08-17,VLLD,ATHB,-1,-1
La Liga,2013,2013-08-18,BARC,LEVA,1,1
La Liga,2013,2013-08-18,OSA,GRA,-1,-1
La Liga,2013,2013-08-18,RMA,BET,1,1
La Liga,2013,2013-08-18,SEV,ATHM,-1,-1
La Liga,2013,2013-08-19,ALM,VIL,-1,-1
La Liga,2013,2013-08-19,CEL,ESP,0,1
La Liga,2013,2013-08-19,RAYO,ELC,1,1
La Liga,2013,2013-08-23,ATHB,OSA,1,1
La Liga,2013,2013-08-23,GET,ALM,0,1
La Liga,2013,2013-08-24,ELC,RSO,0,-1
La Liga,2013,2013-08-24,ESP,VLC,1,-1
La Liga,2013,2013-08-24,VIL,VLLD,1,1
La Liga,2013,2013-08-25,ATHM,RAYO,1,1
La Liga,2013,2013-08-25,BET,CEL,-1,-1
La Liga,2013,2013-08-25,LEVA,SEV,0,-1
La Liga,2013,2013-08-25,MLG,BARC,-1,-1
La Liga,2013,2013-08-26,GRA,RMA,-1,-1
La Liga,2013,2013-08-30,ALM,ELC,0,-1
La Liga,2013,2013-08-30,RAYO,LEVA,-1,-1
La Liga,2013,2013-08-31,CEL,GRA,0,1
La Liga,2013,2013-08-31,OSA,VIL,-1,-1
La Liga,2013,2013-08-31,VLLD,GET,1,-1
La Liga,2013,2013-09-01,ESP,BET,0,1
La Liga,2013,2013-09-01,RMA,ATHB,1,1
La Liga,2013,2013-09-01,RSO,ATHM,-1,-1
La Liga,2013,2013-09-01,SEV,MLG,0,1
La Liga,2013,2013-09-01,VLC,BARC,-1,-1
La Liga,2013,2013-09-14,ATHM,ALM,1,1
La Liga,2013,2013-09-14,BARC,SEV,1,1
La Liga,2013,2013-09-14,LEVA,RSO,0,-1
La Liga,2013,2013-09-14,VIL,RMA,0,-1
La Liga,2013,2013-09-15,BET,VLC,1,-1
La Liga,2013,2013-09-15,GET,OSA,1,1
La Liga,2013,2013-09-15,GRA,ESP,-1,-1
La Liga,2013,2013-09-15,MLG,RAYO,1,1
La Liga,2013,2013-09-16,ATHB,CEL,1,1
La Liga,2013,2013-09-16,ELC,VLLD,0,1
La Liga,2013,2013-09-20,OSA,ELC,1,-1
La Liga,2013,2013-09-21,ALM,LEVA,0,-1
La Liga,2013,2013-09-21,RAYO,BARC,-1,-1
La Liga,2013,2013-09-21,RSO,MLG,0,1
La Liga,2013,2013-09-21,VLLD,ATHM,-1,-1
La Liga,2013,2013-09-22,BET,GRA,0,-1
La Liga,2013,2013-09-22,CEL,VIL,0,-1
La Liga,2013,2013-09-22,RMA,GET,1,1
La Liga,2013,2013-09-22,VLC,SEV,1,-1
La Liga,2013,2013-09-23,ESP,ATHB,1,-1
La Liga,2013,2013-09-24,ATHM,OSA,1,1
La Liga,2013,2013-09-24,BARC,RSO,1,1
La Liga,2013,2013-09-24,LEVA,VLLD,0,1
La Liga,2013,2013-09-24,MLG,ALM,1,1
La Liga,2013,2013-09-25,ELC,RMA,-1,-1
La Liga,2013,2013-09-25,GRA,VLC,-1,-1
La Liga,2013,2013-09-25,SEV,RAYO,1,1
La Liga,2013,2013-09-26,ATHB,BET,1,1
La Liga,2013,2013-09-26,GET,CEL,1,-1
La Liga,2013,2013-09-26,VIL,ESP,1,1
La Liga,2013,2013-09-27,VLLD,MLG,0,-1
La Liga,2013,2013-09-28,ALM,BARC,-1,-1
La Liga,2013,2013-09-28,RMA,ATHM,-1,-1
La Liga,2013,2013-09-28,RSO,SEV,0,-1
La Liga,2013,2013-09-28,VLC,RAYO,1,1
La Liga,2013,2013-09-29,BET,VIL,1,-1
La Liga,2013,2013-09-29,CEL,ELC,-1,1
La Liga,2013,2013-09-29,ESP,GET,-1,1
La Liga,2013,2013-09-29,OSA,LEVA,-1,-1
La Liga,2013,2013-09-30,GRA,ATHB,1,-1
La Liga,2013,2013-10-04,MLG,OSA,-1,1
La Liga,2013,2013-10-04,VIL,GRA,1,1
La Liga,2013,2013-10-05,BARC,VLLD,1,1
La Liga,2013,2013-10-05,ELC,ESP,1,-1
La Liga,2013,2013-10-05,LEVA,RMA,-1,-1
La Liga,2013,2013-10-05,RAYO,RSO,1,-1
La Liga,2013,2013-10-06,ATHB,VLC,0,1
La Liga,2013,2013-10-06,ATHM,CEL,1,1
La Liga,2013,2013-10-06,GET,BET,1,1
La Liga,2013,2013-10-06,SEV,ALM,1,1
La Liga,2013,2013-10-19,ESP,ATHM,1,-1
La Liga,2013,2013-10-19,OSA,BARC,0,-1
La Liga,2013,2013-10-19,RMA,MLG,1,1
La Liga,2013,2013-10-19,VLC,RSO,-1,-1
La Liga,2013,2013-10-20,ALM,RAYO,-1,-1
La Liga,2013,2013-10-20,BET,ELC,-1,-1
La Liga,2013,2013-10-20,GRA,GET,-1,-1
La Liga,2013,2013-10-20,VLLD,SEV,0,-1
La Liga,2013,2013-10-21,ATHB,VIL,1,1
La Liga,2013,2013-10-21,CEL,LEVA,-1,1
La Liga,2013,2013-10-25,RAYO,VLLD,-1,1
La Liga,2013,2013-10-26,BARC,RMA,1,1
La Liga,2013,2013-10-26,ELC,GRA,-1,-1
La Liga,2013,2013-10-26,LEVA,ESP,1,1
La Liga,2013,2013-10-26,MLG,CEL,-1,-1
La Liga,2013,2013-10-27,ATHM,BET,1,1
La Liga,2013,2013-10-27,RSO,ALM,1,1
La Liga,2013,2013-10-27,SEV,OSA,1,1
La Liga,2013,2013-10-27,VIL,VLC,1,1
La Liga,2013,2013-10-28,GET,ATHB,-1,-1
La Liga,2013,2013-10-29,CEL,BARC,-1,-1
La Liga,2013,2013-10-29,ESP,MLG,0,-1
La Liga,2013,2013-10-30,OSA,RAYO,1,-1
La Liga,2013,2013-10-30,RMA,SEV,1,1
La Liga,2013,2013-10-30,VLC,ALM,-1,1
La Liga,2013,2013-10-30,VLLD,RSO,0,-1
La Liga,2013,2013-10-31,ATHB,ELC,0,1
La Liga,2013,2013-10-31,BET,LEVA,0,-1
La Liga,2013,2013-10-31,GRA,ATHM,-1,-1
La Liga,2013,2013-10-31,VIL,GET,-1,1
La Liga,2013,2013-11-01,BARC,ESP,1,1
La Liga,2013,2013-11-02,ALM,VLLD,1,1
La Liga,2013,2013-11-02,RAYO,RMA,-1,-1
La Liga,2013,2013-11-02,RSO,OSA,1,1
La Liga,2013,2013-11-02,SEV,CEL,-1,1
La Liga,2013,2013-11-03,ATHM,ATHB,1,1
La Liga,2013,2013-11-03,GET,VLC,-1,-1
La Liga,2013,2013-11-03,LEVA,GRA,-1,1
La Liga,2013,2013-11-03,MLG,BET,1,1
La Liga,2013,2013-11-04,ELC,VIL,-1,-1
La Liga,2013,2013-11-08,GRA,MLG,1,-1
La Liga,2013,2013-11-08,OSA,ALM,-1,-1
La Liga,2013,2013-11-09,ATHB,LEVA,1,1
La Liga,2013,2013-11-09,CEL,RAYO,-1,1
La Liga,2013,2013-11-09,GET,ELC,0,1
La Liga,2013,2013-11-09,RMA,RSO,1,1
La Liga,2013,2013-11-10,BET,BARC,-1,-1
La Liga,2013,2013-11-10,ESP,SEV,-1,-1
La Liga,2013,2013-11-10,VIL,ATHM,0,-1
La Liga,2013,2013-11-10,VLC,VLLD,0,1
La Liga,2013,2013-11-22,VLLD,OSA,-1,-1
La Liga,2013,2013-11-23,ALM,RMA,-1,-1
La Liga,2013,2013-11-23,ATHM,GET,1,1
La Liga,2013,2013-11-23,BARC,GRA,1,1
La Liga,2013,2013-11-23,RSO,CEL,1,1
La Liga,2013,2013-11-24,ELC,VLC,1,-1
La Liga,2013,2013-11-24,LEVA,VIL,-1,-1
La Liga,2013,2013-11-24,RAYO,ESP,-1,1
La Liga,2013,2013-11-24,SEV,BET,1,1
La Liga,2013,2013-11-25,MLG,ATHB,-1,-1
La Liga,2013,2013-11-29,GET,LEVA,1,-1
La Liga,2013,2013-11-29,VIL,MLG,0,1
La Liga,2013,2013-11-30,CEL,ALM,1,1
La Liga,2013,2013-11-30,ELC,ATHM,-1,-1
La Liga,2013,2013-11-30,ESP,RSO,-1,-1
La Liga,2013,2013-11-30,RMA,VLLD,1,1
La Liga,2013,2013-12-01,ATHB,BARC,1,-1
La Liga,2013,2013-12-01,BET,RAYO,0,-1
La Liga,2013,2013-12-01,GRA,SEV,-1,-1
La Liga,2013,2013-12-01,VLC,OSA,1,1
La Liga,2013,2013-12-13,LEVA,ELC,1,1
La Liga,2013,2013-12-14,BARC,VIL,1,1
La Liga,2013,2013-12-14,MLG,GET,1,1
La Liga,2013,2013-12-14,OSA,RMA,0,-1
La Liga,2013,2013-12-14,RAYO,GRA,-1,1
La Liga,2013,2013-12-15,ALM,ESP,0,-1
La Liga,2013,2013-12-15,ATHM,VLC,1,1
La Liga,2013,2013-12-15,RSO,BET,1,1
La Liga,2013,2013-12-15,SEV,ATHB,0,-1
La Liga,2013,2013-12-16,VLLD,CEL,1,-1
La Liga,2013,2013-12-20,ELC,MLG,-1,-1
La Liga,2013,2013-12-21,ATHM,LEVA,1,1
La Liga,2013,2013-12-21,BET,ALM,-1,-1
La Liga,2013,2013-12-21,GRA,RSO,-1,-1
La Liga,2013,2013-12-21,VIL,SEV,-1,-1
La Liga,2013,2013-12-22,ATHB,RAYO,1,1
La Liga,2013,2013-12-22,CEL,OSA,0,1
La Liga,2013,2013-12-22,ESP,VLLD,1,1
La Liga,2013,2013-12-22,GET,BARC,-1,-1
La Liga,2013,2013-12-22,VLC,RMA,-1,-1
La Liga,2013,2014-01-04,ALM,GRA,1,-1
La Liga,2013,2014-01-04,MLG,ATHM,-1,-1
La Liga,2013,2014-01-04,VLC,LEVA,1,1
La Liga,2013,2014-01-04,VLLD,BET,0,1
La Liga,2013,2014-01-05,BARC,ELC,1,1
La Liga,2013,2014-01-05,OSA,ESP,1,-1
La Liga,2013,2014-01-05,RSO,ATHB,1,-1
La Liga,2013,2014-01-05,SEV,GET,1,1
La Liga,2013,2014-01-06,RAYO,VIL,-1,-1
La Liga,2013,2014-01-06,RMA,CEL,1,1
La Liga,2013,2014-01-10,GRA,VLLD,1,1
La Liga,2013,2014-01-11,ATHB,ALM,1,1
La Liga,2013,2014-01-11,ATHM,BARC,0,1
La Liga,2013,2014-01-11,CEL,VLC,1,-1
La Liga,2013,2014-01-11,ELC,SEV,0,-1
La Liga,2013,2014-01-12,BET,OSA,-1,-1
La Liga,2013,2014-01-12,ESP,RMA,-1,-1
La Liga,2013,2014-01-12,GET,RAYO,-1,-1
La Liga,2013,2014-01-12,LEVA,MLG,1,1
La Liga,2013,2014-01-13,VIL,RSO,1,1
La Liga,2013,2014-01-17,MLG,VLC,0,-1
La Liga,2013,2014-01-18,BET,RMA,-1,-1
La Liga,2013,2014-01-18,ELC,RAYO,1,-1
La Liga,2013,2014-01-18,ESP,CEL,1,-1
La Liga,2013,2014-01-18,GRA,OSA,0,1
La Liga,2013,2014-01-19,ATHM,SEV,0,1
La Liga,2013,2014-01-19,GET,RSO,0,-1
La Liga,2013,2014-01-19,LEVA,BARC,0,-1
La Liga,2013,2014-01-19,VIL,ALM,1,1
La Liga,2013,2014-01-20,ATHB,VLLD,1,1
La Liga,2013,2014-01-24,CEL,BET,1,1
La Liga,2013,2014-01-25,RMA,GRA,1,1
La Liga,2013,2014-01-25,SEV,LEVA,-1,1
La Liga,2013,2014-01-25,VLC,ESP,0,1
La Liga,2013,2014-01-25,VLLD,VIL,1,-1
La Liga,2013,2014-01-26,ALM,GET,1,-1
La Liga,2013,2014-01-26,BARC,MLG,1,1
La Liga,2013,2014-01-26,OSA,ATHB,-1,-1
La Liga,2013,2014-01-26,RAYO,ATHM,-1,-1
La Liga,2013,2014-01-27,RSO,ELC,1,1
La Liga,2013,2014-01-31,GRA,CEL,-1,-1
La Liga,2013,2014-02-01,BARC,VLC,-1,1
La Liga,2013,2014-02-01,GET,VLLD,0,1
La Liga,2013,2014-02-01,LEVA,RAYO,0,1
La Liga,2013,2014-02-01,MLG,SEV,1,-1
La Liga,2013,2014-02-02,ATHB,RMA,0,-1
La Liga,2013,2014-02-02,ATHM,RSO,1,1
La Liga,2013,2014-02-02,BET,ESP,1,-1
La Liga,2013,2014-02-02,ELC,ALM,1,1
La Liga,2013,2014-02-03,VIL,OSA,1,1
La Liga,2013,2014-02-07,ESP,GRA,1,1
La Liga,2013,2014-02-08,ALM,ATHM,1,-1
La Liga,2013,2014-02-08,RAYO,MLG,1,-1
La Liga,2013,2014-02-08,RMA,VIL,1,1
La Liga,2013,2014-02-08,VLC,BET,1,1
La Liga,2013,2014-02-09,OSA,GET,1,-1
La Liga,2013,2014-02-09,RSO,LEVA,0,1
La Liga,2013,2014-02-09,SEV,BARC,-1,-1
La Liga,2013,2014-02-09,VLLD,ELC,0,-1
La Liga,2013,2014-02-10,CEL,ATHB,0,-1
La Liga,2013,2014-02-14,ELC,OSA,0,1
La Liga,2013,2014-02-15,ATHM,VLLD,1,1
La Liga,2013,2014-02-15,BARC,RAYO,1,1
La Liga,2013,2014-02-15,LEVA,ALM,1,1
La Liga,2013,2014-02-15,VIL,CEL,-1,1
La Liga,2013,2014-02-16,ATHB,ESP,-1,1
La Liga,2013,2014-02-16,GET,RMA,-1,-1
La Liga,2013,2014-02-16,GRA,BET,1,1
La Liga,2013,2014-02-16,SEV,VLC,0,1
La Liga,2013,2014-02-17,MLG,RSO,-1,-1
La Liga,2013,2014-02-21,VLLD,LEVA,0,-1
La Liga,2013,2014-02-22,ALM,MLG,0,-1
La Liga,2013,2014-02-22,CEL,GET,0,1
La Liga,2013,2014-02-22,RMA,ELC,1,1
La Liga,2013,2014-02-22,RSO,BARC,1,-1
La Liga,2013,2014-02-23,BET,ATHB,-1,-1
La Liga,2013,2014-02-23,OSA,ATHM,1,-1
La Liga,2013,2014-02-23,RAYO,SEV,-1,-1
La Liga,2013,2014-02-23,VLC,GRA,1,1
La Liga,2013,2014-02-24,ESP,VIL,-1,-1
La Liga,2013,2014-02-28,ATHB,GRA,1,1
La Liga,2013,2014-03-01,ELC,CEL,1,-1
La Liga,2013,2014-03-01,GET,ESP,0,-1
La Liga,2013,2014-03-01,LEVA,OSA,1,1
La Liga,2013,2014-03-01,MLG,VLLD,0,1
La Liga,2013,2014-03-02,ATHM,RMA,0,1
La Liga,2013,2014-03-02,BARC,ALM,1,1
La Liga,2013,2014-03-02,RAYO,VLC,1,-1
La Liga,2013,2014-03-02,SEV,RSO,1,1
La Liga,2013,2014-03-02,VIL,BET,0,1
La Liga,2013,2014-03-08,BET,GET,1,-1
La Liga,2013,2014-03-08,CEL,ATHM,-1,-1
La Liga,2013,2014-03-08,GRA,VIL,1,-1
La Liga,2013,2014-03-08,VLLD,BARC,1,-1
La Liga,2013,2014-03-09,ALM,SEV,-1,-1
La Liga,2013,2014-03-09,ESP,ELC,1,1
La Liga,2013,2014-03-09,RMA,LEVA,1,1
La Liga,2013,2014-03-09,VLC,ATHB,0,-1
La Liga,2013,2014-03-10,OSA,MLG,-1,-1
La Liga,2013,2014-03-10,RSO,RAYO,-1,1
La Liga,2013,2014-03-14,GET,GRA,0,1
La Liga,2013,2014-03-15,ATHM,ESP,1,1
La Liga,2013,2014-03-15,LEVA,CEL,-1,-1
La Liga,2013,2014-03-15,MLG,RMA,-1,-1
La Liga,2013,2014-03-15,RAYO,ALM,1,1
La Liga,2013,2014-03-16,BARC,OSA,1,1
La Liga,2013,2014-03-16,ELC,BET,0,1
La Liga,2013,2014-03-16,RSO,VLC,1,1
La Liga,2013,2014-03-16,SEV,VLLD,1,1
La Liga,2013,2014-03-17,VIL,ATHB,0,-1
La Liga,2013,2014-03-21,CEL,MLG,-1,1
La Liga,2013,2014-03-22,ATHB,GET,1,1
La Liga,2013,2014-03-22,ESP,LEVA,0,-1
La Liga,2013,2014-03-22,GRA,ELC,1,1
La Liga,2013,2014-03-22,VLLD,RAYO,0,-1
La Liga,2013,2014-03-23,BET,ATHM,-1,-1
La Liga,2013,2014-03-23,OSA,SEV,-1,-1
La Liga,2013,2014-03-23,RMA,BARC,-1,-1
La Liga,2013,2014-03-23,VLC,VIL,1,-1
La Liga,2013,2014-03-24,ALM,RSO,1,-1
La Liga,2013,2014-03-25,ELC,ATHB,0,-1
La Liga,2013,2014-03-25,MLG,ESP,-1,1
La Liga,2013,2014-03-26,ATHM,GRA,1,1
La Liga,2013,2014-03-26,BARC,CEL,1,1
La Liga,2013,2014-03-26,RAYO,OSA,1,1
La Liga,2013,2014-03-26,SEV,RMA,1,-1
La Liga,2013,2014-03-27,ALM,VLC,0,-1
La Liga,2013,2014-03-27,GET,VIL,-1,-1
La Liga,2013,2014-03-27,LEVA,BET,-1,1
La Liga,2013,2014-03-27,RSO,VLLD,1,1
La Liga,2013,2014-03-29,ATHB,ATHM,-1,-1
La Liga,2013,2014-03-29,CEL,SEV,1,-1
La Liga,2013,2014-03-29,ESP,BARC,-1,-1
La Liga,2013,2014-03-29,RMA,RAYO,1,1
La Liga,2013,2014-03-30,OSA,RSO,0,-1
La Liga,2013,2014-03-30,VIL,ELC,0,1
La Liga,2013,2014-03-30,VLC,GET,-1,1
La Liga,2013,2014-03-30,VLLD,ALM,1,-1
La Liga,2013,2014-03-31,BET,MLG,-1,-1
La Liga,2013,2014-03-31,GRA,LEVA,-1,-1
La Liga,2013,2014-04-04,ALM,OSA,-1,1
