league,season,team,first_half_win_pct,second_half_win_pct,n_first,n_second
MLB,2001,ARI,0.4691,0.4198,81,81
MLB,2001,ATL,0.3951,0.4568,81,81
MLB,2001,BAL,0.0864,0.037,81,81
MLB,2001,BOS,0.3125,0.284,80,81
MLB,2001,CHA,0.2963,0.284,81,81
MLB,2001,CHN,0.358,0.321,81,81
MLB,2001,CIN,0.0494,0.1111,81,81
MLB,2001,CLE,0.4691,0.358,81,81
MLB,2001,COL,0.0741,0.0741,81,81
MLB,2001,DET,0.1481,0.0741,81,81
MLB,2001,FLO,0.2346,0.1111,81,81
MLB,2001,HOU,0.4321,0.4691,81,81
MLB,2001,KCA,0.037,0.0494,81,81
MLB,2001,LAN,0.284,0.2593,81,81
MLB,2001,MIL,0.1852,0.0741,81,81
MLB,2001,MIN,0.3457,0.3086,81,81
MLB,2001,MON,0.0247,0.0864,81,81
MLB,2001,NYA,0.4625,0.4198,80,81
MLB,2001,NYN,0.2099,0.2469,81,81
MLB,2001,OAK,0.3827,0.4938,81,81
MLB,2001,PHI,0.3086,0.3333,81,81
MLB,2001,PIT,0.0,0.0,81,81
MLB,2001,SDN,0.1111,0.2222,81,81
MLB,2001,SEA,0.4938,0.5062,81,81
MLB,2001,SFN,0.4444,0.3333,81,81
MLB,2001,SLN,0.5185,0.4938,81,81
MLB,2001,TBA,0.0,0.0,81,81
MLB,2001,TEX,0.0741,0.1605,81,81
MLB,2001,TOR,0.284,0.2222,81,81
MLB,2002,ANA,0.4691,0.358,81,81
MLB,2002,ARI,0.4938,0.4691,81,81
MLB,2002,ATL,0.5125,0.4938,80,81
MLB,2002,BAL,0.1481,0.0864,81,81
MLB,2002,BOS,0.2963,0.3457,81,81
MLB,2002,CHA,0.3086,0.284,81,81
MLB,2002,CHN,0.037,0.0864,81,81
MLB,2002,CIN,0.1481,0.284,81,81
MLB,2002,CLE,0.1975,0.1852,81,81
MLB,2002,COL,0.1111,0.1481,81,81
MLB,2002,DET,0.0,0.0,80,81
MLB,2002,FLO,0.2222,0.2222,81,81
MLB,2002,HOU,0.3086,0.3827,81,81
MLB,2002,KCA,0.0741,0.0741,81,81
MLB,2002,LAN,0.3704,0.2469,81,81
MLB,2002,MIL,0.0,0.0,81,81
MLB,2002,MIN,0.4,0.4198,80,81
MLB,2002,MON,0.3827,0.321,81,81
MLB,2002,NYA,0.475,0.5185,80,81
MLB,2002,NYN,0.15,0.0741,80,81
MLB,2002,OAK,0.4691,0.4938,81,81
MLB,2002,PHI,0.2625,0.2222,80,81
MLB,2002,PIT,0.2,0.1111,80,81
MLB,2002,SDN,0.037,0.0,81,81
MLB,2002,SEA,0.2593,0.2469,81,81
MLB,2002,SFN,0.358,0.3827,81,81
MLB,2002,SLN,0.4568,0.4321,81,81
MLB,2002,TBA,0.0375,0.0,80,81
MLB,2002,TEX,0.0864,0.1358,81,81
MLB,2002,TOR,0.1605,0.2593,81,81
MLB,2003,ANA,0.2099,0.0988,81,81
MLB,2003,ARI,0.2469,0.2346,81,81
MLB,2003,ATL,0.4815,0.5185,81,81
MLB,2003,BAL,0.2469,0.061,81,82
MLB,2003,BOS,0.4568,0.3951,81,81
MLB,2003,CHA,0.2716,0.3086,81,81
MLB,2003,CHN,0.4444,0.3951,81,81
MLB,2003,CIN,0.0741,0.1111,81,81
MLB,2003,CLE,0.0864,0.1111,81,81
MLB,2003,COL,0.2346,0.0741,81,81
MLB,2003,DET,0.0,0.0,81,81
MLB,2003,FLO,0.3951,0.4198,81,81
MLB,2003,HOU,0.3827,0.3951,81,81
MLB,2003,KCA,0.1481,0.2346,81,81
MLB,2003,LAN,0.2716,0.3333,81,81
MLB,2003,MIL,0.0741,0.0,81,81
MLB,2003,MIN,0.3457,0.4198,81,81
MLB,2003,MON,0.2346,0.1358,81,81
MLB,2003,NYA,0.4938,0.5122,81,82
MLB,2003,NYN,0.0375,0.0,80,81
MLB,2003,OAK,0.3827,0.4691,81,81
MLB,2003,PHI,0.1852,0.3457,81,81
MLB,2003,PIT,0.1852,0.2099,81,81
MLB,2003,SDN,0.037,0.0,81,81
MLB,2003,SEA,0.3827,0.3951,81,81
MLB,2003,SFN,0.5,0.4691,80,81
MLB,2003,SLN,0.3333,0.2716,81,81
MLB,2003,TBA,0.037,0.0,81,81
MLB,2003,TEX,0.1111,0.0864,81,81
MLB,2003,TOR,0.2593,0.284,81,81
MLB,2004,ANA,0.4074,0.4444,81,81
MLB,2004,ARI,0.0,0.0,81,81
MLB,2004,ATL,0.4691,0.4568,81,81
MLB,2004,BAL,0.2099,0.2099,81,81
MLB,2004,BOS,0.4444,0.4321,81,81
MLB,2004,CHA,0.2346,0.321,81,81
MLB,2004,CHN,0.2716,0.358,81,81
MLB,2004,CIN,0.2222,0.1481,81,81
MLB,2004,CLE,0.2593,0.1975,81,81
MLB,2004,COL,0.0741,0.1111,81,81
MLB,2004,DET,0.1605,0.1481,81,81
MLB,2004,FLO,0.1852,0.284,81,81
MLB,2004,HOU,0.4444,0.3827,81,81
MLB,2004,KCA,0.0,0.0,81,81
MLB,2004,LAN,0.4691,0.4074,81,81
MLB,2004,MIL,0.1125,0.0,80,81
MLB,2004,MIN,0.4815,0.3704,81,81
MLB,2004,MON,0.0,0.037,81,81
MLB,2004,NYA,0.4938,0.5062,81,81
MLB,2004,NYN,0.1235,0.0988,81,81
MLB,2004,OAK,0.2963,0.4444,81,81
MLB,2004,PHI,0.358,0.3086,81,81
MLB,2004,PIT,0.1125,0.1605,80,81
MLB,2004,SDN,0.3827,0.2346,81,81
MLB,2004,SEA,0.0,0.0617,81,81
MLB,2004,SFN,0.3457,0.3951,81,81
MLB,2004,SLN,0.4938,0.5062,81,81
MLB,2004,TBA,0.0875,0.1852,80,81
MLB,2004,TEX,0.2222,0.2963,81,81
MLB,2004,TOR,0.1125,0.0741,80,81
MLB,2005,ANA,0.4198,0.5309,81,81
MLB,2005,ARI,0.3086,0.1852,81,81
MLB,2005,ATL,0.3704,0.5556,81,81
MLB,2005,BAL,0.2099,0.0741,81,81
MLB,2005,BOS,0.4321,0.4568,81,81
MLB,2005,CHA,0.4938,0.5062,81,81
MLB,2005,CHN,0.1111,0.2716,81,81
MLB,2005,CIN,0.1481,0.0732,81,82
MLB,2005,CLE,0.3457,0.4198,81,81
MLB,2005,COL,0.037,0.0,81,81
MLB,2005,DET,0.0741,0.1605,81,81
MLB,2005,FLO,0.2469,0.3333,81,81
MLB,2005,HOU,0.3704,0.5,81,82
MLB,2005,KCA,0.0,0.0,81,81
MLB,2005,LAN,0.037,0.1235,81,81
MLB,2005,MIL,0.2593,0.284,81,81
MLB,2005,MIN,0.358,0.2099,81,81
MLB,2005,NYA,0.4198,0.358,81,81
MLB,2005,NYN,0.2222,0.3457,81,81
MLB,2005,OAK,0.3457,0.3086,81,81
MLB,2005,PHI,0.3704,0.3951,81,81
MLB,2005,PIT,0.0741,0.0494,81,81
MLB,2005,SDN,0.3704,0.3333,81,81
MLB,2005,SEA,0.037,0.037,81,81
MLB,2005,SFN,0.1975,0.1605,81,81
MLB,2005,SLN,0.5309,0.4691,81,81
MLB,2005,TBA,0.0,0.0494,81,81
MLB,2005,TEX,0.1111,0.1975,81,81
MLB,2005,TOR,0.1605,0.3333,81,81
MLB,2005,WAS,0.1852,0.1481,81,81
MLB,2006,ANA,0.3457,0.321,81,81
MLB,2006,ARI,0.0617,0.0741,81,81
MLB,2006,ATL,0.2222,0.284,81,81
MLB,2006,BAL,0.1111,0.037,81,81
MLB,2006,BOS,0.3086,0.2346,81,81
MLB,2006,CHA,0.3827,0.321,81,81
MLB,2006,CHN,0.0,0.0,81,81
MLB,2006,CIN,0.3704,0.2963,81,81
MLB,2006,CLE,0.1481,0.1975,81,81
MLB,2006,COL,0.0741,0.2099,81,81
MLB,2006,DET,0.3704,0.4691,81,81
MLB,2006,FLO,0.1852,0.2099,81,81
MLB,2006,HOU,0.4321,0.2593,81,81
MLB,2006,KCA,0.037,0.0,81,81
MLB,2006,LAN,0.4074,0.5185,81,81
MLB,2006,MIL,0.0741,0.1235,81,81
MLB,2006,MIN,0.4568,0.5062,81,81
MLB,2006,NYA,0.5309,0.4691,81,81
MLB,2006,NYN,0.4198,0.5432,81,81
MLB,2006,OAK,0.358,0.4815,81,81
MLB,2006,PHI,0.321,0.4074,81,81
MLB,2006,PIT,0.037,0.037,81,81
MLB,2006,SDN,0.4074,0.3951,81,81
MLB,2006,SEA,0.1852,0.0617,81,81
MLB,2006,SFN,0.1625,0.2222,80,81
MLB,2006,SLN,0.5,0.3333,80,81
MLB,2006,TBA,0.0,0.0,81,81
MLB,2006,TEX,0.1358,0.2346,81,81
MLB,2006,TOR,0.3086,0.2716,81,81
MLB,2006,WAS,0.0864,0.0617,81,81
MLB,2007,ANA,0.4815,0.358,81,81
MLB,2007,ARI,0.5062,0.4568,81,81
MLB,2007,ATL,0.1852,0.321,81,81
MLB,2007,BAL,0.037,0.0741,81,81
MLB,2007,BOS,0.4815,0.5185,81,81
MLB,2007,CHA,0.1358,0.0988,81,81
MLB,2007,CHN,0.3704,0.3704,81,81
MLB,2007,CIN,0.0864,0.0741,81,81
MLB,2007,CLE,0.5185,0.4198,81,81
MLB,2007,COL,0.3704,0.4878,81,82
MLB,2007,DET,0.3951,0.3704,81,81
MLB,2007,FLO,0.0741,0.0,81,81
MLB,2007,HOU,0.1728,0.1235,81,81
MLB,2007,KCA,0.037,0.037,81,81
MLB,2007,LAN,0.1481,0.1975,81,81
MLB,2007,MIL,0.4198,0.2593,81,81
MLB,2007,MIN,0.2222,0.2469,81,81
MLB,2007,NYA,0.3704,0.4815,81,81
MLB,2007,NYN,0.3333,0.4074,81,81
MLB,2007,OAK,0.2346,0.1975,81,81
MLB,2007,PHI,0.4815,0.4321,81,81
MLB,2007,PIT,0.0,0.0,81,81
MLB,2007,SDN,0.3827,0.3049,81,82
MLB,2007,SEA,0.3704,0.284,81,81
MLB,2007,SFN,0.0,0.0741,81,81
MLB,2007,SLN,0.2469,0.2099,81,81
MLB,2007,TBA,0.0,0.0,81,81
MLB,2007,TEX,0.0741,0.2346,81,81
MLB,2007,TOR,0.321,0.2222,81,81
MLB,2007,WAS,0.1481,0.1111,81,81
MLB,2008,ANA,0.4938,0.5062,81,81
MLB,2008,ARI,0.321,0.284,81,81
MLB,2008,ATL,0.1358,0.1358,81,81
MLB,2008,BAL,0.125,0.0,80,81
MLB,2008,BOS,0.3951,0.4198,81,81
MLB,2008,CHA,0.3704,0.4024,81,82
MLB,2008,CHN,0.5375,0.4691,80,81
MLB,2008,CIN,0.0741,0.1975,81,81
MLB,2008,CLE,0.2963,0.2716,81,81
MLB,2008,COL,0.1235,0.284,81,81
MLB,2008,DET,0.0741,0.037,81,81
MLB,2008,FLO,0.375,0.2099,80,81
MLB,2008,HOU,0.25,0.4074,80,81
MLB,2008,KCA,0.1605,0.1605,81,81
MLB,2008,LAN,0.284,0.3457,81,81
MLB,2008,MIL,0.4444,0.4444,81,81
MLB,2008,MIN,0.3086,0.3293,81,82
MLB,2008,NYA,0.3827,0.3086,81,81
MLB,2008,NYN,0.4198,0.3827,81,81
MLB,2008,OAK,0.1625,0.1358,80,81
MLB,2008,PHI,0.3827,0.5062,81,81
MLB,2008,PIT,0.037,0.0494,81,81
MLB,2008,SDN,0.0494,0.0247,81,81
MLB,2008,SEA,0.037,0.0,81,81
MLB,2008,SFN,0.0741,0.1111,81,81
MLB,2008,SLN,0.2716,0.2716,81,81
MLB,2008,TBA,0.4568,0.4321,81,81
MLB,2008,TEX,0.2222,0.1975,81,81
MLB,2008,TOR,0.284,0.2222,81,81
MLB,2008,WAS,0.0,0.0,80,81
MLB,2009,ANA,0.4938,0.4321,81,81
MLB,2009,ARI,0.037,0.0864,81,81
MLB,2009,ATL,0.284,0.2469,81,81
MLB,2009,BAL,0.037,0.0,81,81
MLB,2009,BOS,0.3951,0.4568,81,81
MLB,2009,CHA,0.1975,0.2469,81,81
MLB,2009,CHN,0.25,0.3951,80,81
MLB,2009,CIN,0.2099,0.2222,81,81
MLB,2009,CLE,0.0741,0.0741,81,81
MLB,2009,COL,0.321,0.5309,81,81
MLB,2009,DET,0.1728,0.4878,81,82
MLB,2009,FLO,0.3457,0.3457,81,81
MLB,2009,HOU,0.0741,0.1975,81,81
MLB,2009,KCA,0.0494,0.0,81,81
MLB,2009,LAN,0.4691,0.4938,81,81
MLB,2009,MIL,0.2346,0.2346,81,81
MLB,2009,MIN,0.4074,0.4024,81,82
MLB,2009,NYA,0.5062,0.4938,81,81
MLB,2009,NYN,0.1111,0.037,81,81
MLB,2009,OAK,0.0988,0.0864,81,81
MLB,2009,PHI,0.4198,0.5062,81,81
MLB,2009,PIT,0.0,0.0494,80,81
MLB,2009,SDN,0.1605,0.1235,81,81
MLB,2009,SEA,0.1852,0.3457,81,81
MLB,2009,SFN,0.3333,0.321,81,81
MLB,2009,SLN,0.4691,0.4074,81,81
MLB,2009,TBA,0.2469,0.284,81,81
MLB,2009,TEX,0.4074,0.3333,81,81
MLB,2009,TOR,0.1358,0.1111,81,81
MLB,2009,WAS,0.0,0.0,81,81
MLB,2010,ANA,0.1481,0.2346,81,81
MLB,2010,ARI,0.037,0.0,81,81
MLB,2010,ATL,0.3704,0.4321,81,81
MLB,2010,BAL,0.037,0.037,81,81
MLB,2010,BOS,0.3086,0.321,81,81
MLB,2010,CHA,0.3457,0.3457,81,81
MLB,2010,CHN,0.1605,0.037,81,81
MLB,2010,CIN,0.4815,0.3951,81,81
MLB,2010,CLE,0.0247,0.1605,81,81
MLB,2010,COL,0.321,0.2222,81,81
MLB,2010,DET,0.3086,0.2099,81,81
MLB,2010,FLO,0.2346,0.2222,81,81
MLB,2010,HOU,0.1728,0.1481,81,81
MLB,2010,KCA,0.037,0.0494,81,81
MLB,2010,LAN,0.1852,0.1728,81,81
MLB,2010,MIL,0.2222,0.2346,81,81
MLB,2010,MIN,0.4444,0.4691,81,81
MLB,2010,NYA,0.4444,0.4074,81,81
MLB,2010,NYN,0.1235,0.2099,81,81
MLB,2010,OAK,0.2716,0.1481,81,81
MLB,2010,PHI,0.4815,0.5556,81,81
MLB,2010,PIT,0.0,0.0,81,81
MLB,2010,SDN,0.4568,0.321,81,81
MLB,2010,SEA,0.0,0.0,81,81
MLB,2010,SFN,0.4815,0.4815,81,81
MLB,2010,SLN,0.3827,0.321,81,81
MLB,2010,TBA,0.4815,0.5185,81,81
MLB,2010,TEX,0.4938,0.358,81,81
MLB,2010,TOR,0.1605,0.1975,81,81
MLB,2010,WAS,0.1111,0.037,81,81
MLB,2011,ANA,0.2963,0.3457,81,81
MLB,2011,ARI,0.4691,0.4444,81,81
MLB,2011,ATL,0.284,0.4444,81,81
MLB,2011,BAL,0.0864,0.0,81,81
MLB,2011,BOS,0.3457,0.3333,81,81
MLB,2011,CHA,0.2346,0.1975,81,81
MLB,2011,CHN,0.037,0.0741,81,81
MLB,2011,CIN,0.2469,0.2222,81,81
MLB,2011,CLE,0.2716,0.3333,81,81
MLB,2011,COL,0.1481,0.1481,81,81
MLB,2011,DET,0.4321,0.4444,81,81
MLB,2011,FLO,0.0617,0.0864,81,81
MLB,2011,HOU,0.0,0.0,81,81
MLB,2011,KCA,0.2099,0.0617,81,81
MLB,2011,LAN,0.225,0.321,80,81
MLB,2011,MIL,0.4938,0.4568,81,81
MLB,2011,MIN,0.0,0.0,81,81
MLB,2011,NYA,0.5679,0.4321,81,81
MLB,2011,NYN,0.1852,0.1852,81,81
MLB,2011,OAK,0.1605,0.1975,81,81
MLB,2011,PHI,0.5556,0.4444,81,81
MLB,2011,PIT,0.0741,0.1975,81,81
MLB,2011,SDN,0.1111,0.0494,81,81
MLB,2011,SEA,0.0247,0.0,81,81
MLB,2011,SFN,0.3457,0.3827,81,81
MLB,2011,SLN,0.3827,0.3951,81,81
MLB,2011,TBA,0.4198,0.3457,81,81
MLB,2011,TEX,0.4444,0.5185,81,81
MLB,2011,TOR,0.2593,0.1975,81,81
MLB,2011,WAS,0.2,0.358,80,81
MLB,2012,ANA,0.2593,0.2593,81,81
MLB,2012,ARI,0.2222,0.321,81,81
MLB,2012,ATL,0.3704,0.4568,81,81
MLB,2012,BAL,0.3333,0.3951,81,81
MLB,2012,BOS,0.0864,0.0494,81,81
MLB,2012,CHA,0.3827,0.2593,81,81
MLB,2012,CHN,0.037,0.0741,81,81
MLB,2012,CIN,0.4444,0.5185,81,81
MLB,2012,CLE,0.037,0.0741,81,81
MLB,2012,COL,0.0494,0.037,81,81
MLB,2012,DET,0.2963,0.3333,81,81
MLB,2012,HOU,0.0,0.0,81,81
MLB,2012,KCA,0.1111,0.1481,81,81
MLB,2012,LAN,0.3086,0.3457,81,81
MLB,2012,MIA,0.1111,0.0,81,81
MLB,2012,MIL,0.3704,0.321,81,81
MLB,2012,MIN,0.037,0.0,81,81
MLB,2012,NYA,0.4691,0.4938,81,81
MLB,2012,NYN,0.037,0.1975,81,81
MLB,2012,OAK,0.4444,0.4691,81,81
MLB,2012,PHI,0.3827,0.1111,81,81
MLB,2012,PIT,0.2593,0.1975,81,81
MLB,2012,SDN,0.1111,0.1975,81,81
MLB,2012,SEA,0.1235,0.1975,81,81
MLB,2012,SFN,0.4321,0.3951,81,81
MLB,2012,SLN,0.3951,0.4074,81,81
MLB,2012,TBA,0.3457,0.284,81,81
MLB,2012,TEX,0.4074,0.4321,81,81
MLB,2012,TOR,0.0988,0.1358,81,81
MLB,2012,WAS,0.4691,0.5309,81,81
MLB,2013,ANA,0.2346,0.1605,81,81
MLB,2013,ARI,0.2469,0.358,81,81
MLB,2013,ATL,0.4691,0.4938,81,81
MLB,2013,BAL,0.1852,0.3086,81,81
MLB,2013,BOS,0.5062,0.4938,81,81
MLB,2013,CHA,0.037,0.037,81,81
MLB,2013,CHN,0.0617,0.037,81,81
MLB,2013,CIN,0.3457,0.2716,81,81
MLB,2013,CLE,0.3704,0.4198,81,81
MLB,2013,COL,0.1111,0.0864,81,81
MLB,2013,DET,0.4074,0.4321,81,81
MLB,2013,HOU,0.0,0.0,81,81
MLB,2013,KCA,0.3086,0.2469,81,81
MLB,2013,LAN,0.4444,0.3951,81,81
MLB,2013,MIA,0.0,0.0,81,81
MLB,2013,MIL,0.1852,0.1235,81,81
MLB,2013,MIN,0.0988,0.0864,81,81
MLB,2013,NYA,0.2099,0.2099,81,81
MLB,2013,NYN,0.1605,0.1358,81,81
MLB,2013,OAK,0.4444,0.4815,81,81
MLB,2013,PHI,0.0864,0.1111,81,81
MLB,2013,PIT,0.4321,0.358,81,81
MLB,2013,SDN,0.2099,0.1605,81,81
MLB,2013,SEA,0.1358,0.0988,81,81
MLB,2013,SFN,0.2593,0.1975,81,81
MLB,2013,SLN,0.4691,0.5309,81,81
MLB,2013,TBA,0.3457,0.4268,81,82
MLB,2013,TEX,0.2346,0.439,81,82
MLB,2013,TOR,0.1235,0.0864,81,81
MLB,2013,WAS,0.321,0.3704,81,81
MLB,2014,ANA,0.4938,0.5062,81,81
MLB,2014,ARI,0.0,0.0,81,81
MLB,2014,ATL,0.2099,0.2469,81,81
MLB,2014,BAL,0.4938,0.4444,81,81
MLB,2014,BOS,0.0741,0.0494,81,81
MLB,2014,CHA,0.1111,0.1481,81,81
MLB,2014,CHN,0.0741,0.0494,81,81
MLB,2014,CIN,0.0988,0.1605,81,81
MLB,2014,CLE,0.2716,0.321,81,81
MLB,2014,COL,0.0741,0.0494,81,81
MLB,2014,DET,0.4321,0.4691,81,81
MLB,2014,HOU,0.0617,0.0864,81,81
MLB,2014,KCA,0.3457,0.3827,81,81
MLB,2014,LAN,0.4815,0.4568,81,81
MLB,2014,MIA,0.1605,0.1975,81,81
MLB,2014,MIL,0.2593,0.2963,81,81
MLB,2014,MIN,0.0864,0.037,81,81
MLB,2014,NYA,0.2593,0.3457,81,81
MLB,2014,NYN,0.2222,0.3951,81,81
MLB,2014,OAK,0.358,0.3704,81,81
MLB,2014,PHI,0.0741,0.0741,81,81
MLB,2014,PIT,0.3704,0.3827,81,81
MLB,2014,SDN,0.1852,0.2222,81,81
MLB,2014,SEA,0.321,0.284,81,81
MLB,2014,SFN,0.4444,0.2963,81,81
MLB,2014,SLN,0.4568,0.4691,81,81
MLB,2014,TBA,0.1852,0.1235,81,81
MLB,2014,TEX,0.0247,0.0,81,81
MLB,2014,TOR,0.1852,0.2963,81,81
MLB,2014,WAS,0.4568,0.5062,81,81
MLB,2015,ANA,0.3333,0.284,81,81
MLB,2015,ARI,0.1975,0.284,81,81
MLB,2015,ATL,0.1111,0.0494,81,81
MLB,2015,BAL,0.2099,0.2099,81,81
MLB,2015,BOS,0.0617,0.1852,81,81
MLB,2015,CHA,0.1111,0.0864,81,81
MLB,2015,CHN,0.3704,0.4074,81,81
MLB,2015,CIN,0.037,0.0,81,81
MLB,2015,CLE,0.25,0.2222,80,81
MLB,2015,COL,0.0494,0.0864,81,81
MLB,2015,DET,0.1,0.0,80,81
MLB,2015,HOU,0.3704,0.3457,81,81
MLB,2015,KCA,0.4691,0.4568,81,81
MLB,2015,LAN,0.4568,0.4198,81,81
MLB,2015,MIA,0.1605,0.2099,81,81
MLB,2015,MIL,0.0864,0.1481,81,81
MLB,2015,MIN,0.321,0.284,81,81
MLB,2015,NYA,0.3086,0.4568,81,81
MLB,2015,NYN,0.4198,0.3827,81,81
MLB,2015,OAK,0.037,0.0,81,81
MLB,2015,PHI,0.0,0.0,81,81
MLB,2015,PIT,0.4691,0.4074,81,81
MLB,2015,SDN,0.0617,0.2716,81,81
MLB,2015,SEA,0.0617,0.1852,81,81
MLB,2015,SFN,0.358,0.3086,81,81
MLB,2015,SLN,0.5185,0.4815,81,81
MLB,2015,TBA,0.1975,0.1358,81,81
MLB,2015,TEX,0.358,0.5309,81,81
MLB,2015,TOR,0.5432,0.4074,81,81
MLB,2015,WAS,0.2222,0.4074,81,81
MLB,2016,ANA,0.1235,0.1111,81,81
MLB,2016,ARI,0.0741,0.1605,81,81
MLB,2016,ATL,0.05,0.0617,80,81
MLB,2016,BAL,0.4198,0.2469,81,81
MLB,2016,BOS,0.5062,0.4198,81,81
MLB,2016,CHA,0.1235,0.1852,81,81
MLB,2016,CHN,0.4444,0.5556,81,81
MLB,2016,CIN,0.0,0.0,81,81
MLB,2016,CLE,0.4,0.5432,80,81
MLB,2016,COL,0.2099,0.2469,81,81
MLB,2016,DET,0.3375,0.3457,80,81
MLB,2016,HOU,0.2469,0.2593,81,81
MLB,2016,KCA,0.1481,0.2593,81,81
MLB,2016,LAN,0.4321,0.4568,81,81
MLB,2016,MIA,0.3,0.2222,80,81
MLB,2016,MIL,0.1728,0.1728,81,81
MLB,2016,MIN,0.0,0.0,81,81
MLB,2016,NYA,0.2716,0.0864,81,81
MLB,2016,NYN,0.321,0.4321,81,81
MLB,2016,OAK,0.037,0.0494,81,81
MLB,2016,PHI,0.1728,0.0741,81,81
MLB,2016,PIT,0.2346,0.2346,81,81
MLB,2016,SDN,0.0,0.037,81,81
MLB,2016,SEA,0.3086,0.3086,81,81
MLB,2016,SFN,0.3086,0.3827,81,81
MLB,2016,SLN,0.321,0.3827,81,81
MLB,2016,TBA,0.0,0.0741,81,81
MLB,2016,TEX,0.4938,0.5062,81,81
MLB,2016,TOR,0.284,0.4691,81,81
MLB,2016,WAS,0.4198,0.5432,81,81
MLB,2017,ANA,0.3333,0.3457,81,81
MLB,2017,ARI,0.4568,0.3333,81,81
MLB,2017,ATL,0.2346,0.1358,81,81
MLB,2017,BAL,0.037,0.0494,81,81
MLB,2017,BOS,0.4815,0.4321,81,81
MLB,2017,CHA,0.0741,0.0741,81,81
MLB,2017,CHN,0.4321,0.4568,81,81
MLB,2017,CIN,0.0741,0.0,81,81
MLB,2017,CLE,0.4444,0.5185,81,81
MLB,2017,COL,0.1852,0.4691,81,81
MLB,2017,DET,0.0,0.0,81,81
MLB,2017,HOU,0.4938,0.4691,81,81
MLB,2017,KCA,0.2222,0.2469,81,81
MLB,2017,LAN,0.5432,0.4568,81,81
MLB,2017,MIA,0.2469,0.2963,81,81
MLB,2017,MIL,0.321,0.3704,81,81
MLB,2017,MIN,0.3086,0.358,81,81
MLB,2017,NYA,0.3827,0.4074,81,81
MLB,2017,NYN,0.1111,0.0864,81,81
MLB,2017,OAK,0.0617,0.1235,81,81
MLB,2017,PHI,0.037,0.0,81,81
MLB,2017,PIT,0.1728,0.1728,81,81
MLB,2017,SDN,0.1111,0.1605,81,81
MLB,2017,SEA,0.2346,0.1605,81,81
MLB,2017,SFN,0.0,0.0,81,81
MLB,2017,SLN,0.2593,0.2963,81,81
MLB,2017,TBA,0.358,0.1852,81,81
MLB,2017,TEX,0.2469,0.2963,81,81
MLB,2017,TOR,0.1852,0.1605,81,81
MLB,2017,WAS,0.4815,0.4815,81,81
MLB,2018,ANA,0.2469,0.1605,81,81
MLB,2018,ARI,0.1975,0.2469,81,81
MLB,2018,ATL,0.4691,0.321,81,81
MLB,2018,BAL,0.0,0.0,81,81
MLB,2018,BOS,0.4815,0.5185,81,81
MLB,2018,CHA,0.0494,0.1111,81,81
MLB,2018,CHN,0.4074,0.4756,81,82
MLB,2018,CIN,0.0617,0.1111,81,81
MLB,2018,CLE,0.3951,0.3827,81,81
MLB,2018,COL,0.3333,0.3902,81,82
MLB,2018,DET,0.1481,0.1358,81,81
MLB,2018,HOU,0.4568,0.4938,81,81
MLB,2018,KCA,0.0,0.037,81,81
MLB,2018,LAN,0.4691,0.378,81,82
MLB,2018,MIA,0.0,0.0,80,81
MLB,2018,MIL,0.5062,0.4878,81,82
MLB,2018,MIN,0.2099,0.3086,81,81
MLB,2018,NYA,0.4198,0.4321,81,81
MLB,2018,NYN,0.0864,0.2099,81,81
MLB,2018,OAK,0.3827,0.4321,81,81
MLB,2018,PHI,0.1852,0.2469,81,81
MLB,2018,PIT,0.3125,0.2222,80,81
MLB,2018,SDN,0.0494,0.0,81,81
MLB,2018,SEA,0.2346,0.2963,81,81
MLB,2018,SFN,0.1605,0.0741,81,81
MLB,2018,SLN,0.3704,0.2346,81,81
MLB,2018,TBA,0.2963,0.3086,81,81
MLB,2018,TEX,0.1111,0.0988,81,81
MLB,2018,TOR,0.1728,0.1111,81,81
MLB,2018,WAS,0.2593,0.284,81,81
MLB,2019,ANA,0.1605,0.1605,81,81
MLB,2019,ARI,0.2963,0.3457,81,81
MLB,2019,ATL,0.5062,0.4568,81,81
MLB,2019,BAL,0.037,0.0,81,81
MLB,2019,BOS,0.2963,0.284,81,81
MLB,2019,CHA,0.225,0.1852,80,81
MLB,2019,CHN,0.2716,0.2469,81,81
MLB,2019,CIN,0.1111,0.1358,81,81
MLB,2019,CLE,0.3333,0.358,81,81
MLB,2019,COL,0.1605,0.1235,81,81
MLB,2019,DET,0.0,0.0,80,81
MLB,2019,HOU,0.4938,0.5062,81,81
MLB,2019,KCA,0.037,0.1111,81,81
MLB,2019,LAN,0.5309,0.4691,81,81
MLB,2019,MIA,0.0,0.0,81,81
MLB,2019,MIL,0.3457,0.358,81,81
MLB,2019,MIN,0.4444,0.4691,81,81
MLB,2019,NYA,0.5062,0.4444,81,81
MLB,2019,NYN,0.2222,0.3333,81,81
MLB,2019,OAK,0.4691,0.3457,81,81
MLB,2019,PHI,0.1852,0.1852,81,81
MLB,2019,PIT,0.0247,0.0741,81,81
MLB,2019,SDN,0.1111,0.0247,81,81
MLB,2019,SEA,0.0741,0.0988,81,81
MLB,2019,SFN,0.2099,0.1728,81,81
MLB,2019,SLN,0.4074,0.4074,81,81
MLB,2019,TBA,0.2716,0.4568,81,81
MLB,2019,TEX,0.2593,0.1975,81,81
MLB,2019,TOR,0.0864,0.1235,81,81
MLB,2019,WAS,0.4568,0.3951,81,81
MLB,2020,ANA,0.0,0.2333,30,30
