season,date,home_team,away_team,true_home_team_result,simulated_home_team_result_seed_1,simulated_home_team_result_seed_2,simulated_home_team_result_seed_3,simulated_home_team_result_seed_4,simulated_home_team_result_seed_5,simulated_home_team_result_seed_6,simulated_home_team_result_seed_7,simulated_home_team_result_seed_8,simulated_home_team_result_seed_9,simulated_home_team_result_seed_10
2008,2009-02-01,SIE,LEC,-1,1,-1,1,0,-1,1,1,1,1,-1
2008,2009-02-02,BOLG,FIO,-1,1,-1,1,0,-1,1,0,1,1,1
2008,2009-02-07,LEC,INT,-1,0,1,0,1,1,-1,1,-1,0,1
2008,2009-02-07,MIL,REG,0,1,1,0,1,1,0,0,1,1,-1
2008,2009-02-08,CAG,ATA,-1,0,-1,1,1,1,1,-1,0,-1,1
2008,2009-02-08,CAT,JUV,-1,-1,1,1,-1,0,-1,1,0,1,1
2008,2009-02-08,FIO,LAZ,1,-1,1,1,1,0,0,-1,1,1,1
2008,2009-02-08,PAL,NAP,1,-1,-1,1,0,-1,1,-1,-1,1,0
2008,2009-02-08,ROM,GEN,1,1,1,1,1,-1,1,1,1,1,-1
2008,2009-02-08,SAM,SIE,0,1,1,1,0,0,1,0,1,1,1
2008,2009-02-08,TOR,CHI,0,-1,0,-1,1,0,1,-1,0,0,1
2008,2009-02-08,UDI,BOLG,1,1,-1,0,1,1,1,1,0,-1,0
2008,2009-02-14,LAZ,TOR,0,-1,1,0,1,-1,1,-1,1,1,1
2008,2009-02-14,NAP,BOLG,0,1,-1,1,1,-1,-1,1,1,1,0
2008,2009-02-15,ATA,ROM,1,1,-1,1,-1,0,-1,1,0,-1,-1
2008,2009-02-15,CAG,LEC,1,1,1,0,1,1,1,1,0,0,-1
2008,2009-02-15,CHI,CAT,0,1,1,-1,1,-1,0,-1,0,1,0
2008,2009-02-15,GEN,FIO,0,0,-1,0,0,1,0,0,0,0,1
2008,2009-02-15,INT,MIL,1,-1,-1,1,1,1,1,-1,1,1,0
2008,2009-02-15,JUV,SAM,0,1,0,1,1,-1,1,0,1,1,1
2008,2009-02-15,REG,PAL,0,1,1,0,-1,-1,1,-1,1,0,1
2008,2009-02-15,SIE,UDI,0,0,-1,-1,1,1,0,1,-1,1,0
2008,2009-02-21,BOLG,INT,-1,0,0,1,1,-1,0,0,1,-1,-1
2008,2009-02-21,PAL,JUV,-1,1,-1,1,1,-1,-1,0,-1,1,1
2008,2009-02-21,ROM,SIE,1,-1,-1,1,1,1,0,1,0,-1,1
2008,2009-02-22,CAT,REG,1,1,-1,-1,0,0,0,1,-1,-1,1
2008,2009-02-22,FIO,CHI,1,0,1,0,-1,-1,1,-1,1,-1,0
2008,2009-02-22,LEC,LAZ,-1,0,1,1,-1,1,1,1,1,-1,1
2008,2009-02-22,MIL,CAG,1,-1,-1,0,-1,-1,-1,1,-1,1,-1
2008,2009-02-22,NAP,GEN,-1,1,1,0,-1,1,1,1,1,-1,-1
2008,2009-02-22,SAM,ATA,1,0,1,1,-1,0,1,-1,0,1,1
2008,2009-02-22,TOR,UDI,1,1,0,-1,1,0,0,-1,1,0,1
2008,2009-02-28,JUV,NAP,1,1,-1,0,1,0,1,-1,-1,1,-1
2008,2009-02-28,LAZ,BOLG,1,1,1,0,0,-1,-1,1,-1,-1,0
2008,2009-03-01,ATA,CHI,-1,1,-1,-1,1,-1,1,1,-1,-1,-1
2008,2009-03-01,CAG,TOR,0,0,1,1,1,0,1,1,1,-1,1
2008,2009-03-01,INT,ROM,0,-1,-1,1,1,0,-1,0,0,0,1
2008,2009-03-01,PAL,CAT,-1,0,-1,0,0,-1,0,1,-1,1,1
2008,2009-03-01,REG,FIO,0,1,1,0,0,-1,1,-1,-1,-1,0
2008,2009-03-01,SAM,MIL,1,-1,0,1,1,-1,0,0,0,0,1
2008,2009-03-01,SIE,GEN,0,1,0,1,1,-1,1,1,1,0,-1
2008,2009-03-01,UDI,LEC,1,0,-1,-1,1,-1,1,-1,1,0,1
2008,2009-03-07,GEN,INT,-1,-1,0,1,-1,1,1,1,1,1,1
2008,2009-03-07,ROM,UDI,0,1,1,0,0,1,0,0,1,1,0
2008,2009-03-07,TOR,JUV,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1
2008,2009-03-08,BOLG,SAM,1,1,1,-1,0,1,0,1,1,-1,1
2008,2009-03-08,CAT,SIE,-1,1,-1,1,0,0,-1,0,-1,1,0
2008,2009-03-08,CHI,CAG,0,0,0,-1,-1,-1,-1,1,1,1,1
2008,2009-03-08,FIO,PAL,-1,0,0,0,1,1,1,1,-1,1,-1
2008,2009-03-08,LEC,REG,0,0,1,1,1,0,0,1,1,-1,0
2008,2009-03-08,MIL,ATA,1,1,0,-1,1,-1,-1,1,0,1,1
2008,2009-03-08,NAP,LAZ,-1,1,1,-1,0,0,-1,1,-1,0,-1
2008,2009-03-14,CAG,GEN,-1,0,1,-1,-1,1,0,1,0,1,-1
2008,2009-03-14,JUV,BOLG,1,0,-1,1,-1,-1,0,-1,-1,1,1
2008,2009-03-15,ATA,TOR,1,1,0,1,0,0,-1,1,1,-1,-1
2008,2009-03-15,INT,FIO,1,1,1,1,1,1,1,0,1,-1,-1
2008,2009-03-15,LAZ,CHI,-1,0,1,0,0,1,1,1,1,0,1
2008,2009-03-15,PAL,LEC,1,0,1,1,0,1,0,1,1,1,0
2008,2009-03-15,REG,NAP,0,1,1,1,1,1,1,0,1,1,1
2008,2009-03-15,SAM,ROM,0,1,1,-1,0,1,1,-1,-1,0,0
2008,2009-03-15,SIE,MIL,-1,1,-1,1,0,1,-1,0,1,0,0
2008,2009-03-15,UDI,CAT,0,0,0,-1,-1,1,1,-1,0,1,1
2008,2009-03-21,CAT,LAZ,1,-1,0,1,1,1,1,1,0,1,1
2008,2009-03-21,ROM,JUV,-1,-1,0,0,0,0,-1,-1,1,0,0
2008,2009-03-22,BOLG,CAG,-1,0,1,-1,0,0,-1,-1,0,1,0
2008,2009-03-22,CHI,PAL,1,-1,1,0,1,1,-1,1,0,-1,0
2008,2009-03-22,FIO,SIE,1,0,1,1,0,0,1,-1,-1,1,0
2008,2009-03-22,GEN,UDI,1,1,1,0,-1,1,-1,1,0,1,1
2008,2009-03-22,INT,REG,1,1,0,1,0,1,1,1,1,1,1
2008,2009-03-22,LEC,ATA,0,0,1,-1,-1,1,1,1,0,-1,-1
2008,2009-03-22,NAP,MIL,0,0,1,1,0,0,-1,1,-1,0,-1
2008,2009-03-22,TOR,SAM,-1,0,1,1,1,1,1,1,1,1,0
2008,2009-04-05,ATA,FIO,-1,1,0,1,-1,1,0,-1,1,-1,-1
2008,2009-04-05,CAG,CAT,1,-1,1,0,1,-1,0,-1,1,-1,1
2008,2009-04-05,JUV,CHI,0,-1,1,-1,-1,-1,1,-1,1,1,1
2008,2009-04-05,MIL,LEC,1,-1,0,-1,-1,0,1,1,0,-1,1
2008,2009-04-05,PAL,TOR,1,0,1,1,-1,-1,1,0,-1,0,0
2008,2009-04-05,REG,GEN,-1,0,0,1,1,-1,0,1,0,1,0
2008,2009-04-05,ROM,BOLG,1,0,-1,1,1,1,1,1,1,1,0
2008,2009-04-05,SAM,NAP,0,1,0,-1,-1,1,1,-1,0,1,1
2008,2009-04-05,SIE,LAZ,1,0,1,0,1,1,1,-1,1,0,0
2008,2009-04-05,UDI,INT,-1,0,-1,1,-1,1,0,1,1,1,-1
2008,2009-04-11,BOLG,SIE,-1,1,-1,1,1,1,1,-1,0,0,-1
2008,2009-04-11,CHI,MIL,-1,0,-1,0,0,-1,1,1,0,0,1
2008,2009-04-11,FIO,CAG,1,1,1,0,-1,1,1,-1,0,0,1
2008,2009-04-11,GEN,JUV,1,1,1,-1,0,-1,1,1,-1,-1,-1
2008,2009-04-11,INT,PAL,0,0,-1,-1,-1,0,1,1,-1,1,-1
2008,2009-04-11,LAZ,ROM,1,0,1,0,-1,-1,1,-1,1,0,1
2008,2009-04-11,LEC,SAM,-1,1,0,1,-1,0,1,0,-1,0,1
2008,2009-04-11,NAP,ATA,0,0,1,-1,0,0,0,1,1,1,1
2008,2009-04-11,TOR,CAT,1,0,1,-1,1,1,1,0,1,1,1
2008,2009-04-12,REG,UDI,-1,1,1,0,1,1,1,0,0,1,1
2008,2009-04-18,GEN,LAZ,-1,1,1,1,1,-1,1,0,1,0,1
2008,2009-04-18,JUV,INT,0,-1,0,-1,1,1,1,0,0,1,0
2008,2009-04-19,ATA,REG,-1,1,-1,-1,1,0,-1,-1,-1,-1,-1
2008,2009-04-19,CAG,NAP,1,-1,1,-1,0,-1,1,-1,0,0,1
2008,2009-04-19,CAT,SAM,1,0,0,1,-1,-1,1,1,1,-1,1
2008,2009-04-19,MIL,TOR,1,1,1,1,1,1,-1,1,1,0,1
2008,2009-04-19,PAL,BOLG,1,1,0,1,1,1,1,1,-1,0,1
2008,2009-04-19,ROM,LEC,1,1,0,1,1,-1,0,0,-1,-1,1
2008,2009-04-19,SIE,CHI,-1,-1,-1,1,0,1,1,1,-1,1,1
2008,2009-04-19,UDI,FIO,1,-1,-1,0,0,-1,1,1,0,1,1
2008,2009-04-25,CHI,UDI,-1,1,1,1,1,0,-1,-1,0,-1,-1
2008,2009-04-25,FIO,ROM,1,0,1,0,1,1,-1,1,0,0,1
2008,2009-04-26,BOLG,GEN,1,1,1,-1,1,0,0,1,0,-1,0
2008,2009-04-26,LAZ,ATA,-1,1,1,1,1,-1,1,1,1,1,1
2008,2009-04-26,LEC,CAT,1,1,0,-1,1,1,1,-1,-1,0,0
2008,2009-04-26,MIL,PAL,1,-1,1,0,-1,0,1,-1,1,0,1
2008,2009-04-26,NAP,INT,1,-1,1,-1,0,0,1,1,-1,0,1
2008,2009-04-26,REG,JUV,0,0,0,0,1,1,1,0,-1,1,0
2008,2009-04-26,SAM,CAG,0,0,0,-1,-1,1,1,0,1,0,-1
2008,2009-04-26,TOR,SIE,1,1,-1,1,-1,-1,0,1,1,-1,0
2008,2009-05-02,BOLG,REG,-1,1,1,1,1,-1,1,1,1,-1,1
2008,2009-05-02,INT,LAZ,1,-1,1,-1,-1,1,-1,0,1,-1,0
2008,2009-05-03,CAT,MIL,-1,1,-1,0,1,0,1,1,-1,-1,1
2008,2009-05-03,FIO,TOR,1,-1,1,1,1,1,1,0,-1,1,-1
2008,2009-05-03,GEN,SAM,1,1,1,-1,1,1,-1,1,1,1,-1
2008,2009-05-03,JUV,LEC,0,1,0,1,-1,0,1,1,-1,1,-1
2008,2009-05-03,PAL,CAG,1,0,-1,-1,0,1,1,1,1,1,-1
2008,2009-05-03,ROM,CHI,0,1,-1,1,1,0,-1,1,1,0,1
2008,2009-05-03,SIE,NAP,1,1,-1,1,1,1,-1,-1,0,0,0
2008,2009-05-03,UDI,ATA,1,0,1,1,0,-1,1,0,0,1,0
2008,2009-05-09,LAZ,UDI,-1,-1,1,0,1,1,1,1,1,-1,0
2008,2009-05-09,SAM,REG,1,1,0,-1,-1,1,0,-1,1,0,0
2008,2009-05-10,ATA,GEN,0,1,1,0,0,1,0,-1,1,-1,1
2008,2009-05-10,CAG,ROM,0,1,0,1,-1,1,1,1,1,1,-1
2008,2009-05-10,CAT,FIO,-1,1,0,-1,1,1,-1,1,1,1,-1
2008,2009-05-10,CHI,INT,0,0,-1,0,-1,1,-1,0,1,1,-1
2008,2009-05-10,LEC,NAP,0,-1,0,-1,1,0,0,-1,1,1,-1
2008,2009-05-10,MIL,JUV,0,-1,0,1,0,-1,-1,0,1,0,1
2008,2009-05-10,SIE,PAL,1,0,0,1,-1,-1,0,-1,1,1,-1
2008,2009-05-10,TOR,BOLG,0,1,-1,1,0,0,1,-1,1,1,-1
2008,2009-05-16,ROM,CAT,1,-1,1,1,1,-1,-1,0,1,1,-1
2008,2009-05-16,UDI,MIL,1,0,1,-1,-1,0,1,1,1,-1,1
2008,2009-05-17,BOLG,LEC,1,0,-1,1,-1,1,1,1,1,-1,1
2008,2009-05-17,FIO,SAM,1,1,0,1,-1,1,1,0,-1,1,1
2008,2009-05-17,GEN,CHI,0,-1,0,-1,1,-1,-1,1,1,-1,0
2008,2009-05-17,INT,SIE,1,1,-1,0,1,0,-1,1,1,0,-1
2008,2009-05-17,JUV,ATA,0,0,1,-1,0,1,-1,0,1,1,0
2008,2009-05-17,NAP,TOR,-1,1,-1,1,0,0,1,-1,1,0,1
2008,2009-05-17,PAL,LAZ,1,0,0,0,1,1,1,1,1,-1,-1
2008,2009-05-17,REG,CAG,1,-1,1,1,-1,0,-1,0,0,-1,1
2008,2009-05-20,LAZ,REG,1,1,-1,-1,-1,1,1,1,1,1,0
2008,2009-05-24,ATA,PAL,0,-1,0,-1,-1,-1,1,1,1,-1,0
2008,2009-05-24,CAG,INT,1,-1,1,0,-1,1,-1,0,0,1,-1
2008,2009-05-24,CAT,NAP,1,1,-1,0,1,-1,1,0,0,1,-1
2008,2009-05-24,CHI,BOLG,0,1,1,-1,-1,1,1,0,0,1,0
2008,2009-05-24,LEC,FIO,0,0,1,1,1,1,1,-1,-1,1,0
2008,2009-05-24,MIL,ROM,-1,0,-1,1,0,-1,1,0,0,1,-1
2008,2009-05-24,SAM,UDI,0,1,1,1,1,-1,1,1,-1,1,-1
2008,2009-05-24,SIE,JUV,-1,-1,1,-1,-1,-1,1,-1,-1,0,1
2008,2009-05-24,TOR,GEN,-1,1,1,-1,1,0,1,0,0,1,1
2008,2009-05-31,BOLG,CAT,1,-1,0,1,1,0,1,1,1,-1,0
2008,2009-05-31,FIO,MIL,-1,-1,1,1,-1,1,1,1,0,1,1
2008,2009-05-31,GEN,LEC,1,-1,1,1,-1,0,0,-1,1,-1,0
2008,2009-05-31,INT,ATA,1,0,-1,1,-1,1,0,0,-1,0,1
2008,2009-05-31,JUV,LAZ,1,-1,1,1,0,0,0,-1,1,1,-1
2008,2009-05-31,NAP,CHI,1,-1,-1,0,-1,1,1,0,-1,-1,1
2008,2009-05-31,PAL,SAM,0,-1,1,-1,0,-1,-1,-1,-1,1,1
2008,2009-05-31,REG,SIE,0,-1,1,-1,-1,0,0,0,0,1,1
2008,2009-05-31,ROM,TOR,1,1,1,-1,1,0,-1,1,0,-1,1
2008,2009-05-31,UDI,CAG,1,1,1,-1,-1,-1,1,1,1,1,-1
2009,2009-08-22,BOLG,FIO,0,0,-1,1,1,1,1,1,1,1,1
2009,2009-08-22,SIE,MIL,-1,-1,-1,-1,-1,1,0,-1,-1,1,0
2009,2009-08-23,CAT,SAM,-1,1,-1,-1,1,1,0,-1,-1,0,1
2009,2009-08-23,GEN,ROM,1,-1,-1,1,1,-1,1,0,1,1,1
2009,2009-08-23,INT,BARI,0,1,0,-1,1,-1,1,-1,-1,0,1
2009,2009-08-23,JUV,CHI,1,1,1,1,0,1,1,1,1,-1,1
2009,2009-08-23,LAZ,ATA,1,-1,1,1,0,0,1,1,1,0,1
2009,2009-08-23,LIVO,CAG,0,1,1,0,1,-1,1,1,1,1,0
2009,2009-08-23,PAL,NAP,1,0,-1,1,1,1,1,-1,1,-1,1
2009,2009-08-23,UDI,PAR,0,1,1,1,-1,0,1,-1,1,1,1
2009,2009-08-29,BARI,BOLG,0,1,1,1,0,-1,1,1,0,-1,1
2009,2009-08-29,MIL,INT,-1,1,1,-1,0,1,1,-1,-1,1,1
2009,2009-08-30,ATA,GEN,-1,0,1,0,1,1,1,0,0,1,1
2009,2009-08-30,CAG,SIE,-1,0,1,1,1,0,0,0,0,-1,-1
2009,2009-08-30,CHI,LAZ,-1,1,1,1,-1,1,-1,1,1,1,1
2009,2009-08-30,FIO,PAL,1,1,1,0,0,-1,-1,0,-1,1,-1
2009,2009-08-30,NAP,LIVO,1,0,0,1,0,1,1,1,-1,0,-1
2009,2009-08-30,PAR,CAT,1,1,1,1,-1,0,1,1,-1,1,1
2009,2009-08-30,ROM,JUV,-1,1,0,-1,1,1,0,1,1,-1,1
2009,2009-08-30,SAM,UDI,1,0,1,0,1,1,0,0,-1,0,1
2009,2009-09-12,LAZ,JUV,-1,1,1,1,1,1,1,0,1,0,1
2009,2009-09-12,LIVO,MIL,0,-1,1,1,1,0,1,1,-1,1,1
2009,2009-09-13,ATA,SAM,-1,1,1,1,0,1,1,1,1,1,-1
2009,2009-09-13,BOLG,CHI,-1,0,1,-1,1,1,0,1,-1,0,0
2009,2009-09-13,FIO,CAG,1,-1,1,1,0,-1,-1,1,0,0,-1
2009,2009-09-13,GEN,NAP,1,0,0,1,-1,-1,0,1,1,0,1
2009,2009-09-13,INT,PAR,1,1,1,1,1,-1,1,-1,1,0,1
2009,2009-09-13,PAL,BARI,0,0,-1,1,1,0,0,1,0,1,0
2009,2009-09-13,SIE,ROM,-1,-1,1,1,-1,-1,0,0,0,-1,0
2009,2009-09-13,UDI,CAT,1,1,1,1,1,-1,1,1,0,1,1
2009,2009-09-19,JUV,LIVO,1,1,1,-1,-1,-1,1,0,0,1,1
2009,2009-09-19,NAP,UDI,0,1,0,1,0,1,0,-1,-1,-1,0
2009,2009-09-20,BARI,ATA,1,1,1,0,1,0,1,1,1,1,1
2009,2009-09-20,CAG,INT,-1,0,1,1,-1,1,1,1,1,1,1
2009,2009-09-20,CAT,LAZ,0,0,-1,-1,0,1,1,1,0,1,1
2009,2009-09-20,CHI,GEN,1,1,-1,1,-1,0,0,1,-1,1,1
2009,2009-09-20,MIL,BOLG,1,1,0,1,1,1,-1,1,0,-1,-1
2009,2009-09-20,PAR,PAL,1,0,1,-1,1,1,0,-1,0,-1,1
2009,2009-09-20,ROM,FIO,1,1,0,1,1,1,1,1,0,-1,1
2009,2009-09-20,SAM,SIE,1,0,-1,1,1,1,-1,1,0,-1,1
2009,2009-09-23,ATA,CAT,0,-1,0,1,-1,0,1,1,1,1,-1
2009,2009-09-23,BARI,CAG,-1,1,1,0,1,0,0,1,-1,1,-1
2009,2009-09-23,BOLG,LIVO,1,0,0,0,1,1,-1,-1,1,1,0
2009,2009-09-23,FIO,SAM,1,1,0,0,1,-1,1,1,1,1,1
2009,2009-09-23,INT,NAP,1,1,0,1,1,1,0,1,1,1,1
2009,2009-09-23,LAZ,PAR,-1,1,1,1,0,0,1,1,1,1,1
2009,2009-09-23,PAL,ROM,0,-1,1,1,1,1,-1,1,0,0,-1
2009,2009-09-23,SIE,CHI,0,1,0,1,0,1,1,0,-1,-1,0
2009,2009-09-23,UDI,MIL,1,-1,1,-1,1,-1,0,0,0,0,1
2009,2009-09-24,GEN,JUV,0,1,1,-1,1,1,1,1,0,1,0
2009,2009-09-26,LIVO,FIO,-1,1,1,0,-1,1,1,1,1,1,0
2009,2009-09-26,SAM,INT,1,-1,0,0,1,-1,-1,-1,0,1,1
2009,2009-09-27,CAT,ROM,0,1,0,1,1,0,1,1,-1,0,-1
2009,2009-09-27,CHI,ATA,0,-1,-1,0,0,1,1,1,1,-1,1
2009,2009-09-27,JUV,BOLG,0,-1,0,1,0,1,1,-1,1,1,1
2009,2009-09-27,LAZ,PAL,0,1,1,-1,-1,1,0,1,1,0,0
2009,2009-09-27,MIL,BARI,0,1,-1,1,1,0,-1,1,1,1,1
2009,2009-09-27,NAP,SIE,1,1,0,0,0,1,-1,0,1,-1,-1
2009,2009-09-27,PAR,CAG,-1,-1,0,0,1,0,1,1,1,0,-1
2009,2009-09-27,UDI,GEN,1,1,1,-1,1,1,1,-1,0,1,1
2009,2009-10-03,BARI,CAT,0,0,1,1,-1,1,1,1,0,1,-1
2009,2009-10-03,INT,UDI,1,0,1,0,1,-1,1,-1,-1,0,0
2009,2009-10-04,ATA,MIL,0,-1,-1,1,-1,1,-1,1,1,-1,-1
2009,2009-10-04,BOLG,GEN,-1,1,-1,0,1,-1,0,-1,1,1,0
2009,2009-10-04,CAG,CHI,-1,1,-1,0,1,0,1,1,0,-1,1
2009,2009-10-04,FIO,LAZ,0,-1,1,0,1,0,1,1,0,0,-1
2009,2009-10-04,PAL,JUV,1,0,1,0,1,-1,0,1,1,1,1
2009,2009-10-04,ROM,NAP,1,0,0,1,0,0,1,0,1,1,0
2009,2009-10-04,SAM,PAR,0,1,-1,0,1,1,1,-1,1,1,0
2009,2009-10-04,SIE,LIVO,0,-1,-1,0,1,1,1,-1,1,-1,1
2009,2009-10-17,GEN,INT,-1,-1,1,0,0,-1,-1,1,0,-1,1
2009,2009-10-17,JUV,FIO,0,1,1,-1,-1,1,1,-1,0,-1,0
2009,2009-10-18,CAT,CAG,1,0,0,0,0,-1,0,0,-1,0,0
2009,2009-10-18,CHI,BARI,-1,0,1,0,-1,-1,-1,0,1,1,0
2009,2009-10-18,LAZ,SAM,0,-1,-1,-1,1,1,1,0,1,1,-1
2009,2009-10-18,LIVO,PAL,-1,1,1,1,0,1,0,1,-1,1,1
2009,2009-10-18,MIL,ROM,1,0,1,0,0,0,-1,1,1,1,1
2009,2009-10-18,NAP,BOLG,1,-1,1,1,0,1,0,1,0,1,1
2009,2009-10-18,PAR,SIE,1,-1,1,0,1,-1,0,0,-1,0,0
2009,2009-10-18,UDI,ATA,-1,0,1,1,-1,1,0,1,-1,0,0
2009,2009-10-24,INT,CAT,1,1,1,-1,0,-1,0,1,1,1,0
2009,2009-10-24,SAM,BOLG,1,1,1,-1,1,-1,0,1,0,-1,1
2009,2009-10-25,ATA,PAR,1,1,-1,0,1,-1,1,1,-1,0,-1
2009,2009-10-25,BARI,LAZ,1,1,-1,0,1,0,-1,1,0,1,1
2009,2009-10-25,CAG,GEN,1,1,0,1,1,1,1,1,1,1,-1
2009,2009-10-25,CHI,MIL,-1,0,0,0,1,1,1,1,0,1,-1
2009,2009-10-25,FIO,NAP,-1,1,1,1,1,-1,1,1,1,-1,-1
2009,2009-10-25,PAL,UDI,1,1,1,1,1,1,0,0,1,1,-1
2009,2009-10-25,ROM,LIVO,-1,-1,1,0,-1,1,1,1,1,1,1
2009,2009-10-25,SIE,JUV,-1,1,1,-1,1,1,1,-1,1,0,-1
2009,2009-10-28,BOLG,SIE,1,-1,0,1,1,0,-1,0,1,0,1
2009,2009-10-28,CAT,CHI,-1,1,-1,0,-1,1,1,1,-1,1,0
2009,2009-10-28,GEN,FIO,1,1,0,1,1,-1,-1,1,-1,0,1
2009,2009-10-28,JUV,SAM,1,1,0,1,-1,-1,1,1,1,0,1
2009,2009-10-28,LAZ,CAG,-1,0,0,1,-1,1,-1,-1,-1,1,-1
2009,2009-10-28,LIVO,ATA,1,0,1,1,0,0,0,0,1,1,0
2009,2009-10-28,NAP,MIL,0,1,-1,1,1,1,-1,1,-1,1,0
2009,2009-10-28,PAR,BARI,1,0,-1,-1,0,-1,1,-1,1,1,0
2009,2009-10-28,UDI,ROM,1,-1,1,1,1,1,0,-1,0,-1,-1
2009,2009-10-29,INT,PAL,1,0,0,0,-1,-1,1,1,0,1,0
2009,2009-10-31,JUV,NAP,-1,1,0,0,1,-1,1,1,1,-1,1
2009,2009-10-31,MIL,PAR,1,0,0,1,1,0,1,0,1,1,-1
2009,2009-11-01,CAG,ATA,1,-1,1,1,0,0,1,1,1,1,1
2009,2009-11-01,CHI,UDI,0,0,1,1,0,0,1,0,0,1,1
2009,2009-11-01,FIO,CAT,1,0,-1,-1,-1,-1,1,0,-1,1,0
2009,2009-11-01,LIVO,INT,-1,0,0,-1,-1,-1,1,-1,1,-1,-1
2009,2009-11-01,PAL,GEN,0,-1,1,-1,1,-1,-1,1,1,0,0
2009,2009-11-01,ROM,BOLG,1,0,1,-1,1,0,-1,-1,1,-1,1
2009,2009-11-01,SAM,BARI,0,-1,1,1,1,0,1,-1,-1,1,1
2009,2009-11-01,SIE,LAZ,0,1,1,1,0,1,1,1,1,1,0
2009,2009-11-07,ATA,JUV,-1,1,0,1,1,0,1,1,0,-1,-1
2009,2009-11-07,CAT,NAP,0,-1,1,0,1,1,0,1,1,1,-1
2009,2009-11-08,BARI,LIVO,1,-1,1,1,0,1,-1,0,-1,-1,-1
2009,2009-11-08,BOLG,PAL,1,-1,0,0,0,1,1,1,-1,1,0
2009,2009-11-08,CAG,SAM,1,-1,0,-1,0,1,0,1,1,1,1
2009,2009-11-08,GEN,SIE,1,1,0,-1,-1,-1,1,-1,1,-1,0
2009,2009-11-08,INT,ROM,0,1,-1,-1,1,1,1,1,0,0,-1
2009,2009-11-08,LAZ,MIL,-1,1,1,1,1,1,-1,-1,-1,1,1
2009,2009-11-08,PAR,CHI,1,0,1,1,0,1,1,0,0,0,0
2009,2009-11-08,UDI,FIO,-1,1,0,1,1,-1,1,-1,1,-1,1
2009,2009-11-21,BOLG,INT,-1,0,1,-1,-1,0,0,1,0,0,0
2009,2009-11-21,FIO,PAR,-1,0,0,1,1,0,0,1,-1,-1,0
2009,2009-11-22,JUV,UDI,1,-1,1,-1,0,-1,-1,1,1,1,1
2009,2009-11-22,LIVO,GEN,1,1,-1,-1,0,1,0,1,-1,-1,1
2009,2009-11-22,MIL,CAG,1,1,1,0,1,0,-1,-1,1,-1,1
2009,2009-11-22,NAP,LAZ,0,-1,-1,0,1,0,1,-1,-1,0,1
2009,2009-11-22,PAL,CAT,0,1,-1,0,-1,1,-1,-1,1,-1,1
2009,2009-11-22,ROM,BARI,1,1,0,1,0,1,1,0,-1,1,1
2009,2009-11-22,SAM,CHI,1,-1,0,1,-1,-1,0,1,-1,0,1
2009,2009-11-22,SIE,ATA,-1,1,-1,1,0,-1,0,-1,1,1,0
2009,2009-11-28,GEN,SAM,1,1,1,-1,1,0,-1,0,1,1,0
2009,2009-11-28,UDI,LIVO,1,1,-1,0,1,0,0,0,1,1,-1
2009,2009-11-29,ATA,ROM,-1,0,1,1,-1,1,1,1,1,1,-1
2009,2009-11-29,BARI,SIE,1,0,1,-1,0,1,-1,-1,1,1,-1
2009,2009-11-29,CAG,JUV,1,-1,0,1,1,1,1,-1,-1,1,1
2009,2009-11-29,CAT,MIL,-1,1,-1,0,1,1,-1,1,1,0,1
2009,2009-11-29,CHI,PAL,1,-1,1,1,1,0,1,-1,-1,0,-1
2009,2009-11-29,INT,FIO,1,1,-1,0,-1,1,0,1,1,0,1
2009,2009-11-29,LAZ,BOLG,0,0,1,1,0,0,-1,1,1,0,1
2009,2009-11-29,PAR,NAP,0,1,1,1,-1,1,1,-1,-1,-1,0
2009,2009-12-05,JUV,INT,1,1,1,0,1,1,-1,0,1,1,1
2009,2009-12-05,MIL,SAM,1,0,1,-1,1,1,0,0,1,-1,-1
2009,2009-12-06,BOLG,UDI,1,0,1,1,1,0,1,1,0,0,1
2009,2009-12-06,FIO,ATA,1,1,-1,1,1,-1,1,1,1,0,1
2009,2009-12-06,GEN,PAR,0,0,0,-1,-1,1,0,-1,-1,0,1
2009,2009-12-06,LIVO,CHI,-1,0,1,-1,-1,1,-1,1,1,1,0
2009,2009-12-06,NAP,BARI,1,0,1,-1,0,1,0,1,-1,1,1
2009,2009-12-06,PAL,CAG,1,-1,0,-1,1,0,1,0,0,0,0
2009,2009-12-06,ROM,LAZ,1,0,0,1,1,0,1,1,1,0,-1
2009,2009-12-06,SIE,CAT,1,0,-1,1,1,1,1,1,1,-1,0
2009,2009-12-12,BARI,JUV,1,1,-1,0,1,-1,-1,-1,1,1,1
2009,2009-12-12,CAG,NAP,0,1,0,-1,0,-1,0,-1,1,1,1
2009,2009-12-13,ATA,INT,0,1,0,1,1,0,1,1,1,1,1
2009,2009-12-13,CAT,LIVO,-1,-1,0,-1,0,-1,0,-1,1,0,1
2009,2009-12-13,CHI,FIO,1,1,0,1,0,0,1,-1,0,1,1
2009,2009-12-13,LAZ,GEN,1,1,1,1,0,-1,-1,1,-1,1,-1
2009,2009-12-13,MIL,PAL,-1,-1,1,-1,-1,1,0,0,1,0,1
2009,2009-12-13,PAR,BOLG,1,0,-1,0,1,-1,1,1,1,-1,1
2009,2009-12-13,SAM,ROM,0,-1,1,1,-1,1,1,-1,-1,1,1
