season,team,rank,simulation_seed
2011,KAI,12,4
2011,LEVK,13,4
2011,AUG,14,4
2011,WOB,15,4
2011,M'G,16,4
2011,FRE,17,4
2011,STU,18,4
2012,AUG,1,4
2012,GREF,2,4
2012,SCH,3,4
2012,NUR,4,4
2012,STU,5,4
2012,EINF,6,4
2012,HAN,7,4
2012,WERB,8,4
2012,HOF,9,4
2012,WOB,10,4
2012,M'G,11,4
2012,DOR,12,4
2012,LEVK,13,4
2012,MAI,14,4
2012,HAM,15,4
2012,BAY,16,4
2012,FRE,17,4
2012,FORD,18,4
2013,HAM,1,4
2013,NUR,2,4
2013,FRE,3,4
2013,MAI,4,4
2013,AUG,5,4
2013,STU,6,4
2013,WERB,7,4
2013,SCH,8,4
2013,WOB,9,4
2013,HAN,10,4
2013,BAY,11,4
2013,M'G,12,4
2013,EINF,13,4
2013,DOR,14,4
2013,LEVK,15,4
2013,HOF,16,4
2013,BRA,17,4
2013,HERT,18,4
2014,MAI,1,4
2014,PAD,2,4
2014,M'G,3,4
2014,FRE,4,4
2014,WOB,5,4
2014,HAN,6,4
2014,HERT,7,4
2014,WERB,8,4
2014,HOF,9,4
2014,KOL,10,4
2014,LEVK,11,4
2014,DOR,12,4
2014,STU,13,4
2014,BAY,14,4
2014,AUG,15,4
2014,EINF,16,4
2014,HAM,17,4
2014,SCH,18,4
2015,HAN,1,4
2015,WERB,2,4
2015,AUG,3,4
2015,DAR,4,4
2015,BAY,5,4
2015,STU,6,4
2015,HERT,7,4
2015,HAM,8,4
2015,EINF,9,4
2015,LEVK,10,4
2015,MAI,11,4
2015,WOB,12,4
2015,DOR,13,4
2015,ING,14,4
2015,HOF,15,4
2015,M'G,16,4
2015,SCH,17,4
2015,KOL,18,4
2016,HAM,1,4
2016,EINF,2,4
2016,AUG,3,4
2016,DAR,4,4
2016,SCH,5,4
2016,WOB,6,4
2016,FRE,7,4
2016,BAY,8,4
2016,HERT,9,4
2016,M'G,10,4
2016,HOF,11,4
2016,WERB,12,4
2016,DOR,13,4
2016,ING,14,4
2016,KOL,15,4
2016,RBL,16,4
2016,MAI,17,4
2016,LEVK,18,4
2017,DOR,1,4
2017,HAM,2,4
2017,BAY,3,4
2017,LEVK,4,4
2017,HOF,5,4
2017,STU,6,4
2017,MAI,7,4
2017,EINF,8,4
2017,M'G,9,4
2017,WOB,10,4
2017,KOL,11,4
2017,AUG,12,4
2017,SCH,13,4
2017,HERT,14,4
2017,WERB,15,4
2017,FRE,16,4
2017,HAN,17,4
2017,RBL,18,4
2018,BAY,1,4
2018,LEVK,2,4
2018,AUG,3,4
2018,WOB,4,4
2018,M'G,5,4
2018,FORD,6,4
2018,WERB,7,4
2018,STU,8,4
2018,HOF,9,4
2018,DOR,10,4
2018,HAN,11,4
2018,NUR,12,4
2018,EINF,13,4
2018,FRE,14,4
2018,SCH,15,4
2018,MAI,16,4
2018,HERT,17,4
2018,RBL,18,4
2019,AUG,1,4
2019,DOR,2,4
2019,M'G,3,4
2019,WOB,4,4
2019,UNI,5,4
2019,PAD,6,4
2019,LEVK,7,4
2019,SCH,8,4
2019,HOF,9,4
2019,EINF,10,4
2019,HERT,11,4
2019,MAI,12,4
2019,KOL,13,4
2019,BAY,14,4
2019,FORD,15,4
2019,RBL,16,4
2019,FRE,17,4
2019,WERB,18,4
2020,UNI,1,4
2020,FRE,2,4
2020,HOF,3,4
2020,SCH,4,4
2020,HERT,5,4
2020,WOB,6,4
2020,MAI,7,4
2020,BIE,8,4
2020,STU,9,4
2020,RBL,10,4
2020,AUG,11,4
2020,WERB,12,4
2020,LEVK,13,4
2020,EINF,14,4
2020,M'G,15,4
2020,DOR,16,4
2020,BAY,17,4
2020,KOL,18,4
2021,M'G,1,4
2021,HERT,2,4
2021,BAY,3,4
2021,FRE,4,4
2021,DOR,5,4
2021,AUG,6,4
2021,STU,7,4
2021,LEVK,8,4
2021,BOC,9,4
2021,MAI,10,4
2021,UNI,11,4
2021,HOF,12,4
2021,BIE,13,4
2021,WOB,14,4
2021,RBL,15,4
2021,EINF,16,4
2021,KOL,17,4
2021,GREF,18,4
2022,SCH,1,4
2022,MAI,2,4
2022,WERB,3,4
2022,LEVK,4,4
2022,FRE,5,4
2022,AUG,6,4
2022,WOB,7,4
2022,RBL,8,4
2022,UNI,9,4
2022,DOR,10,4
2022,BOC,11,4
2022,HOF,12,4
2022,STU,13,4
2022,KOL,14,4
2022,EINF,15,4
2022,HERT,16,4
2022,BAY,17,4
2022,M'G,18,4
2023,WERB,1,4
2023,WOB,2,4
2023,DAR,3,4
2023,KOL,4,4
2023,HOF,5,4
2023,FRE,6,4
2023,LEVK,7,4
2023,STU,8,4
2023,AUG,9,4
2023,RBL,10,4
2023,EINF,11,4
2023,BOC,12,4
2023,M'G,13,4
2023,MAI,14,4
2023,HEI,15,4
2023,DOR,16,4
2023,UNI,17,4
2023,BAY,18,4
2024,BOC,1,4
2024,FRE,2,4
2024,HOF,3,4
2024,EINF,4,4
2024,WERB,5,4
2024,M'G,6,4
2024,HEI,7,4
2024,AUG,8,4
2024,WOB,9,4
2024,HOLK,10,4
2024,DOR,11,4
2024,STU,12,4
2024,MAI,13,4
2024,BAY,14,4
2024,UNI,15,4
2024,LEVK,16,4
2024,RBL,17,4
2024,STP,18,4
2004,SCH,1,5
2004,MAI,2,5
2004,WERB,3,5
2004,HAN,4,5
2004,HAM,5,5
2004,BIE,6,5
2004,LEVK,7,5
2004,M'G,8,5
2004,NUR,9,5
2004,BOC,10,5
2004,STU,11,5
2004,KAI,12,5
2004,DOR,13,5
2004,HERT,14,5
2004,HANR,15,5
2004,FRE,16,5
2004,BAY,17,5
2004,WOB,18,5
2005,KAI,1,5
2005,BIE,2,5
2005,M'G,3,5
2005,NUR,4,5
2005,WOB,5,5
2005,EINF,6,5
2005,KOL,7,5
2005,DOR,8,5
2005,MAI,9,5
2005,BAY,10,5
2005,SCH,11,5
2005,WERB,12,5
2005,STU,13,5
2005,DUI,14,5
2005,HAN,15,5
2005,HERT,16,5
2005,LEVK,17,5
2005,HAM,18,5
2006,WERB,1,5
2006,SCH,2,5
2006,AAC,3,5
2006,HERT,4,5
2006,EINF,5,5
2006,WOB,6,5
2006,BAY,7,5
2006,M'G,8,5
2006,HAM,9,5
2006,BOC,10,5
2006,NUR,11,5
2006,HAN,12,5
2006,STU,13,5
2006,LEVK,14,5
2006,COT,15,5
2006,MAI,16,5
2006,DOR,17,5
2006,BIE,18,5
2007,WERB,1,5
2007,NUR,2,5
2007,HAN,3,5
2007,EINF,4,5
2007,SCH,5,5
2007,COT,6,5
2007,BAY,7,5
2007,LEVK,8,5
2007,HERT,9,5
2007,DOR,10,5
2007,DUI,11,5
2007,WOB,12,5
2007,STU,13,5
2007,HANR,14,5
2007,BOC,15,5
2007,BIE,16,5
2007,KAR,17,5
2007,HAM,18,5
2008,BAY,1,5
2008,BIE,2,5
2008,KOL,3,5
2008,BOC,4,5
2008,WOB,5,5
2008,WERB,6,5
2008,DOR,7,5
2008,STU,8,5
2008,EINF,9,5
2008,HERT,10,5
2008,KAR,11,5
2008,HOF,12,5
2008,COT,13,5
2008,SCH,14,5
2008,LEVK,15,5
2008,HAN,16,5
2008,HAM,17,5
2008,M'G,18,5
2009,STU,1,5
2009,FRE,2,5
2009,WERB,3,5
2009,HERT,4,5
2009,BOC,5,5
2009,BAY,6,5
2009,DOR,7,5
2009,MAI,8,5
2009,LEVK,9,5
2009,EINF,10,5
2009,HAM,11,5
2009,M'G,12,5
2009,WOB,13,5
2009,HOF,14,5
2009,SCH,15,5
2009,NUR,16,5
2009,KOL,17,5
2009,HAN,18,5
2010,EINF,1,5
2010,SCH,2,5
2010,STU,3,5
2010,DOR,4,5
2010,WERB,5,5
2010,FRE,6,5
2010,HAN,7,5
2010,KAI,8,5
2010,WOB,9,5
2010,KOL,10,5
2010,HAM,11,5
2010,BAY,12,5
2010,STP,13,5
2010,NUR,14,5
2010,LEVK,15,5
2010,M'G,16,5
2010,MAI,17,5
2010,HOF,18,5
2011,HAM,1,5
2011,HOF,2,5
2011,LEVK,3,5
2011,WERB,4,5
2011,SCH,5,5
2011,KAI,6,5
2011,M'G,7,5
2011,WOB,8,5
2011,MAI,9,5
2011,KOL,10,5
2011,NUR,11,5
2011,DOR,12,5
2011,AUG,13,5
2011,STU,14,5
2011,HAN,15,5
2011,FRE,16,5
2011,BAY,17,5
2011,HERT,18,5
2012,MAI,1,5
2012,LEVK,2,5
2012,NUR,3,5
2012,EINF,4,5
2012,HAM,5,5
2012,SCH,6,5
2012,WOB,7,5
2012,WERB,8,5
2012,DOR,9,5
2012,M'G,10,5
2012,GREF,11,5
2012,HOF,12,5
2012,FRE,13,5
2012,FORD,14,5
2012,STU,15,5
2012,BAY,16,5
2012,AUG,17,5
2012,HAN,18,5
2013,NUR,1,5
2013,BRA,2,5
2013,HERT,3,5
2013,WERB,4,5
2013,STU,5,5
2013,LEVK,6,5
2013,HAM,7,5
2013,HOF,8,5
2013,MAI,9,5
2013,FRE,10,5
2013,WOB,11,5
2013,DOR,12,5
2013,HAN,13,5
2013,AUG,14,5
2013,EINF,15,5
2013,SCH,16,5
2013,BAY,17,5
2013,M'G,18,5
2014,BAY,1,5
2014,DOR,2,5
2014,SCH,3,5
2014,WOB,4,5
2014,FRE,5,5
2014,HOF,6,5
2014,PAD,7,5
2014,WERB,8,5
2014,HERT,9,5
2014,KOL,10,5
2014,STU,11,5
2014,HAN,12,5
2014,HAM,13,5
2014,MAI,14,5
2014,EINF,15,5
2014,LEVK,16,5
2014,AUG,17,5
2014,M'G,18,5
2015,HOF,1,5
2015,EINF,2,5
2015,KOL,3,5
2015,ING,4,5
2015,DOR,5,5
2015,MAI,6,5
2015,SCH,7,5
2015,BAY,8,5
2015,HAN,9,5
2015,DAR,10,5
2015,LEVK,11,5
2015,HERT,12,5
2015,WERB,13,5
2015,HAM,14,5
2015,M'G,15,5
2015,STU,16,5
2015,AUG,17,5
2015,WOB,18,5
2016,MAI,1,5
2016,HERT,2,5
2016,WOB,3,5
2016,LEVK,4,5
2016,HOF,5,5
2016,SCH,6,5
2016,KOL,7,5
2016,ING,8,5
2016,DOR,9,5
2016,M'G,10,5
2016,HAM,11,5
2016,RBL,12,5
2016,EINF,13,5
2016,DAR,14,5
2016,AUG,15,5
2016,BAY,16,5
2016,WERB,17,5
2016,FRE,18,5
2017,M'G,1,5
2017,DOR,2,5
2017,BAY,3,5
2017,STU,4,5
2017,MAI,5,5
2017,LEVK,6,5
2017,SCH,7,5
2017,RBL,8,5
2017,FRE,9,5
2017,HAM,10,5
2017,HOF,11,5
2017,WOB,12,5
2017,HERT,13,5
2017,KOL,14,5
2017,EINF,15,5
2017,WERB,16,5
2017,AUG,17,5
2017,HAN,18,5
2018,LEVK,1,5
2018,FORD,2,5
2018,BAY,3,5
2018,M'G,4,5
2018,RBL,5,5
2018,NUR,6,5
2018,AUG,7,5
2018,STU,8,5
2018,FRE,9,5
2018,MAI,10,5
2018,WOB,11,5
2018,HAN,12,5
2018,DOR,13,5
2018,HERT,14,5
2018,SCH,15,5
2018,HOF,16,5
2018,WERB,17,5
2018,EINF,18,5
2019,MAI,1,5
2019,HERT,2,5
2019,UNI,3,5
2019,SCH,4,5
2019,WOB,5,5
2019,FORD,6,5
2019,LEVK,7,5
2019,PAD,8,5
2019,RBL,9,5
2019,WERB,10,5
2019,EINF,11,5
2019,DOR,12,5
2019,BAY,13,5
2019,AUG,14,5
2019,KOL,15,5
2019,HOF,16,5
2019,FRE,17,5
2019,M'G,18,5
2020,EINF,1,5
2020,KOL,2,5
2020,M'G,3,5
2020,BAY,4,5
2020,DOR,5,5
2020,HOF,6,5
2020,STU,7,5
2020,LEVK,8,5
2020,RBL,9,5
2020,BIE,10,5
2020,HERT,11,5
2020,AUG,12,5
2020,UNI,13,5
2020,MAI,14,5
2020,WOB,15,5
2020,SCH,16,5
2020,WERB,17,5
2020,FRE,18,5
2021,BIE,1,5
2021,GREF,2,5
2021,STU,3,5
2021,KOL,4,5
2021,BOC,5,5
2021,AUG,6,5
2021,WOB,7,5
2021,BAY,8,5
2021,DOR,9,5
2021,UNI,10,5
2021,RBL,11,5
2021,HOF,12,5
2021,MAI,13,5
2021,M'G,14,5
2021,HERT,15,5
2021,EINF,16,5
2021,LEVK,17,5
2021,FRE,18,5
2022,WOB,1,5
2022,KOL,2,5
2022,AUG,3,5
2022,WERB,4,5
2022,M'G,5,5
2022,STU,6,5
2022,RBL,7,5
2022,EINF,8,5
2022,SCH,9,5
2022,HOF,10,5
2022,UNI,11,5
2022,BOC,12,5
2022,BAY,13,5
2022,HERT,14,5
2022,FRE,15,5
2022,LEVK,16,5
2022,MAI,17,5
2022,DOR,18,5
2023,M'G,1,5
2023,EINF,2,5
2023,MAI,3,5
2023,WOB,4,5
2023,RBL,5,5
2023,BAY,6,5
2023,STU,7,5
2023,WERB,8,5
2023,UNI,9,5
2023,DOR,10,5
2023,LEVK,11,5
2023,KOL,12,5
2023,FRE,13,5
2023,HOF,14,5
2023,AUG,15,5
2023,HEI,16,5
2023,DAR,17,5
2023,BOC,18,5
2024,BOC,1,5
2024,AUG,2,5
2024,DOR,3,5
2024,HEI,4,5
2024,RBL,5,5
2024,HOLK,6,5
2024,UNI,7,5
2024,STU,8,5
2024,BAY,9,5
2024,STP,10,5
2024,M'G,11,5
2024,LEVK,12,5
2024,WERB,13,5
2024,FRE,14,5
2024,HOF,15,5
2024,WOB,16,5
2024,MAI,17,5
2024,EINF,18,5
2004,HERT,1,6
2004,DOR,2,6
2004,KAI,3,6
2004,BAY,4,6
2004,BIE,5,6
2004,SCH,6,6
2004,NUR,7,6
2004,WERB,8,6
2004,MAI,9,6
2004,STU,10,6
2004,M'G,11,6
2004,HAN,12,6
2004,BOC,13,6
2004,WOB,14,6
2004,LEVK,15,6
2004,HAM,16,6
2004,HANR,17,6
2004,FRE,18,6
2005,LEVK,1,6
2005,WERB,2,6
2005,EINF,3,6
2005,NUR,4,6
2005,HAN,5,6
2005,KAI,6,6
2005,BAY,7,6
2005,STU,8,6
2005,WOB,9,6
2005,DOR,10,6
2005,KOL,11,6
2005,BIE,12,6
2005,HERT,13,6
2005,SCH,14,6
2005,DUI,15,6
2005,MAI,16,6
2005,M'G,17,6
2005,HAM,18,6
2006,WERB,1,6
2006,HAN,2,6
2006,HAM,3,6
2006,BAY,4,6
2006,COT,5,6
2006,NUR,6,6
2006,AAC,7,6
2006,DOR,8,6
2006,BOC,9,6
2006,SCH,10,6
2006,HERT,11,6
2006,BIE,12,6
2006,M'G,13,6
2006,WOB,14,6
2006,STU,15,6
2006,LEVK,16,6
2006,MAI,17,6
2006,EINF,18,6
2007,LEVK,1,6
2007,BOC,2,6
2007,EINF,3,6
2007,WOB,4,6
2007,NUR,5,6
2007,DOR,6,6
2007,BAY,7,6
2007,BIE,8,6
2007,KAR,9,6
2007,HERT,10,6
2007,COT,11,6
2007,HANR,12,6
2007,STU,13,6
2007,WERB,14,6
2007,SCH,15,6
2007,HAM,16,6
2007,DUI,17,6
2007,HAN,18,6
2008,KAR,1,6
2008,BAY,2,6
2008,DOR,3,6
2008,WOB,4,6
2008,HOF,5,6
2008,BIE,6,6
2008,COT,7,6
2008,KOL,8,6
2008,HAM,9,6
2008,HAN,10,6
2008,EINF,11,6
2008,BOC,12,6
2008,WERB,13,6
2008,SCH,14,6
2008,HERT,15,6
2008,STU,16,6
2008,LEVK,17,6
2008,M'G,18,6
2009,STU,1,6
2009,SCH,2,6
2009,FRE,3,6
2009,MAI,4,6
2009,BOC,5,6
2009,HAM,6,6
2009,HAN,7,6
2009,DOR,8,6
2009,WOB,9,6
2009,LEVK,10,6
2009,KOL,11,6
2009,M'G,12,6
2009,EINF,13,6
2009,NUR,14,6
2009,WERB,15,6
2009,HOF,16,6
2009,HERT,17,6
2009,BAY,18,6
2010,KAI,1,6
2010,LEVK,2,6
2010,WOB,3,6
2010,DOR,4,6
2010,HAN,5,6
2010,M'G,6,6
2010,STU,7,6
2010,WERB,8,6
2010,SCH,9,6
2010,MAI,10,6
2010,BAY,11,6
2010,KOL,12,6
2010,FRE,13,6
2010,NUR,14,6
2010,HAM,15,6
2010,HOF,16,6
2010,STP,17,6
2010,EINF,18,6
2011,WERB,1,6
2011,HOF,2,6
2011,BAY,3,6
2011,AUG,4,6
2011,STU,5,6
2011,MAI,6,6
2011,HERT,7,6
2011,KAI,8,6
2011,HAN,9,6
2011,NUR,10,6
2011,SCH,11,6
2011,WOB,12,6
2011,DOR,13,6
2011,M'G,14,6
2011,LEVK,15,6
2011,HAM,16,6
2011,FRE,17,6
2011,KOL,18,6
2012,STU,1,6
2012,HOF,2,6
2012,EINF,3,6
2012,HAN,4,6
2012,NUR,5,6
2012,BAY,6,6
2012,GREF,7,6
2012,WOB,8,6
2012,MAI,9,6
2012,SCH,10,6
2012,FRE,11,6
2012,HAM,12,6
2012,AUG,13,6
2012,FORD,14,6
2012,M'G,15,6
2012,WERB,16,6
2012,DOR,17,6
2012,LEVK,18,6
2013,HERT,1,6
2013,WOB,2,6
2013,BAY,3,6
2013,M'G,4,6
2013,AUG,5,6
2013,WERB,6,6
2013,HAN,7,6
2013,DOR,8,6
2013,LEVK,9,6
2013,HAM,10,6
2013,BRA,11,6
2013,SCH,12,6
2013,NUR,13,6
2013,STU,14,6
2013,EINF,15,6
2013,HOF,16,6
2013,MAI,17,6
2013,FRE,18,6
2014,WOB,1,6
2014,HERT,2,6
2014,STU,3,6
2014,M'G,4,6
2014,FRE,5,6
2014,EINF,6,6
2014,PAD,7,6
2014,HAN,8,6
2014,KOL,9,6
2014,HOF,10,6
2014,DOR,11,6
2014,AUG,12,6
2014,SCH,13,6
2014,MAI,14,6
2014,BAY,15,6
2014,WERB,16,6
2014,HAM,17,6
2014,LEVK,18,6
2015,LEVK,1,6
2015,WOB,2,6
2015,MAI,3,6
2015,HOF,4,6
2015,EINF,5,6
2015,KOL,6,6
2015,M'G,7,6
2015,STU,8,6
2015,WERB,9,6
2015,AUG,10,6
2015,HAN,11,6
2015,BAY,12,6
2015,DOR,13,6
2015,DAR,14,6
2015,SCH,15,6
2015,HERT,16,6
2015,ING,17,6
2015,HAM,18,6
2016,ING,1,6
2016,WERB,2,6
2016,EINF,3,6
2016,BAY,4,6
2016,HAM,5,6
2016,LEVK,6,6
2016,DOR,7,6
2016,SCH,8,6
2016,FRE,9,6
2016,KOL,10,6
2016,DAR,11,6
2016,RBL,12,6
2016,HOF,13,6
2016,AUG,14,6
2016,WOB,15,6
2016,MAI,16,6
2016,HERT,17,6
2016,M'G,18,6
2017,HAM,1,6
2017,M'G,2,6
2017,MAI,3,6
2017,HOF,4,6
2017,FRE,5,6
2017,RBL,6,6
2017,KOL,7,6
2017,EINF,8,6
2017,HERT,9,6
2017,WERB,10,6
2017,SCH,11,6
2017,AUG,12,6
2017,BAY,13,6
2017,WOB,14,6
2017,HAN,15,6
2017,STU,16,6
2017,DOR,17,6
2017,LEVK,18,6
2018,FORD,1,6
2018,HERT,2,6
2018,BAY,3,6
2018,HOF,4,6
2018,FRE,5,6
2018,EINF,6,6
2018,WOB,7,6
2018,MAI,8,6
2018,M'G,9,6
2018,AUG,10,6
2018,LEVK,11,6
2018,RBL,12,6
2018,WERB,13,6
2018,SCH,14,6
2018,DOR,15,6
2018,HAN,16,6
2018,NUR,17,6
2018,STU,18,6
2019,FRE,1,6
2019,HOF,2,6
2019,KOL,3,6
2019,WERB,4,6
2019,UNI,5,6
2019,HERT,6,6
2019,LEVK,7,6
2019,DOR,8,6
2019,FORD,9,6
2019,PAD,10,6
2019,EINF,11,6
2019,SCH,12,6
2019,BAY,13,6
2019,MAI,14,6
2019,M'G,15,6
2019,WOB,16,6
2019,RBL,17,6
2019,AUG,18,6
2020,FRE,1,6
2020,WERB,2,6
2020,WOB,3,6
2020,STU,4,6
2020,BIE,5,6
2020,MAI,6,6
2020,BAY,7,6
2020,AUG,8,6
2020,RBL,9,6
2020,UNI,10,6
2020,M'G,11,6
2020,KOL,12,6
2020,EINF,13,6
2020,DOR,14,6
2020,HERT,15,6
2020,HOF,16,6
2020,LEVK,17,6
2020,SCH,18,6
2021,BIE,1,6
2021,GREF,2,6
2021,EINF,3,6
2021,HERT,4,6
2021,HOF,5,6
2021,BOC,6,6
2021,DOR,7,6
2021,MAI,8,6
2021,STU,9,6
2021,WOB,10,6
2021,FRE,11,6
2021,BAY,12,6
2021,UNI,13,6
2021,AUG,14,6
2021,LEVK,15,6
2021,RBL,16,6
2021,KOL,17,6
2021,M'G,18,6
2022,HERT,1,6
2022,BAY,2,6
2022,HOF,3,6
2022,FRE,4,6
2022,EINF,5,6
2022,AUG,6,6
2022,UNI,7,6
2022,KOL,8,6
2022,MAI,9,6
2022,STU,10,6
2022,RBL,11,6
2022,M'G,12,6
2022,LEVK,13,6
2022,BOC,14,6
2022,SCH,15,6
2022,DOR,16,6
2022,WERB,17,6
2022,WOB,18,6
2023,WERB,1,6
2023,HOF,2,6
2023,RBL,3,6
2023,STU,4,6
2023,EINF,5,6
2023,BAY,6,6
2023,DAR,7,6
2023,UNI,8,6
2023,M'G,9,6
2023,MAI,10,6
2023,BOC,11,6
2023,HEI,12,6
2023,KOL,13,6
2023,FRE,14,6
2023,LEVK,15,6
2023,AUG,16,6
2023,WOB,17,6
2023,DOR,18,6
2024,STP,1,6
2024,UNI,2,6
2024,HOLK,3,6
2024,EINF,4,6
2024,STU,5,6
2024,WOB,6,6
2024,BAY,7,6
2024,MAI,8,6
2024,FRE,9,6
2024,BOC,10,6
2024,RBL,11,6
2024,HEI,12,6
2024,HOF,13,6
2024,WERB,14,6
2024,AUG,15,6
2024,M'G,16,6
2024,DOR,17,6
2024,LEVK,18,6
2004,WERB,1,7
2004,SCH,2,7
2004,BOC,3,7
2004,MAI,4,7
2004,DOR,5,7
2004,FRE,6,7
2004,HANR,7,7
2004,KAI,8,7
2004,M'G,9,7
2004,LEVK,10,7
2004,NUR,11,7
2004,BAY,12,7
2004,HERT,13,7
2004,WOB,14,7
2004,STU,15,7
2004,HAM,16,7
2004,BIE,17,7
2004,HAN,18,7
2005,MAI,1,7
2005,DOR,2,7
2005,SCH,3,7
2005,STU,4,7
2005,HAM,5,7
2005,HERT,6,7
2005,KAI,7,7
2005,DUI,8,7
2005,LEVK,9,7
2005,HAN,10,7
2005,NUR,11,7
2005,KOL,12,7
2005,BAY,13,7
2005,WOB,14,7
2005,BIE,15,7
2005,EINF,16,7
2005,M'G,17,7
2005,WERB,18,7
2006,DOR,1,7
2006,BIE,2,7
2006,LEVK,3,7
2006,COT,4,7
2006,AAC,5,7
2006,NUR,6,7
2006,HERT,7,7
2006,EINF,8,7
2006,STU,9,7
2006,BOC,10,7
2006,MAI,11,7
2006,HAN,12,7
2006,SCH,13,7
2006,WOB,14,7
2006,WERB,15,7
2006,HAM,16,7
2006,M'G,17,7
2006,BAY,18,7
2007,SCH,1,7
2007,KAR,2,7
2007,WERB,3,7
2007,LEVK,4,7
2007,HERT,5,7
2007,BAY,6,7
2007,HANR,7,7
2007,COT,8,7
2007,DOR,9,7
2007,BOC,10,7
2007,DUI,11,7
2007,BIE,12,7
2007,HAM,13,7
2007,NUR,14,7
2007,STU,15,7
2007,EINF,16,7
2007,WOB,17,7
2007,HAN,18,7
2008,BOC,1,7
2008,BIE,2,7
2008,HAN,3,7
2008,KOL,4,7
2008,EINF,5,7
2008,HERT,6,7
2008,COT,7,7
2008,WOB,8,7
2008,LEVK,9,7
2008,WERB,10,7
2008,SCH,11,7
2008,STU,12,7
2008,HOF,13,7
2008,BAY,14,7
2008,DOR,15,7
2008,M'G,16,7
2008,KAR,17,7
2008,HAM,18,7
2009,FRE,1,7
2009,HAM,2,7
2009,HERT,3,7
2009,EINF,4,7
2009,SCH,5,7
2009,WOB,6,7
2009,MAI,7,7
2009,WERB,8,7
2009,M'G,9,7
2009,LEVK,10,7
2009,STU,11,7
2009,DOR,12,7
2009,NUR,13,7
2009,KOL,14,7
2009,HOF,15,7
2009,BAY,16,7
2009,BOC,17,7
2009,HAN,18,7
2010,HOF,1,7
2010,M'G,2,7
2010,LEVK,3,7
2010,WERB,4,7
2010,MAI,5,7
2010,STP,6,7
2010,HAM,7,7
2010,NUR,8,7
2010,SCH,9,7
2010,EINF,10,7
2010,WOB,11,7
2010,DOR,12,7
2010,HAN,13,7
2010,BAY,14,7
2010,FRE,15,7
2010,STU,16,7
2010,KAI,17,7
2010,KOL,18,7
2011,WOB,1,7
2011,SCH,2,7
2011,HERT,3,7
2011,M'G,4,7
2011,LEVK,5,7
2011,STU,6,7
2011,BAY,7,7
2011,WERB,8,7
2011,HAM,9,7
2011,HAN,10,7
2011,DOR,11,7
2011,AUG,12,7
2011,FRE,13,7
2011,NUR,14,7
2011,HOF,15,7
2011,MAI,16,7
2011,KAI,17,7
2011,KOL,18,7
2012,GREF,1,7
2012,BAY,2,7
2012,NUR,3,7
2012,HOF,4,7
2012,EINF,5,7
2012,WOB,6,7
2012,HAN,7,7
2012,STU,8,7
2012,FORD,9,7
2012,FRE,10,7
2012,LEVK,11,7
2012,SCH,12,7
2012,MAI,13,7
2012,M'G,14,7
2012,WERB,15,7
2012,DOR,16,7
2012,HAM,17,7
2012,AUG,18,7
2013,BRA,1,7
2013,LEVK,2,7
2013,DOR,3,7
2013,MAI,4,7
2013,FRE,5,7
2013,M'G,6,7
2013,NUR,7,7
2013,BAY,8,7
2013,WOB,9,7
2013,STU,10,7
2013,HAN,11,7
2013,HERT,12,7
2013,WERB,13,7
2013,EINF,14,7
2013,AUG,15,7
2013,HOF,16,7
2013,SCH,17,7
2013,HAM,18,7
2014,HAM,1,7
2014,HOF,2,7
2014,BAY,3,7
2014,KOL,4,7
2014,EINF,5,7
2014,M'G,6,7
2014,PAD,7,7
2014,HAN,8,7
2014,FRE,9,7
2014,DOR,10,7
2014,SCH,11,7
2014,WERB,12,7
2014,MAI,13,7
2014,HERT,14,7
2014,AUG,15,7
2014,LEVK,16,7
2014,STU,17,7
2014,WOB,18,7
2015,HERT,1,7
2015,M'G,2,7
2015,ING,3,7
2015,AUG,4,7
2015,HAM,5,7
2015,MAI,6,7
2015,WERB,7,7
2015,HAN,8,7
2015,DAR,9,7
2015,SCH,10,7
2015,BAY,11,7
2015,HOF,12,7
2015,EINF,13,7
2015,LEVK,14,7
2015,WOB,15,7
2015,KOL,16,7
2015,STU,17,7
2015,DOR,18,7
2016,ING,1,7
2016,HOF,2,7
2016,WERB,3,7
2016,DOR,4,7
2016,WOB,5,7
2016,BAY,6,7
2016,M'G,7,7
2016,DAR,8,7
2016,LEVK,9,7
2016,MAI,10,7
2016,HERT,11,7
2016,RBL,12,7
2016,KOL,13,7
2016,HAM,14,7
2016,FRE,15,7
2016,AUG,16,7
2016,SCH,17,7
2016,EINF,18,7
2017,AUG,1,7
2017,WERB,2,7
2017,HERT,3,7
2017,WOB,4,7
2017,MAI,5,7
2017,HAN,6,7
2017,STU,7,7
2017,LEVK,8,7
2017,SCH,9,7
2017,BAY,10,7
2017,FRE,11,7
2017,HOF,12,7
2017,KOL,13,7
2017,EINF,14,7
2017,DOR,15,7
2017,HAM,16,7
2017,M'G,17,7
2017,RBL,18,7
2018,HOF,1,7
2018,AUG,2,7
2018,RBL,3,7
2018,M'G,4,7
2018,WOB,5,7
2018,NUR,6,7
2018,BAY,7,7
2018,SCH,8,7
2018,FORD,9,7
2018,MAI,10,7
2018,DOR,11,7
2018,HAN,12,7
2018,LEVK,13,7
2018,WERB,14,7
2018,EINF,15,7
2018,STU,16,7
2018,HERT,17,7
2018,FRE,18,7
2019,UNI,1,7
2019,DOR,2,7
2019,HOF,3,7
2019,FRE,4,7
2019,M'G,5,7
