season,team,rank,simulation_seed
2018,LEVA,18,3
2018,SEV,19,3
2018,RSO,20,3
2019,ATHB,1,3
2019,RMA,2,3
2019,VLC,3,3
2019,GET,4,3
2019,MALL,5,3
2019,SEV,6,3
2019,VLLD,7,3
2019,VIL,8,3
2019,ATHM,9,3
2019,OSA,10,3
2019,BET,11,3
2019,BARC,12,3
2019,CEL,13,3
2019,EIB,14,3
2019,ALA,15,3
2019,GRA,16,3
2019,RSO,17,3
2019,LEVA,18,3
2019,ESP,19,3
2019,LEG,20,3
2020,ATHM,1,3
2020,RSO,2,3
2020,RMA,3,3
2020,VLLD,4,3
2020,OSA,5,3
2020,SEV,6,3
2020,CAD,7,3
2020,BARC,8,3
2020,LEVA,9,3
2020,GET,10,3
2020,VIL,11,3
2020,ALA,12,3
2020,CEL,13,3
2020,BET,14,3
2020,VLC,15,3
2020,EIB,16,3
2020,HUE,17,3
2020,ATHB,18,3
2020,ELC,19,3
2020,GRA,20,3
2021,BARC,1,3
2021,ATHB,2,3
2021,SEV,3,3
2021,CAD,4,3
2021,RSO,5,3
2021,VIL,6,3
2021,MALL,7,3
2021,ALA,8,3
2021,GRA,9,3
2021,ELC,10,3
2021,RAYO,11,3
2021,LEVA,12,3
2021,ESP,13,3
2021,BET,14,3
2021,VLC,15,3
2021,RMA,16,3
2021,GET,17,3
2021,OSA,18,3
2021,ATHM,19,3
2021,CEL,20,3
2022,CEL,1,3
2022,BARC,2,3
2022,VIL,3,3
2022,ATHM,4,3
2022,VLLD,5,3
2022,ATHB,6,3
2022,GIR,7,3
2022,GET,8,3
2022,RSO,9,3
2022,RAYO,10,3
2022,ELC,11,3
2022,ALM,12,3
2022,SEV,13,3
2022,BET,14,3
2022,OSA,15,3
2022,MALL,16,3
2022,CAD,17,3
2022,ESP,18,3
2022,RMA,19,3
2022,VLC,20,3
2023,VIL,1,3
2023,ATHM,2,3
2023,RMA,3,3
2023,CAD,4,3
2023,OSA,5,3
2023,BARC,6,3
2023,GIR,7,3
2023,SEV,8,3
2023,BET,9,3
2023,GET,10,3
2023,RSO,11,3
2023,ALM,12,3
2023,GRA,13,3
2023,ATHB,14,3
2023,ALA,15,3
2023,RAYO,16,3
2023,CEL,17,3
2023,MALL,18,3
2023,LASP,19,3
2023,VLC,20,3
2024,BET,1,3
2024,BARC,2,3
2024,OSA,3,3
2024,RSO,4,3
2024,GIR,5,3
2024,RAYO,6,3
2024,GET,7,3
2024,ALA,8,3
2024,ESP,9,3
2024,VIL,10,3
2024,SEV,11,3
2024,CEL,12,3
2024,LEG,13,3
2024,MALL,14,3
2024,ATHB,15,3
2024,RMA,16,3
2024,VLC,17,3
2024,VLLD,18,3
2024,ATHM,19,3
2024,LASP,20,3
2000,VLC,1,4
2000,MLG,2,4
2000,MALL,3,4
2000,CEL,4,4
2000,VLLD,5,4
2000,OVI,6,4
2000,ALA,7,4
2000,ESP,8,4
2000,RAYO,9,4
2000,OSA,10,4
2000,ATHB,11,4
2000,LASP,12,4
2000,ZAR,13,4
2000,RSO,14,4
2000,NUM,15,4
2000,RMA,16,4
2000,LAC,17,4
2000,VIL,18,4
2000,SAN,19,4
2000,BARC,20,4
2001,ALA,1,4
2001,RAYO,2,4
2001,BET,3,4
2001,ZAR,4,4
2001,OSA,5,4
2001,RSO,6,4
2001,LASP,7,4
2001,BARC,8,4
2001,MLG,9,4
2001,RMA,10,4
2001,ESP,11,4
2001,VLLD,12,4
2001,CEL,13,4
2001,SEV,14,4
2001,VIL,15,4
2001,VLC,16,4
2001,LAC,17,4
2001,TEN,18,4
2001,MALL,19,4
2001,ATHB,20,4
2002,ESP,1,4
2002,SEV,2,4
2002,VLC,3,4
2002,LAC,4,4
2002,RAYO,5,4
2002,ATHB,6,4
2002,RSO,7,4
2002,BARC,8,4
2002,MLG,9,4
2002,VIL,10,4
2002,BET,11,4
2002,RMA,12,4
2002,CEL,13,4
2002,ATHM,14,4
2002,REC,15,4
2002,MALL,16,4
2002,SAN,17,4
2002,ALA,18,4
2002,VLLD,19,4
2002,OSA,20,4
2003,VIL,1,4
2003,ALB,2,4
2003,OSA,3,4
2003,BET,4,4
2003,SAN,5,4
2003,RMA,6,4
2003,LAC,7,4
2003,RSO,8,4
2003,ZAR,9,4
2003,MUR,10,4
2003,MLG,11,4
2003,ATHB,12,4
2003,ESP,13,4
2003,VLC,14,4
2003,CEL,15,4
2003,MALL,16,4
2003,SEV,17,4
2003,ATHM,18,4
2003,VLLD,19,4
2003,BARC,20,4
2005,RMA,1,4
2005,BARC,2,4
2005,SAN,3,4
2005,CAD,4,4
2005,MALL,5,4
2005,ATHB,6,4
2005,GET,7,4
2005,LAC,8,4
2005,ATHM,9,4
2005,VLC,10,4
2005,RSO,11,4
2005,OSA,12,4
2005,BET,13,4
2005,ALA,14,4
2005,VIL,15,4
2005,ESP,16,4
2005,CEL,17,4
2005,MLG,18,4
2005,ZAR,19,4
2005,SEV,20,4
2007,ATHB,1,4
2007,VLC,2,4
2007,BARC,3,4
2007,ZAR,4,4
2007,MALL,5,4
2007,VLLD,6,4
2007,BET,7,4
2007,GET,8,4
2007,LEVA,9,4
2007,SEV,10,4
2007,LAC,11,4
2007,RMA,12,4
2007,ALM,13,4
2007,MUR,14,4
2007,ATHM,15,4
2007,SAN,16,4
2007,VIL,17,4
2007,REC,18,4
2007,OSA,19,4
2007,ESP,20,4
2008,SEV,1,4
2008,ATHB,2,4
2008,SAN,3,4
2008,GET,4,4
2008,LAC,5,4
2008,ALM,6,4
2008,SPG,7,4
2008,BET,8,4
2008,VLLD,9,4
2008,OSA,10,4
2008,MALL,11,4
2008,REC,12,4
2008,BARC,13,4
2008,ATHM,14,4
2008,VLC,15,4
2008,VIL,16,4
2008,ESP,17,4
2008,NUM,18,4
2008,RMA,19,4
2008,MLG,20,4
2009,LAC,1,4
2009,MLG,2,4
2009,OSA,3,4
2009,ATHM,4,4
2009,RMA,5,4
2009,ESP,6,4
2009,ATHB,7,4
2009,VLC,8,4
2009,SEV,9,4
2009,XER,10,4
2009,VLLD,11,4
2009,GET,12,4
2009,VIL,13,4
2009,ALM,14,4
2009,SAN,15,4
2009,BARC,16,4
2009,ZAR,17,4
2009,MALL,18,4
2009,TEN,19,4
2009,SPG,20,4
2010,VIL,1,4
2010,ZAR,2,4
2010,OSA,3,4
2010,VLC,4,4
2010,RSO,5,4
2010,GET,6,4
2010,LEVA,7,4
2010,SPG,8,4
2010,MALL,9,4
2010,ATHM,10,4
2010,HERC,11,4
2010,BARC,12,4
2010,SAN,13,4
2010,ESP,14,4
2010,ATHB,15,4
2010,RMA,16,4
2010,ALM,17,4
2010,SEV,18,4
2010,LAC,19,4
2010,MLG,20,4
2011,BET,1,4
2011,MALL,2,4
2011,BARC,3,4
2011,ATHM,4,4
2011,RMA,5,4
2011,MLG,6,4
2011,LEVA,7,4
2011,VIL,8,4
2011,ZAR,9,4
2011,RSO,10,4
2011,OSA,11,4
2011,GRA,12,4
2011,RAYO,13,4
2011,GET,14,4
2011,ESP,15,4
2011,SEV,16,4
2011,SAN,17,4
2011,ATHB,18,4
2011,VLC,19,4
2011,SPG,20,4
2012,CEL,1,4
2012,BET,2,4
2012,LEVA,3,4
2012,MALL,4,4
2012,BARC,5,4
2012,VLLD,6,4
2012,MLG,7,4
2012,GET,8,4
2012,RSO,9,4
2012,ZAR,10,4
2012,LAC,11,4
2012,SEV,12,4
2012,GRA,13,4
2012,VLC,14,4
2012,ATHB,15,4
2012,RMA,16,4
2012,ESP,17,4
2012,OSA,18,4
2012,ATHM,19,4
2012,RAYO,20,4
2013,ESP,1,4
2013,CEL,2,4
2013,ALM,3,4
2013,MLG,4,4
2013,VLC,5,4
2013,VIL,6,4
2013,ATHM,7,4
2013,RMA,8,4
2013,OSA,9,4
2013,LEVA,10,4
2013,RSO,11,4
2013,GET,12,4
2013,ATHB,13,4
2013,BARC,14,4
2013,SEV,15,4
2013,GRA,16,4
2013,ELC,17,4
2013,BET,18,4
2013,RAYO,19,4
2013,VLLD,20,4
2014,MLG,1,4
2014,ALM,2,4
2014,ATHB,3,4
2014,LAC,4,4
2014,ESP,5,4
2014,VLC,6,4
2014,ELC,7,4
2014,RSO,8,4
2014,SEV,9,4
2014,EIB,10,4
2014,BARC,11,4
2014,RAYO,12,4
2014,ATHM,13,4
2014,VIL,14,4
2014,CEL,15,4
2014,GET,16,4
2014,GRA,17,4
2014,RMA,18,4
2014,COR,19,4
2014,LEVA,20,4
2015,CEL,1,4
2015,RSO,2,4
2015,VLC,3,4
2015,SEV,4,4
2015,EIB,5,4
2015,ATHM,6,4
2015,BET,7,4
2015,LASP,8,4
2015,LAC,9,4
2015,GET,10,4
2015,MLG,11,4
2015,RMA,12,4
2015,BARC,13,4
2015,GRA,14,4
2015,ATHB,15,4
2015,ESP,16,4
2015,LEVA,17,4
2015,RAYO,18,4
2015,VIL,19,4
2015,SPG,20,4
2016,BET,1,4
2016,CEL,2,4
2016,ATHB,3,4
2016,RSO,4,4
2016,ESP,5,4
2016,SEV,6,4
2016,LASP,7,4
2016,ALA,8,4
2016,SPG,9,4
2016,VLC,10,4
2016,OSA,11,4
2016,GRA,12,4
2016,MLG,13,4
2016,BARC,14,4
2016,LEG,15,4
2016,LAC,16,4
2016,RMA,17,4
2016,ATHM,18,4
2016,VIL,19,4
2016,EIB,20,4
2017,SEV,1,4
2017,LEG,2,4
2017,ESP,3,4
2017,CEL,4,4
2017,ALA,5,4
2017,GIR,6,4
2017,LAC,7,4
2017,VLC,8,4
2017,BET,9,4
2017,RMA,10,4
2017,LEVA,11,4
2017,RSO,12,4
2017,VIL,13,4
2017,GET,14,4
2017,ATHB,15,4
2017,ATHM,16,4
2017,MLG,17,4
2017,LASP,18,4
2017,EIB,19,4
2017,BARC,20,4
2018,GET,1,4
2018,LEVA,2,4
2018,VIL,3,4
2018,GIR,4,4
2018,SEV,5,4
2018,EIB,6,4
2018,BARC,7,4
2018,RMA,8,4
2018,VLC,9,4
2018,ESP,10,4
2018,ATHB,11,4
2018,ATHM,12,4
2018,RAYO,13,4
2018,RSO,14,4
2018,LEG,15,4
2018,BET,16,4
2018,CEL,17,4
2018,ALA,18,4
2018,VLLD,19,4
2018,HUE,20,4
2019,LEVA,1,4
2019,BET,2,4
2019,ATHB,3,4
2019,CEL,4,4
2019,ESP,5,4
2019,BARC,6,4
2019,LEG,7,4
2019,VLC,8,4
2019,OSA,9,4
2019,RSO,10,4
2019,GET,11,4
2019,RMA,12,4
2019,ALA,13,4
2019,ATHM,14,4
2019,VIL,15,4
2019,MALL,16,4
2019,GRA,17,4
2019,EIB,18,4
2019,SEV,19,4
2019,VLLD,20,4
2020,GRA,1,4
2020,GET,2,4
2020,RSO,3,4
2020,SEV,4,4
2020,VLC,5,4
2020,BARC,6,4
2020,VIL,7,4
2020,HUE,8,4
2020,ELC,9,4
2020,ATHB,10,4
2020,LEVA,11,4
2020,CEL,12,4
2020,VLLD,13,4
2020,OSA,14,4
2020,EIB,15,4
2020,ATHM,16,4
2020,ALA,17,4
2020,RMA,18,4
2020,CAD,19,4
2020,BET,20,4
2021,CAD,1,4
2021,MALL,2,4
2021,SEV,3,4
2021,ATHB,4,4
2021,BET,5,4
2021,ESP,6,4
2021,CEL,7,4
2021,GET,8,4
2021,RMA,9,4
2021,RSO,10,4
2021,LEVA,11,4
2021,ALA,12,4
2021,BARC,13,4
2021,ATHM,14,4
2021,OSA,15,4
2021,RAYO,16,4
2021,VIL,17,4
2021,GRA,18,4
2021,VLC,19,4
2021,ELC,20,4
2022,ELC,1,4
2022,VLLD,2,4
2022,BARC,3,4
2022,VIL,4,4
2022,BET,5,4
2022,ESP,6,4
2022,VLC,7,4
2022,RMA,8,4
2022,RAYO,9,4
2022,MALL,10,4
2022,OSA,11,4
2022,SEV,12,4
2022,ALM,13,4
2022,CEL,14,4
2022,CAD,15,4
2022,GIR,16,4
2022,ATHB,17,4
2022,RSO,18,4
2022,GET,19,4
2022,ATHM,20,4
2023,MALL,1,4
2023,ALA,2,4
2023,VLC,3,4
2023,CAD,4,4
2023,LASP,5,4
2023,GIR,6,4
2023,ATHB,7,4
2023,VIL,8,4
2023,ALM,9,4
2023,ATHM,10,4
2023,RMA,11,4
2023,RSO,12,4
2023,RAYO,13,4
2023,SEV,14,4
2023,BARC,15,4
2023,GRA,16,4
2023,BET,17,4
2023,OSA,18,4
2023,CEL,19,4
2023,GET,20,4
2024,VIL,1,4
2024,VLLD,2,4
2024,LASP,3,4
2024,MALL,4,4
2024,GIR,5,4
2024,BET,6,4
2024,RSO,7,4
2024,ATHM,8,4
2024,LEG,9,4
2024,BARC,10,4
2024,CEL,11,4
2024,OSA,12,4
2024,RMA,13,4
2024,RAYO,14,4
2024,SEV,15,4
2024,ALA,16,4
2024,ESP,17,4
2024,VLC,18,4
2024,ATHB,19,4
2024,GET,20,4
2000,MLG,1,5
2000,LASP,2,5
2000,CEL,3,5
2000,RSO,4,5
2000,OVI,5,5
2000,RMA,6,5
2000,VLC,7,5
2000,ESP,8,5
2000,OSA,9,5
2000,ZAR,10,5
2000,MALL,11,5
2000,ATHB,12,5
2000,VIL,13,5
2000,VLLD,14,5
2000,NUM,15,5
2000,SAN,16,5
2000,LAC,17,5
2000,RAYO,18,5
2000,ALA,19,5
2000,BARC,20,5
2001,VIL,1,5
2001,ESP,2,5
2001,RSO,3,5
2001,LAC,4,5
2001,VLLD,5,5
2001,MALL,6,5
2001,SEV,7,5
2001,BARC,8,5
2001,VLC,9,5
2001,ZAR,10,5
2001,LASP,11,5
2001,CEL,12,5
2001,ALA,13,5
2001,TEN,14,5
2001,ATHB,15,5
2001,MLG,16,5
2001,OSA,17,5
2001,RMA,18,5
2001,RAYO,19,5
2001,BET,20,5
2002,VLLD,1,5
2002,SAN,2,5
2002,ALA,3,5
2002,MLG,4,5
2002,ATHM,5,5
2002,ATHB,6,5
2002,CEL,7,5
2002,VIL,8,5
2002,RAYO,9,5
2002,ESP,10,5
2002,LAC,11,5
2002,VLC,12,5
2002,MALL,13,5
2002,BARC,14,5
2002,RMA,15,5
2002,SEV,16,5
2002,BET,17,5
2002,OSA,18,5
2002,RSO,19,5
2002,REC,20,5
2003,MLG,1,5
2003,ZAR,2,5
2003,SAN,3,5
2003,OSA,4,5
2003,ESP,5,5
2003,CEL,6,5
2003,VIL,7,5
2003,BET,8,5
2003,MUR,9,5
2003,BARC,10,5
2003,ATHB,11,5
2003,RMA,12,5
2003,LAC,13,5
2003,VLC,14,5
2003,ALB,15,5
2003,RSO,16,5
2003,MALL,17,5
2003,SEV,18,5
2003,ATHM,19,5
2003,VLLD,20,5
2005,CAD,1,5
2005,RMA,2,5
2005,CEL,3,5
2005,MALL,4,5
2005,ALA,5,5
2005,LAC,6,5
2005,BET,7,5
2005,SEV,8,5
2005,RSO,9,5
2005,ESP,10,5
2005,ZAR,11,5
2005,VIL,12,5
2005,ATHM,13,5
2005,SAN,14,5
2005,OSA,15,5
2005,VLC,16,5
2005,MLG,17,5
2005,GET,18,5
2005,BARC,19,5
2005,ATHB,20,5
2007,MUR,1,5
2007,MALL,2,5
2007,LEVA,3,5
2007,BARC,4,5
2007,OSA,5,5
2007,ATHB,6,5
2007,SEV,7,5
2007,VIL,8,5
2007,SAN,9,5
2007,VLLD,10,5
2007,LAC,11,5
2007,REC,12,5
2007,VLC,13,5
2007,ALM,14,5
2007,RMA,15,5
2007,ATHM,16,5
2007,GET,17,5
2007,ESP,18,5
2007,BET,19,5
2007,ZAR,20,5
2008,ALM,1,5
2008,BARC,2,5
2008,NUM,3,5
2008,ESP,4,5
2008,MALL,5,5
2008,ATHM,6,5
2008,LAC,7,5
2008,RMA,8,5
2008,VIL,9,5
2008,ATHB,10,5
2008,SAN,11,5
2008,REC,12,5
2008,MLG,13,5
2008,VLLD,14,5
2008,GET,15,5
2008,SPG,16,5
2008,SEV,17,5
2008,BET,18,5
2008,OSA,19,5
2008,VLC,20,5
2009,SAN,1,5
2009,VLLD,2,5
2009,ALM,3,5
2009,SEV,4,5
2009,MLG,5,5
2009,XER,6,5
2009,ZAR,7,5
2009,BARC,8,5
2009,ATHB,9,5
2009,MALL,10,5
2009,GET,11,5
2009,RMA,12,5
2009,VLC,13,5
2009,OSA,14,5
2009,TEN,15,5
2009,ATHM,16,5
2009,LAC,17,5
2009,VIL,18,5
2009,ESP,19,5
2009,SPG,20,5
2010,MLG,1,5
2010,SAN,2,5
2010,SPG,3,5
2010,VIL,4,5
2010,OSA,5,5
2010,LEVA,6,5
2010,VLC,7,5
2010,RSO,8,5
2010,HERC,9,5
2010,ALM,10,5
2010,GET,11,5
2010,MALL,12,5
2010,ESP,13,5
2010,LAC,14,5
2010,RMA,15,5
2010,BARC,16,5
2010,ATHB,17,5
2010,ZAR,18,5
2010,ATHM,19,5
2010,SEV,20,5
2011,OSA,1,5
2011,SPG,2,5
2011,VLC,3,5
2011,ATHB,4,5
2011,ATHM,5,5
2011,BARC,6,5
2011,RAYO,7,5
2011,GRA,8,5
2011,ZAR,9,5
2011,SEV,10,5
2011,BET,11,5
2011,RSO,12,5
2011,VIL,13,5
2011,LEVA,14,5
2011,SAN,15,5
2011,RMA,16,5
2011,GET,17,5
2011,MALL,18,5
2011,ESP,19,5
2011,MLG,20,5
2012,VLLD,1,5
2012,BET,2,5
2012,GET,3,5
2012,RMA,4,5
2012,MALL,5,5
2012,VLC,6,5
2012,ATHB,7,5
2012,LAC,8,5
2012,MLG,9,5
2012,GRA,10,5
2012,ESP,11,5
2012,LEVA,12,5
2012,OSA,13,5
2012,SEV,14,5
2012,BARC,15,5
2012,ATHM,16,5
2012,RSO,17,5
2012,CEL,18,5
2012,ZAR,19,5
2012,RAYO,20,5
2013,OSA,1,5
2013,VLC,2,5
2013,GET,3,5
2013,GRA,4,5
2013,VLLD,5,5
2013,VIL,6,5
2013,BET,7,5
2013,ESP,8,5
2013,BARC,9,5
2013,ATHM,10,5
2013,MLG,11,5
2013,CEL,12,5
2013,LEVA,13,5
2013,RAYO,14,5
2013,RSO,15,5
2013,ELC,16,5
2013,ALM,17,5
2013,SEV,18,5
2013,RMA,19,5
2013,ATHB,20,5
2014,MLG,1,5
2014,RSO,2,5
2014,ESP,3,5
2014,ATHB,4,5
2014,RMA,5,5
2014,COR,6,5
2014,ATHM,7,5
2014,VLC,8,5
2014,GRA,9,5
2014,ALM,10,5
2014,ELC,11,5
2014,BARC,12,5
2014,SEV,13,5
2014,RAYO,14,5
2014,VIL,15,5
2014,LAC,16,5
2014,LEVA,17,5
2014,GET,18,5
2014,EIB,19,5
2014,CEL,20,5
2015,VIL,1,5
2015,BARC,2,5
2015,RMA,3,5
2015,GRA,4,5
2015,LAC,5,5
2015,ESP,6,5
2015,GET,7,5
2015,ATHM,8,5
2015,SEV,9,5
2015,LASP,10,5
2015,CEL,11,5
2015,MLG,12,5
2015,RAYO,13,5
2015,VLC,14,5
2015,ATHB,15,5
2015,LEVA,16,5
2015,RSO,17,5
2015,SPG,18,5
2015,BET,19,5
2015,EIB,20,5
2016,RSO,1,5
2016,LAC,2,5
2016,SEV,3,5
2016,ATHM,4,5
2016,GRA,5,5
2016,OSA,6,5
2016,LEG,7,5
2016,BARC,8,5
2016,LASP,9,5
2016,MLG,10,5
2016,SPG,11,5
2016,CEL,12,5
2016,VIL,13,5
2016,BET,14,5
2016,VLC,15,5
2016,EIB,16,5
2016,ESP,17,5
2016,ATHB,18,5
2016,ALA,19,5
2016,RMA,20,5
2017,VLC,1,5
2017,VIL,2,5
2017,GIR,3,5
2017,MLG,4,5
2017,RMA,5,5
2017,ATHB,6,5
2017,GET,7,5
2017,BET,8,5
2017,ESP,9,5
2017,LEG,10,5
2017,LASP,11,5
2017,RSO,12,5
2017,EIB,13,5
2017,LAC,14,5
2017,LEVA,15,5
2017,SEV,16,5
2017,CEL,17,5
2017,BARC,18,5
2017,ATHM,19,5
2017,ALA,20,5
2018,GIR,1,5
2018,VLC,2,5
2018,RAYO,3,5
2018,GET,4,5
2018,ATHM,5,5
2018,ATHB,6,5
2018,EIB,7,5
2018,BET,8,5
2018,VLLD,9,5
2018,VIL,10,5
2018,BARC,11,5
2018,LEG,12,5
2018,RSO,13,5
2018,LEVA,14,5
2018,ALA,15,5
2018,CEL,16,5
2018,RMA,17,5
2018,ESP,18,5
2018,SEV,19,5
2018,HUE,20,5
2019,ATHB,1,5
2019,VLC,2,5
2019,LEG,3,5
2019,LEVA,4,5
2019,CEL,5,5
2019,ATHM,6,5
2019,EIB,7,5
2019,MALL,8,5
2019,OSA,9,5
2019,VLLD,10,5
2019,BARC,11,5
2019,ESP,12,5
2019,RMA,13,5
2019,GRA,14,5
2019,BET,15,5
2019,GET,16,5
2019,SEV,17,5
2019,ALA,18,5
2019,VIL,19,5
2019,RSO,20,5
2020,EIB,1,5
2020,VIL,2,5
2020,VLC,3,5
2020,ATHB,4,5
2020,VLLD,5,5
2020,LEVA,6,5
2020,CEL,7,5
2020,BARC,8,5
2020,RMA,9,5
2020,GRA,10,5
2020,RSO,11,5
2020,ELC,12,5
2020,SEV,13,5
2020,GET,14,5
2020,OSA,15,5
2020,ALA,16,5
2020,HUE,17,5
2020,ATHM,18,5
2020,BET,19,5
2020,CAD,20,5
2021,RSO,1,5
2021,VLC,2,5
2021,ESP,3,5
2021,GRA,4,5
2021,ELC,5,5
2021,ATHM,6,5
2021,CAD,7,5
2021,RAYO,8,5
2021,BARC,9,5
2021,RMA,10,5
2021,VIL,11,5
2021,ALA,12,5
2021,MALL,13,5
2021,LEVA,14,5
2021,SEV,15,5
2021,CEL,16,5
2021,BET,17,5
2021,ATHB,18,5
2021,OSA,19,5
2021,GET,20,5
2022,ATHB,1,5
2022,CEL,2,5
2022,ELC,3,5
2022,VIL,4,5
2022,SEV,5,5
2022,CAD,6,5
2022,MALL,7,5
2022,GET,8,5
2022,ESP,9,5
2022,ALM,10,5
2022,VLLD,11,5
2022,GIR,12,5
2022,VLC,13,5
2022,RMA,14,5
2022,ATHM,15,5
2022,RSO,16,5
2022,OSA,17,5
2022,BARC,18,5
2022,RAYO,19,5
2022,BET,20,5
2023,LASP,1,5
2023,CAD,2,5
2023,ALA,3,5
2023,RAYO,4,5
2023,CEL,5,5
2023,GIR,6,5
2023,OSA,7,5
2023,ATHM,8,5
2023,RSO,9,5
2023,RMA,10,5
2023,MALL,11,5
2023,ALM,12,5
2023,GRA,13,5
2023,VLC,14,5
2023,BET,15,5
2023,SEV,16,5
2023,ATHB,17,5
2023,BARC,18,5
2023,GET,19,5
2023,VIL,20,5
2024,BET,1,5
2024,LASP,2,5
2024,RSO,3,5
2024,GET,4,5
2024,MALL,5,5
2024,GIR,6,5
2024,VLC,7,5
2024,CEL,8,5
2024,VLLD,9,5
2024,BARC,10,5
2024,ALA,11,5
2024,LEG,12,5
2024,ESP,13,5
2024,RMA,14,5
2024,ATHM,15,5
2024,ATHB,16,5
2024,VIL,17,5
2024,RAYO,18,5
2024,OSA,19,5
2024,SEV,20,5
2000,RAYO,1,6
2000,ALA,2,6
2000,SAN,3,6
2000,MLG,4,6
2000,ESP,5,6
2000,BARC,6,6
2000,CEL,7,6
2000,ZAR,8,6
2000,VLC,9,6
2000,VLLD,10,6
2000,NUM,11,6
2000,ATHB,12,6
2000,MALL,13,6
2000,OVI,14,6
2000,LASP,15,6
2000,RSO,16,6
2000,VIL,17,6
2000,LAC,18,6
2000,RMA,19,6
2000,OSA,20,6
2001,ZAR,1,6
2001,CEL,2,6
2001,RAYO,3,6
2001,MALL,4,6
2001,OSA,5,6
2001,BARC,6,6
2001,VLC,7,6
2001,ALA,8,6
2001,RSO,9,6
2001,LASP,10,6
2001,LAC,11,6
2001,BET,12,6
2001,ATHB,13,6
2001,ESP,14,6
2001,MLG,15,6
2001,RMA,16,6
2001,TEN,17,6
2001,VLLD,18,6
2001,SEV,19,6
2001,VIL,20,6
2002,ATHM,1,6
2002,SAN,2,6
2002,ESP,3,6
2002,ALA,4,6
2002,VLC,5,6
2002,RSO,6,6
2002,BARC,7,6
2002,MLG,8,6
2002,REC,9,6
2002,BET,10,6
2002,VLLD,11,6
2002,CEL,12,6
2002,SEV,13,6
2002,ATHB,14,6
2002,OSA,15,6
2002,LAC,16,6
2002,VIL,17,6
2002,RMA,18,6
2002,MALL,19,6
2002,RAYO,20,6
2003,ESP,1,6
2003,VLLD,2,6
2003,SAN,3,6
2003,BARC,4,6
2003,CEL,5,6
2003,MALL,6,6
2003,MUR,7,6
2003,ALB,8,6
2003,VIL,9,6
2003,BET,10,6
2003,RMA,11,6
2003,LAC,12,6
2003,MLG,13,6
2003,OSA,14,6
2003,ATHB,15,6
2003,SEV,16,6
2003,ZAR,17,6
2003,RSO,18,6
2003,VLC,19,6
2003,ATHM,20,6
2005,CAD,1,6
2005,SAN,2,6
2005,ATHB,3,6
2005,ALA,4,6
2005,ZAR,5,6
2005,GET,6,6
2005,MALL,7,6
2005,SEV,8,6
2005,VLC,9,6
2005,VIL,10,6
2005,RSO,11,6
2005,BARC,12,6
2005,MLG,13,6
2005,LAC,14,6
2005,RMA,15,6
2005,ATHM,16,6
2005,CEL,17,6
2005,BET,18,6
2005,ESP,19,6
2005,OSA,20,6
2007,SAN,1,6
2007,VLLD,2,6
2007,LAC,3,6
2007,RMA,4,6
2007,OSA,5,6
2007,ZAR,6,6
2007,ESP,7,6
2007,LEVA,8,6
2007,SEV,9,6
2007,BET,10,6
2007,ATHM,11,6
2007,MUR,12,6
2007,ATHB,13,6
2007,REC,14,6
2007,ALM,15,6
2007,BARC,16,6
2007,VLC,17,6
2007,MALL,18,6
2007,GET,19,6
2007,VIL,20,6
2008,VLLD,1,6
2008,ESP,2,6
2008,LAC,3,6
2008,VIL,4,6
2008,NUM,5,6
2008,SPG,6,6
2008,MALL,7,6
2008,RMA,8,6
2008,MLG,9,6
2008,ATHB,10,6
2008,VLC,11,6
2008,BET,12,6
2008,REC,13,6
2008,ALM,14,6
2008,SAN,15,6
2008,SEV,16,6
2008,GET,17,6
2008,ATHM,18,6
2008,BARC,19,6
2008,OSA,20,6
2009,ATHB,1,6
2009,ALM,2,6
2009,ZAR,3,6
2009,GET,4,6
2009,TEN,5,6
2009,OSA,6,6
2009,BARC,7,6
2009,MLG,8,6
2009,LAC,9,6
2009,RMA,10,6
2009,ATHM,11,6
2009,ESP,12,6
2009,SAN,13,6
2009,SEV,14,6
2009,XER,15,6
2009,SPG,16,6
2009,VLC,17,6
2009,MALL,18,6
2009,VIL,19,6
2009,VLLD,20,6
2010,VLC,1,6
2010,MALL,2,6
2010,LAC,3,6
2010,LEVA,4,6
2010,ESP,5,6
2010,ALM,6,6
2010,MLG,7,6
2010,BARC,8,6
2010,ZAR,9,6
2010,VIL,10,6
2010,RMA,11,6
2010,SEV,12,6
2010,ATHB,13,6
2010,HERC,14,6
2010,OSA,15,6
2010,SPG,16,6
2010,SAN,17,6
2010,GET,18,6
2010,ATHM,19,6
2010,RSO,20,6
2011,OSA,1,6
2011,ATHB,2,6
2011,RSO,3,6
2011,GRA,4,6
2011,LEVA,5,6
2011,ATHM,6,6
2011,ESP,7,6
2011,BET,8,6
2011,SEV,9,6
2011,ZAR,10,6
2011,BARC,11,6
2011,SPG,12,6
2011,VIL,13,6
2011,VLC,14,6
2011,SAN,15,6
2011,GET,16,6
2011,MLG,17,6
2011,RAYO,18,6
2011,RMA,19,6
2011,MALL,20,6
2012,RSO,1,6
2012,OSA,2,6
2012,RAYO,3,6
2012,BET,4,6
2012,MALL,5,6
2012,ESP,6,6
2012,CEL,7,6
2012,LAC,8,6
2012,GET,9,6
2012,ZAR,10,6
2012,MLG,11,6
2012,LEVA,12,6
2012,ATHM,13,6
2012,VLLD,14,6
2012,GRA,15,6
