season,team,rank,simulation_seed
2020,FIO,11,3
2020,CAG,12,3
2020,SAM,13,3
2020,INT,14,3
2020,CRO,15,3
2020,ATA,16,3
2020,PAR,17,3
2020,SPE,18,3
2020,NAP,19,3
2020,VER,20,3
2021,SAL,1,3
2021,MIL,2,3
2021,SAS,3,3
2021,LAZ,4,3
2021,VER,5,3
2021,SPE,6,3
2021,NAP,7,3
2021,ATA,8,3
2021,UDI,9,3
2021,ROM,10,3
2021,VEN,11,3
2021,SAM,12,3
2021,FIO,13,3
2021,CAG,14,3
2021,TOR,15,3
2021,BOLG,16,3
2021,JUV,17,3
2021,INT,18,3
2021,GEN,19,3
2021,EMP,20,3
2022,ATA,1,3
2022,SPE,2,3
2022,VER,3,3
2022,MON,4,3
2022,UDI,5,3
2022,LEC,6,3
2022,NAP,7,3
2022,MIL,8,3
2022,JUV,9,3
2022,BOLG,10,3
2022,SAM,11,3
2022,TOR,12,3
2022,EMP,13,3
2022,CRE,14,3
2022,SAS,15,3
2022,ROM,16,3
2022,SAL,17,3
2022,FIO,18,3
2022,LAZ,19,3
2022,INT,20,3
2023,LAZ,1,3
2023,CAG,2,3
2023,MIL,3,3
2023,MON,4,3
2023,NAP,5,3
2023,JUV,6,3
2023,UDI,7,3
2023,INT,8,3
2023,EMP,9,3
2023,FIO,10,3
2023,TOR,11,3
2023,SAS,12,3
2023,VER,13,3
2023,FRO,14,3
2023,ATA,15,3
2023,LEC,16,3
2023,BOLG,17,3
2023,SAL,18,3
2023,ROM,19,3
2023,GEN,20,3
2024,FIO,1,3
2024,UDI,2,3
2024,LEC,3,3
2024,MON,4,3
2024,ATA,5,3
2024,INT,6,3
2024,VER,7,3
2024,VEN,8,3
2024,ROM,9,3
2024,JUV,10,3
2024,EMP,11,3
2024,MIL,12,3
2024,COM,13,3
2024,PAR,14,3
2024,CAG,15,3
2024,NAP,16,3
2024,GEN,17,3
2024,LAZ,18,3
2024,TOR,19,3
2024,BOLG,20,3
2000,INT,1,4
2000,VIC,2,4
2000,VER,3,4
2000,BOLG,4,4
2000,BRES,5,4
2000,PER,6,4
2000,ROM,7,4
2000,JUV,8,4
2000,BARI,9,4
2000,NAP,10,4
2000,PAR,11,4
2000,LEC,12,4
2000,UDI,13,4
2000,LAZ,14,4
2000,ATA,15,4
2000,REG,16,4
2000,MIL,17,4
2000,FIO,18,4
2001,LAZ,1,4
2001,ROM,2,4
2001,JUV,3,4
2001,PIA,4,4
2001,TOR,5,4
2001,VEN,6,4
2001,PER,7,4
2001,MIL,8,4
2001,BRES,9,4
2001,UDI,10,4
2001,PAR,11,4
2001,FIO,12,4
2001,VER,13,4
2001,ATA,14,4
2001,BOLG,15,4
2001,INT,16,4
2001,LEC,17,4
2001,CHI,18,4
2002,COM,1,4
2002,PAR,2,4
2002,BOLG,3,4
2002,PER,4,4
2002,ATA,5,4
2002,ROM,6,4
2002,REG,7,4
2002,MIL,8,4
2002,JUV,9,4
2002,LAZ,10,4
2002,INT,11,4
2002,BRES,12,4
2002,TOR,13,4
2002,PIA,14,4
2002,UDI,15,4
2002,CHI,16,4
2002,EMP,17,4
2002,MOD,18,4
2005,ROM,1,4
2005,MIL,2,4
2005,LAZ,3,4
2005,LIVO,4,4
2005,SIE,5,4
2005,MES,6,4
2005,TRE,7,4
2005,FIO,8,4
2005,ASC,9,4
2005,PAL,10,4
2005,EMP,11,4
2005,CHI,12,4
2005,PAR,13,4
2005,REG,14,4
2005,INT,15,4
2005,LEC,16,4
2005,JUV,17,4
2005,SAM,18,4
2005,UDI,19,4
2005,CAG,20,4
2006,EMP,1,4
2006,MES,2,4
2006,MIL,3,4
2006,UDI,4,4
2006,SAM,5,4
2006,SIE,6,4
2006,REG,7,4
2006,ROM,8,4
2006,FIO,9,4
2006,PAR,10,4
2006,ASC,11,4
2006,CAT,12,4
2006,INT,13,4
2006,CAG,14,4
2006,PAL,15,4
2006,LIVO,16,4
2006,CHI,17,4
2006,LAZ,18,4
2006,TOR,19,4
2006,ATA,20,4
2007,SIE,1,4
2007,GEN,2,4
2007,UDI,3,4
2007,EMP,4,4
2007,LIVO,5,4
2007,REG,6,4
2007,ROM,7,4
2007,PAR,8,4
2007,LAZ,9,4
2007,JUV,10,4
2007,ATA,11,4
2007,MIL,12,4
2007,CAG,13,4
2007,CAT,14,4
2007,SAM,15,4
2007,TOR,16,4
2007,INT,17,4
2007,NAP,18,4
2007,PAL,19,4
2007,FIO,20,4
2008,LEC,1,4
2008,ATA,2,4
2008,REG,3,4
2008,UDI,4,4
2008,BOLG,5,4
2008,SAM,6,4
2008,CHI,7,4
2008,TOR,8,4
2008,SIE,9,4
2008,ROM,10,4
2008,GEN,11,4
2008,LAZ,12,4
2008,CAG,13,4
2008,FIO,14,4
2008,JUV,15,4
2008,MIL,16,4
2008,NAP,17,4
2008,CAT,18,4
2008,PAL,19,4
2008,INT,20,4
2009,ROM,1,4
2009,CAG,2,4
2009,FIO,3,4
2009,SAM,4,4
2009,BOLG,5,4
2009,MIL,6,4
2009,INT,7,4
2009,GEN,8,4
2009,JUV,9,4
2009,NAP,10,4
2009,LIVO,11,4
2009,PAR,12,4
2009,SIE,13,4
2009,UDI,14,4
2009,CAT,15,4
2009,PAL,16,4
2009,LAZ,17,4
2009,ATA,18,4
2009,BARI,19,4
2009,CHI,20,4
2010,MIL,1,4
2010,PAR,2,4
2010,JUV,3,4
2010,CAG,4,4
2010,SAM,5,4
2010,UDI,6,4
2010,GEN,7,4
2010,ROM,8,4
2010,INT,9,4
2010,BARI,10,4
2010,CHI,11,4
2010,NAP,12,4
2010,LEC,13,4
2010,LAZ,14,4
2010,BRES,15,4
2010,PAL,16,4
2010,CES,17,4
2010,CAT,18,4
2010,BOLG,19,4
2010,FIO,20,4
2011,CES,1,4
2011,PAR,2,4
2011,SIE,3,4
2011,NOV,4,4
2011,ROM,5,4
2011,GEN,6,4
2011,CAT,7,4
2011,PAL,8,4
2011,LEC,9,4
2011,CHI,10,4
2011,FIO,11,4
2011,JUV,12,4
2011,UDI,13,4
2011,MIL,14,4
2011,CAG,15,4
2011,ATA,16,4
2011,BOLG,17,4
2011,NAP,18,4
2011,INT,19,4
2011,LAZ,20,4
2012,PES,1,4
2012,SAM,2,4
2012,BOLG,3,4
2012,CHI,4,4
2012,CAT,5,4
2012,GEN,6,4
2012,CAG,7,4
2012,MIL,8,4
2012,JUV,9,4
2012,PAL,10,4
2012,FIO,11,4
2012,LAZ,12,4
2012,NAP,13,4
2012,ATA,14,4
2012,UDI,15,4
2012,INT,16,4
2012,PAR,17,4
2012,TOR,18,4
2012,ROM,19,4
2012,SIE,20,4
2013,TOR,1,4
2013,UDI,2,4
2013,CHI,3,4
2013,LAZ,4,4
2013,MIL,5,4
2013,CAG,6,4
2013,INT,7,4
2013,NAP,8,4
2013,JUV,9,4
2013,BOLG,10,4
2013,ATA,11,4
2013,FIO,12,4
2013,SAS,13,4
2013,PAR,14,4
2013,VER,15,4
2013,GEN,16,4
2013,SAM,17,4
2013,ROM,18,4
2013,LIVO,19,4
2013,CAT,20,4
2014,CES,1,4
2014,UDI,2,4
2014,EMP,3,4
2014,JUV,4,4
2014,LAZ,5,4
2014,NAP,6,4
2014,FIO,7,4
2014,ATA,8,4
2014,CHI,9,4
2014,TOR,10,4
2014,SAM,11,4
2014,CAG,12,4
2014,ROM,13,4
2014,INT,14,4
2014,PAL,15,4
2014,GEN,16,4
2014,PAR,17,4
2014,SAS,18,4
2014,VER,19,4
2014,MIL,20,4
2015,CHI,1,4
2015,FRO,2,4
2015,MIL,3,4
2015,UDI,4,4
2015,JUV,5,4
2015,FIO,6,4
2015,TOR,7,4
2015,EMP,8,4
2015,BOLG,9,4
2015,INT,10,4
2015,SAM,11,4
2015,CARP,12,4
2015,ATA,13,4
2015,GEN,14,4
2015,VER,15,4
2015,SAS,16,4
2015,ROM,17,4
2015,NAP,18,4
2015,LAZ,19,4
2015,PAL,20,4
2016,EMP,1,4
2016,ROM,2,4
2016,SAS,3,4
2016,BOLG,4,4
2016,CAG,5,4
2016,LAZ,6,4
2016,TOR,7,4
2016,FIO,8,4
2016,INT,9,4
2016,CRO,10,4
2016,CHI,11,4
2016,ATA,12,4
2016,MIL,13,4
2016,SAM,14,4
2016,GEN,15,4
2016,UDI,16,4
2016,PAL,17,4
2016,NAP,18,4
2016,JUV,19,4
2016,PES,20,4
2017,ATA,1,4
2017,CHI,2,4
2017,BEN,3,4
2017,SAM,4,4
2017,GEN,5,4
2017,BOLG,6,4
2017,UDI,7,4
2017,FIO,8,4
2017,MIL,9,4
2017,TOR,10,4
2017,CRO,11,4
2017,VER,12,4
2017,ROM,13,4
2017,JUV,14,4
2017,LAZ,15,4
2017,NAP,16,4
2017,SPA,17,4
2017,CAG,18,4
2017,SAS,19,4
2017,INT,20,4
2018,CHI,1,4
2018,JUV,2,4
2018,ATA,3,4
2018,UDI,4,4
2018,BOLG,5,4
2018,FIO,6,4
2018,SAM,7,4
2018,EMP,8,4
2018,FRO,9,4
2018,CAG,10,4
2018,SPA,11,4
2018,INT,12,4
2018,MIL,13,4
2018,ROM,14,4
2018,TOR,15,4
2018,GEN,16,4
2018,SAS,17,4
2018,NAP,18,4
2018,LAZ,19,4
2018,PAR,20,4
2019,SAS,1,4
2019,UDI,2,4
2019,BRES,3,4
2019,TOR,4,4
2019,JUV,5,4
2019,ATA,6,4
2019,INT,7,4
2019,PAR,8,4
2019,SAM,9,4
2019,GEN,10,4
2019,NAP,11,4
2019,BOLG,12,4
2019,FIO,13,4
2019,LEC,14,4
2019,LAZ,15,4
2019,MIL,16,4
2019,CAG,17,4
2019,VER,18,4
2019,ROM,19,4
2019,SPA,20,4
2020,JUV,1,4
2020,SAM,2,4
2020,CRO,3,4
2020,ROM,4,4
2020,UDI,5,4
2020,BOLG,6,4
2020,GEN,7,4
2020,TOR,8,4
2020,INT,9,4
2020,MIL,10,4
2020,SPE,11,4
2020,PAR,12,4
2020,FIO,13,4
2020,VER,14,4
2020,CAG,15,4
2020,LAZ,16,4
2020,BEN,17,4
2020,ATA,18,4
2020,NAP,19,4
2020,SAS,20,4
2021,LAZ,1,4
2021,NAP,2,4
2021,UDI,3,4
2021,FIO,4,4
2021,VEN,5,4
2021,BOLG,6,4
2021,ROM,7,4
2021,ATA,8,4
2021,JUV,9,4
2021,CAG,10,4
2021,SAL,11,4
2021,TOR,12,4
2021,GEN,13,4
2021,VER,14,4
2021,MIL,15,4
2021,SPE,16,4
2021,SAS,17,4
2021,INT,18,4
2021,SAM,19,4
2021,EMP,20,4
2022,UDI,1,4
2022,TOR,2,4
2022,SPE,3,4
2022,VER,4,4
2022,CRE,5,4
2022,LEC,6,4
2022,SAL,7,4
2022,EMP,8,4
2022,SAS,9,4
2022,ROM,10,4
2022,MIL,11,4
2022,NAP,12,4
2022,JUV,13,4
2022,MON,14,4
2022,ATA,15,4
2022,BOLG,16,4
2022,SAM,17,4
2022,INT,18,4
2022,LAZ,19,4
2022,FIO,20,4
2023,GEN,1,4
2023,CAG,2,4
2023,MIL,3,4
2023,SAS,4,4
2023,NAP,5,4
2023,ATA,6,4
2023,JUV,7,4
2023,ROM,8,4
2023,LEC,9,4
2023,INT,10,4
2023,MON,11,4
2023,TOR,12,4
2023,FRO,13,4
2023,FIO,14,4
2023,UDI,15,4
2023,BOLG,16,4
2023,SAL,17,4
2023,VER,18,4
2023,LAZ,19,4
2023,EMP,20,4
2024,EMP,1,4
2024,LAZ,2,4
2024,FIO,3,4
2024,VER,4,4
2024,COM,5,4
2024,TOR,6,4
2024,JUV,7,4
2024,UDI,8,4
2024,LEC,9,4
2024,INT,10,4
2024,GEN,11,4
2024,ROM,12,4
2024,MON,13,4
2024,VEN,14,4
2024,NAP,15,4
2024,MIL,16,4
2024,PAR,17,4
2024,ATA,18,4
2024,CAG,19,4
2024,BOLG,20,4
2000,REG,1,5
2000,LAZ,2,5
2000,ROM,3,5
2000,PER,4,5
2000,MIL,5,5
2000,VIC,6,5
2000,BRES,7,5
2000,VER,8,5
2000,UDI,9,5
2000,BOLG,10,5
2000,PAR,11,5
2000,ATA,12,5
2000,FIO,13,5
2000,NAP,14,5
2000,INT,15,5
2000,BARI,16,5
2000,JUV,17,5
2000,LEC,18,5
2001,PER,1,5
2001,LAZ,2,5
2001,FIO,3,5
2001,ROM,4,5
2001,JUV,5,5
2001,UDI,6,5
2001,CHI,7,5
2001,PIA,8,5
2001,ATA,9,5
2001,VER,10,5
2001,BRES,11,5
2001,MIL,12,5
2001,VEN,13,5
2001,PAR,14,5
2001,TOR,15,5
2001,LEC,16,5
2001,BOLG,17,5
2001,INT,18,5
2002,MOD,1,5
2002,PIA,2,5
2002,UDI,3,5
2002,PAR,4,5
2002,PER,5,5
2002,ROM,6,5
2002,CHI,7,5
2002,EMP,8,5
2002,BRES,9,5
2002,COM,10,5
2002,JUV,11,5
2002,MIL,12,5
2002,LAZ,13,5
2002,BOLG,14,5
2002,INT,15,5
2002,TOR,16,5
2002,ATA,17,5
2002,REG,18,5
2005,CHI,1,5
2005,EMP,2,5
2005,REG,3,5
2005,INT,4,5
2005,SIE,5,5
2005,LEC,6,5
2005,LIVO,7,5
2005,ASC,8,5
2005,PAR,9,5
2005,MIL,10,5
2005,SAM,11,5
2005,JUV,12,5
2005,CAG,13,5
2005,TRE,14,5
2005,FIO,15,5
2005,UDI,16,5
2005,PAL,17,5
2005,MES,18,5
2005,ROM,19,5
2005,LAZ,20,5
2006,CAG,1,5
2006,FIO,2,5
2006,ASC,3,5
2006,LIVO,4,5
2006,MIL,5,5
2006,UDI,6,5
2006,PAL,7,5
2006,PAR,8,5
2006,ATA,9,5
2006,CAT,10,5
2006,INT,11,5
2006,REG,12,5
2006,EMP,13,5
2006,SIE,14,5
2006,LAZ,15,5
2006,MES,16,5
2006,SAM,17,5
2006,TOR,18,5
2006,ROM,19,5
2006,CHI,20,5
2007,GEN,1,5
2007,LAZ,2,5
2007,EMP,3,5
2007,INT,4,5
2007,MIL,5,5
2007,PAL,6,5
2007,FIO,7,5
2007,REG,8,5
2007,TOR,9,5
2007,ATA,10,5
2007,UDI,11,5
2007,JUV,12,5
2007,SIE,13,5
2007,SAM,14,5
2007,CAG,15,5
2007,ROM,16,5
2007,LIVO,17,5
2007,PAR,18,5
2007,CAT,19,5
2007,NAP,20,5
2008,PAL,1,5
2008,BOLG,2,5
2008,ATA,3,5
2008,TOR,4,5
2008,SIE,5,5
2008,ROM,6,5
2008,FIO,7,5
2008,GEN,8,5
2008,CAG,9,5
2008,REG,10,5
2008,INT,11,5
2008,CHI,12,5
2008,CAT,13,5
2008,NAP,14,5
2008,UDI,15,5
2008,MIL,16,5
2008,SAM,17,5
2008,JUV,18,5
2008,LAZ,19,5
2008,LEC,20,5
2009,NAP,1,5
2009,GEN,2,5
2009,LAZ,3,5
2009,PAL,4,5
2009,SAM,5,5
2009,ROM,6,5
2009,LIVO,7,5
2009,CHI,8,5
2009,PAR,9,5
2009,JUV,10,5
2009,BARI,11,5
2009,UDI,12,5
2009,CAG,13,5
2009,BOLG,14,5
2009,ATA,15,5
2009,SIE,16,5
2009,MIL,17,5
2009,INT,18,5
2009,FIO,19,5
2009,CAT,20,5
2010,PAR,1,5
2010,PAL,2,5
2010,BRES,3,5
2010,ROM,4,5
2010,SAM,5,5
2010,JUV,6,5
2010,MIL,7,5
2010,BARI,8,5
2010,CHI,9,5
2010,UDI,10,5
2010,NAP,11,5
2010,FIO,12,5
2010,INT,13,5
2010,GEN,14,5
2010,BOLG,15,5
2010,CES,16,5
2010,CAG,17,5
2010,LEC,18,5
2010,LAZ,19,5
2010,CAT,20,5
2011,CES,1,5
2011,BOLG,2,5
2011,LEC,3,5
2011,ATA,4,5
2011,ROM,5,5
2011,SIE,6,5
2011,GEN,7,5
2011,CAT,8,5
2011,NAP,9,5
2011,UDI,10,5
2011,PAR,11,5
2011,CAG,12,5
2011,FIO,13,5
2011,MIL,14,5
2011,PAL,15,5
2011,LAZ,16,5
2011,JUV,17,5
2011,CHI,18,5
2011,NOV,19,5
2011,INT,20,5
2012,ROM,1,5
2012,PES,2,5
2012,LAZ,3,5
2012,ATA,4,5
2012,BOLG,5,5
2012,PAL,6,5
2012,UDI,7,5
2012,JUV,8,5
2012,PAR,9,5
2012,CAT,10,5
2012,TOR,11,5
2012,INT,12,5
2012,MIL,13,5
2012,CAG,14,5
2012,FIO,15,5
2012,GEN,16,5
2012,SAM,17,5
2012,CHI,18,5
2012,NAP,19,5
2012,SIE,20,5
2013,MIL,1,5
2013,UDI,2,5
2013,BOLG,3,5
2013,ROM,4,5
2013,VER,5,5
2013,LIVO,6,5
2013,ATA,7,5
2013,TOR,8,5
2013,FIO,9,5
2013,SAM,10,5
2013,NAP,11,5
2013,SAS,12,5
2013,GEN,13,5
2013,CAG,14,5
2013,CAT,15,5
2013,PAR,16,5
2013,LAZ,17,5
2013,JUV,18,5
2013,INT,19,5
2013,CHI,20,5
2014,SAM,1,5
2014,CHI,2,5
2014,CES,3,5
2014,VER,4,5
2014,INT,5,5
2014,LAZ,6,5
2014,EMP,7,5
2014,ROM,8,5
2014,JUV,9,5
2014,ATA,10,5
2014,UDI,11,5
2014,PAR,12,5
2014,PAL,13,5
2014,FIO,14,5
2014,SAS,15,5
2014,CAG,16,5
2014,MIL,17,5
2014,TOR,18,5
2014,NAP,19,5
2014,GEN,20,5
2015,UDI,1,5
2015,CHI,2,5
2015,INT,3,5
2015,CARP,4,5
2015,GEN,5,5
2015,ROM,6,5
2015,NAP,7,5
2015,TOR,8,5
2015,SAM,9,5
2015,PAL,10,5
2015,ATA,11,5
2015,SAS,12,5
2015,FRO,13,5
2015,MIL,14,5
2015,JUV,15,5
2015,FIO,16,5
2015,EMP,17,5
2015,BOLG,18,5
2015,LAZ,19,5
2015,VER,20,5
2016,LAZ,1,5
2016,CAG,2,5
2016,ATA,3,5
2016,PAL,4,5
2016,JUV,5,5
2016,MIL,6,5
2016,PES,7,5
2016,GEN,8,5
2016,FIO,9,5
2016,SAS,10,5
2016,SAM,11,5
2016,UDI,12,5
2016,EMP,13,5
2016,CHI,14,5
2016,BOLG,15,5
2016,TOR,16,5
2016,INT,17,5
2016,NAP,18,5
2016,CRO,19,5
2016,ROM,20,5
2017,CHI,1,5
2017,ATA,2,5
2017,BEN,3,5
2017,JUV,4,5
2017,SAM,5,5
2017,UDI,6,5
2017,TOR,7,5
2017,MIL,8,5
2017,NAP,9,5
2017,GEN,10,5
2017,SAS,11,5
2017,FIO,12,5
2017,CAG,13,5
2017,LAZ,14,5
2017,ROM,15,5
2017,CRO,16,5
2017,INT,17,5
2017,SPA,18,5
2017,BOLG,19,5
2017,VER,20,5
2018,SAM,1,5
2018,TOR,2,5
2018,PAR,3,5
2018,BOLG,4,5
2018,GEN,5,5
2018,JUV,6,5
2018,LAZ,7,5
2018,NAP,8,5
2018,MIL,9,5
2018,FRO,10,5
2018,CHI,11,5
2018,UDI,12,5
2018,ROM,13,5
2018,SPA,14,5
2018,EMP,15,5
2018,SAS,16,5
2018,CAG,17,5
2018,FIO,18,5
2018,ATA,19,5
2018,INT,20,5
2019,SAS,1,5
2019,SAM,2,5
2019,GEN,3,5
2019,LEC,4,5
2019,BOLG,5,5
2019,BRES,6,5
2019,LAZ,7,5
2019,PAR,8,5
2019,CAG,9,5
2019,INT,10,5
2019,VER,11,5
2019,UDI,12,5
2019,MIL,13,5
2019,ROM,14,5
2019,JUV,15,5
2019,SPA,16,5
2019,TOR,17,5
2019,ATA,18,5
2019,FIO,19,5
2019,NAP,20,5
2020,GEN,1,5
2020,ROM,2,5
2020,PAR,3,5
2020,BEN,4,5
2020,INT,5,5
2020,BOLG,6,5
2020,MIL,7,5
2020,SPE,8,5
2020,SAS,9,5
2020,SAM,10,5
2020,NAP,11,5
2020,UDI,12,5
2020,VER,13,5
2020,ATA,14,5
2020,TOR,15,5
2020,FIO,16,5
2020,JUV,17,5
2020,CRO,18,5
2020,LAZ,19,5
2020,CAG,20,5
2021,SAL,1,5
2021,UDI,2,5
2021,NAP,3,5
2021,SPE,4,5
2021,MIL,5,5
2021,LAZ,6,5
2021,INT,7,5
2021,VEN,8,5
2021,CAG,9,5
2021,JUV,10,5
2021,SAS,11,5
2021,ROM,12,5
2021,SAM,13,5
2021,BOLG,14,5
2021,ATA,15,5
2021,EMP,16,5
2021,FIO,17,5
2021,GEN,18,5
2021,TOR,19,5
2021,VER,20,5
2022,INT,1,5
2022,SAS,2,5
2022,ROM,3,5
2022,LAZ,4,5
2022,VER,5,5
2022,SPE,6,5
2022,SAM,7,5
2022,LEC,8,5
2022,TOR,9,5
2022,FIO,10,5
2022,EMP,11,5
2022,CRE,12,5
2022,JUV,13,5
2022,BOLG,14,5
2022,MON,15,5
2022,ATA,16,5
2022,SAL,17,5
2022,MIL,18,5
2022,UDI,19,5
2022,NAP,20,5
2023,TOR,1,5
2023,UDI,2,5
2023,VER,3,5
2023,FIO,4,5
2023,GEN,5,5
2023,CAG,6,5
2023,SAS,7,5
2023,BOLG,8,5
2023,LEC,9,5
2023,SAL,10,5
2023,EMP,11,5
2023,ROM,12,5
2023,FRO,13,5
2023,ATA,14,5
2023,LAZ,15,5
2023,NAP,16,5
2023,MON,17,5
2023,INT,18,5
2023,JUV,19,5
2023,MIL,20,5
2024,JUV,1,5
2024,ROM,2,5
2024,TOR,3,5
2024,GEN,4,5
2024,EMP,5,5
2024,NAP,6,5
2024,PAR,7,5
2024,INT,8,5
2024,ATA,9,5
2024,MIL,10,5
2024,MON,11,5
2024,UDI,12,5
2024,BOLG,13,5
2024,VEN,14,5
2024,FIO,15,5
2024,VER,16,5
2024,LAZ,17,5
2024,COM,18,5
2024,LEC,19,5
2024,CAG,20,5
2000,JUV,1,6
2000,INT,2,6
2000,BARI,3,6
2000,LEC,4,6
2000,UDI,5,6
2000,ATA,6,6
2000,BOLG,7,6
2000,LAZ,8,6
2000,VIC,9,6
2000,VER,10,6
2000,PAR,11,6
2000,FIO,12,6
2000,REG,13,6
2000,PER,14,6
2000,NAP,15,6
2000,BRES,16,6
2000,MIL,17,6
2000,ROM,18,6
2001,PIA,1,6
2001,TOR,2,6
2001,LAZ,3,6
2001,MIL,4,6
2001,ATA,5,6
2001,VER,6,6
2001,VEN,7,6
2001,UDI,8,6
2001,CHI,9,6
2001,INT,10,6
2001,BRES,11,6
2001,FIO,12,6
2001,PAR,13,6
2001,PER,14,6
2001,JUV,15,6
2001,LEC,16,6
2001,ROM,17,6
2001,BOLG,18,6
2002,ROM,1,6
2002,REG,2,6
2002,CHI,3,6
2002,LAZ,4,6
2002,PIA,5,6
2002,INT,6,6
2002,JUV,7,6
2002,PAR,8,6
2002,UDI,9,6
2002,BOLG,10,6
2002,MOD,11,6
2002,EMP,12,6
2002,MIL,13,6
2002,BRES,14,6
2002,PER,15,6
2002,COM,16,6
2002,ATA,17,6
2002,TOR,18,6
2005,LEC,1,6
2005,MIL,2,6
2005,PAL,3,6
2005,UDI,4,6
2005,PAR,5,6
2005,TRE,6,6
2005,REG,7,6
2005,INT,8,6
2005,CHI,9,6
2005,CAG,10,6
2005,SIE,11,6
2005,FIO,12,6
2005,JUV,13,6
2005,LAZ,14,6
2005,MES,15,6
2005,LIVO,16,6
2005,ASC,17,6
2005,SAM,18,6
2005,EMP,19,6
2005,ROM,20,6
2006,ASC,1,6
2006,MES,2,6
2006,EMP,3,6
2006,SIE,4,6
2006,FIO,5,6
2006,UDI,6,6
2006,ATA,7,6
2006,LAZ,8,6
2006,PAR,9,6
2006,REG,10,6
2006,SAM,11,6
2006,ROM,12,6
2006,PAL,13,6
2006,TOR,14,6
2006,LIVO,15,6
2006,MIL,16,6
2006,CHI,17,6
2006,CAG,18,6
2006,CAT,19,6
2006,INT,20,6
2007,PAR,1,6
2007,LAZ,2,6
2007,SIE,3,6
2007,PAL,4,6
2007,CAG,5,6
2007,LIVO,6,6
2007,UDI,7,6
2007,EMP,8,6
2007,CAT,9,6
2007,ROM,10,6
2007,TOR,11,6
2007,MIL,12,6
2007,NAP,13,6
2007,ATA,14,6
2007,INT,15,6
2007,JUV,16,6
2007,REG,17,6
2007,SAM,18,6
2007,GEN,19,6
2007,FIO,20,6
2008,LAZ,1,6
2008,ROM,2,6
2008,NAP,3,6
2008,FIO,4,6
2008,BOLG,5,6
2008,GEN,6,6
2008,REG,7,6
2008,LEC,8,6
2008,INT,9,6
2008,CAT,10,6
2008,JUV,11,6
2008,ATA,12,6
2008,SAM,13,6
2008,PAL,14,6
2008,SIE,15,6
2008,UDI,16,6
2008,CAG,17,6
2008,TOR,18,6
2008,MIL,19,6
2008,CHI,20,6
2009,PAR,1,6
2009,UDI,2,6
2009,SIE,3,6
2009,GEN,4,6
2009,CAT,5,6
2009,MIL,6,6
2009,PAL,7,6
2009,CAG,8,6
2009,ROM,9,6
2009,ATA,10,6
2009,LAZ,11,6
2009,BARI,12,6
2009,BOLG,13,6
2009,LIVO,14,6
2009,NAP,15,6
2009,JUV,16,6
2009,SAM,17,6
2009,INT,18,6
2009,CHI,19,6
2009,FIO,20,6
2010,CAT,1,6
2010,LAZ,2,6
2010,SAM,3,6
2010,BRES,4,6
2010,PAR,5,6
2010,BARI,6,6
2010,FIO,7,6
2010,BOLG,8,6
2010,LEC,9,6
2010,INT,10,6
2010,ROM,11,6
2010,JUV,12,6
2010,GEN,13,6
2010,MIL,14,6
2010,NAP,15,6
2010,CES,16,6
2010,PAL,17,6
2010,CHI,18,6
2010,CAG,19,6
2010,UDI,20,6
2011,CHI,1,6
2011,JUV,2,6
2011,INT,3,6
2011,ATA,4,6
2011,CES,5,6
2011,LEC,6,6
2011,CAG,7,6
2011,MIL,8,6
2011,SIE,9,6
2011,LAZ,10,6
2011,CAT,11,6
2011,BOLG,12,6
2011,NOV,13,6
2011,NAP,14,6
2011,FIO,15,6
2011,GEN,16,6
2011,PAL,17,6
2011,ROM,18,6
2011,UDI,19,6
2011,PAR,20,6
2012,BOLG,1,6
2012,JUV,2,6
2012,FIO,3,6
2012,CAG,4,6
2012,NAP,5,6
2012,CHI,6,6
2012,PES,7,6
2012,ATA,8,6
2012,CAT,9,6
2012,SIE,10,6
2012,LAZ,11,6
2012,MIL,12,6
2012,SAM,13,6
2012,TOR,14,6
2012,PAR,15,6
2012,INT,16,6
2012,GEN,17,6
2012,UDI,18,6
2012,ROM,19,6
2012,PAL,20,6
2013,ROM,1,6
2013,VER,2,6
2013,LIVO,3,6
2013,JUV,4,6
2013,INT,5,6
2013,SAM,6,6
2013,UDI,7,6
2013,FIO,8,6
2013,CAT,9,6
2013,CAG,10,6
2013,BOLG,11,6
2013,NAP,12,6
2013,PAR,13,6
2013,CHI,14,6
2013,LAZ,15,6
2013,GEN,16,6
2013,ATA,17,6
2013,TOR,18,6
2013,SAS,19,6
2013,MIL,20,6
2014,ATA,1,6
2014,UDI,2,6
2014,JUV,3,6
2014,VER,4,6
2014,NAP,5,6
2014,CAG,6,6
2014,LAZ,7,6
2014,TOR,8,6
2014,PAR,9,6
2014,EMP,10,6
2014,FIO,11,6
2014,PAL,12,6
2014,MIL,13,6
2014,SAS,14,6
2014,INT,15,6
2014,CHI,16,6
2014,ROM,17,6
2014,SAM,18,6
2014,CES,19,6
2014,GEN,20,6
2015,UDI,1,6
2015,EMP,2,6
2015,JUV,3,6
2015,SAS,4,6
2015,NAP,5,6
2015,LAZ,6,6
2015,SAM,7,6
2015,BOLG,8,6
2015,MIL,9,6
2015,FIO,10,6
2015,TOR,11,6
2015,FRO,12,6
2015,ROM,13,6
2015,GEN,14,6
2015,CARP,15,6
2015,CHI,16,6
2015,INT,17,6
2015,VER,18,6
2015,ATA,19,6
2015,PAL,20,6
2016,UDI,1,6
2016,NAP,2,6
